employee_id,q01_engagement,q02_engagement,q03_engagement,q04_engagement,q05_engagement,q06_engagement,q07_engagement,q08_engagement,q09_engagement,q10_engagement,q01_satisfaction,q02_satisfaction,q03_satisfaction,q04_satisfaction,q05_satisfaction,q06_satisfaction,q07_satisfaction,q08_satisfaction,q09_satisfaction,q10_satisfaction,q01_mgr_effectiveness,q02_mgr_effectiveness,q03_mgr_effectiveness,q04_mgr_effectiveness,q05_mgr_effectiveness,q01_additional,q02_additional,q03_additional,q04_additional,q05_additional,q06_additional,q07_additional,q08_additional,q09_additional,q10_additional,would_recommend,likely_to_stay,department,tenure_years,age_group,work_location,survey_date
EMP_01988,4,3,4,5,4,5,5,4,4,4,2,1,5,5,5,,3,3,4,4,3,1,7,7,5,3,4,4,3,3,5,3,5,5,3,1,1,Product,17.1,45-54,Hybrid,2024-01-15 10:00:00
EMP_01989,3,2,5,NA,4,2,5,7,4,3,3,2,6,,3,3,6,,6,3,5,8,8,8,6,3,5,5,4,4,2,4,4,3,3,0,2,HR,10.6,55+,Hybrid,2024-02-25
EMP_01990,4,5,4,2,4,3,5,3,3,4,2,5,6,2,3,1,5,5,3,5,10,6,7,10,10,4,4,2,5,4,2,3,4,5,2,No,5,Engineering,3.6,25-34,Hybrid,2024-01-15 10:00:00
EMP_01991,5,5,4,4,3,4,n/a,4,5,6,5,3,4,3,3,,6,3,4,5,1,4,9,10,10,4,3,4,2,4,4,2,1,2,3,1,7,Engineering,1.3,25-34,On-site,2024-02-18
EMP_01992,5,3,5,3,5,3,5,3,?,0,,6,3,4,7,5,4,4,5,3,5,8,5,7,3,4,4,3,2,2,2,3,5,3,2,0,5,Product,1.0,55+,Remote,2024-01-15 10:00:00
EMP_01993,3,2,1,3,5,3,4,5,N/A,4,5,,4,2,3,4,,6,,3,6,7,2,5,3,5,5,4,3,4,5,3,4,3,1,yes,1,Engineering,2.7,55+,Remote,2024-01-15 10:00:00
EMP_01994,2,?,5,4,3,5,4,3,3,2,7,5,6,5,3,5,7,4,7,3,8,6,5,7,10,4,1,4,3,2,3,5,3,4,5,No,4,Finance,0.9,25-34,Remote,2024-01-15 10:00:00
EMP_01995,5,3,0,4,4,4,2,2,4,2,7,4,4,6,5,7,5,3,,7,5,5,3,5,8,4,2,3,2,4,4,5,4,5,2,0,3,Product,3.6,35-44,Hybrid,2024-01-21
EMP_01996,2,5,5,3,4,2,3,5,4,5,4,,,4,2,4,4,3,7,,5,3,7,4,9,4,3,2,4,2,3,5,5,5,3,no,3,Legal,0.6,25-34,Hybrid,2024-01-22
EMP_01997,2,2,3,4,3,5,4,NA,0,4,3,1,,6,7,2,3,7,4,5,5,7,6,6,9,2,2,3,4,2,5,3,2,5,3,1,4,Product,2.1,55+,Remote,2024-01-15 10:00:00
EMP_01998,4,3,4,4,4,4,4,4,4,3,5,2,,4,6,2,3,4,,5,6,7,6,9,4,3,5,4,2,3,5,1,5,3,4,Yes,7,Marketing,0.7,35-44,Remote,2024-01-15 10:00:00
EMP_01999,2,5,4,5,5,2,5,2,3,4,4,4,4,4,6,6,6,5,4,3,3,3,9,5,10,4,3,3,2,2,2,5,4,4,2,Maybe,2,Marketing,2.9,35-44,Hybrid,2024-01-24
EMP_02000,3,4,2,5,4,3,2,3,4,3,5,4,4,3,5,3,7,7,5,5,8,6,5,6,6,2,4,4,2,3,4,4,4,2,3,No,2,Sales,1.2,55+,Hybrid,2024-01-15 10:00:00
EMP_02001,5,4,3,2,5,4,3,2,4,4,4,7,6,2,5,7,2,2,6,3,5,10,7,10,6,3,5,2,4,1,3,3,4,5,4,Maybe,1,HR,0.1,18-24,Hybrid,2024-02-02
EMP_02002,1,5,3,3,3,4,3,3,4,4,5,3,4,4,5,6,6,7,4,6,9,2,10,4,9,4,4,4,2,2,3,5,5,4,3,1,1,Product,1.3,25-34,Hybrid,2024-02-24
EMP_02003,4,2,4,3,2,3,3,5,4,2,6,3,2,4,4,5,2,,7,6,8,4,7,7,4,5,3,5,5,5,3,3,4,4,4,no,5,Engineering,5.3,25-34,Remote,2024-01-12
EMP_02004,2,3,NA,4,3,4,4,4,5,4,4,4,4,2,4,7,5,4,4,,8,9,9,4,6,3,5,3,2,3,2,4,5,2,3,Maybe,5,Product,2.4,18-24,Hybrid,2024-01-15 10:00:00
EMP_02005,Don't know,4,3,n/a,4,4,4,2,3,5,3,2,5,5,4,3,4,5,4,7,3,7,6,7,5,3,3,3,3,4,4,4,1,3,3,1,6,Operations,3.5,45-54,Remote,2024-02-25
EMP_02006,1,4,5,2,3,3,4,6,4,4,4,5,5,3,4,5,4,1,4,7,7,6,7,8,4,2,3,1,5,4,3,3,2,5,3,No,4,HR,1.6,35-44,On-site,2024-01-15 10:00:00
EMP_02007,4,5,3,4,4,4,5,3,3,2,4,4,5,6,5,3,4,2,3,2,6,7,10,10,3,2,4,4,1,2,1,3,3,2,5,yes,1,Legal,5.3,25-34,Hybrid,2024-01-15 10:00:00
EMP_02008,5,4,5,5,NA,4,3,2,4,4,4,4,7,5,5,4,,6,7,6,8,7,5,10,10,1,3,2,3,4,5,4,3,4,5,No,7,Engineering,6.9,25-34,Hybrid,2024-02-17
EMP_02009,2,5,4,3,2,2,2,4,3,4,5,5,4,,5,6,4,4,4,5,7,8,1,6,3,5,3,4,4,5,3,3,3,5,3,yes,7,Product,1.0,45-54,Remote,2024-01-01
EMP_02010,3,4,3,n/a,3,3,4,4,4,4,2,5,2,4,5,5,4,7,4,6,5,7,8,6,6,5,5,2,4,5,3,3,4,4,3,No,3,HR,1.2,55+,Hybrid,2024-01-15 10:00:00
EMP_02011,4,2,5,4,4,4,6,4,7,4,5,7,3,7,7,3,5,5,4,6,6,9,8,6,4,2,3,2,5,3,5,5,1,3,5,Maybe,6,Legal,2.0,55+,On-site,2024-02-19
EMP_02012,3,5,4,5,5,4,4,2,4,0,4,,5,4,4,6,7,3,3,1,4,5,6,6,8,3,3,4,3,5,4,4,4,3,5,yes,2,Engineering,1.4,35-44,On-site,2024-01-15 10:00:00
EMP_02013,1,3,4,5,5,4,5,4,3,5,4,2,5,3,5,5,5,4,5,3,6,10,8,9,2,5,4,3,3,2,5,4,5,4,5,no,3,Sales,6.8,45-54,Hybrid,2024-02-19
EMP_02014,3,4,4,2,3,2,3,2,5,3,5,,4,,5,3,2,3,7,3,7,5,9,6,9,1,5,4,3,2,4,4,5,3,3,yes,1,Sales,0.8,18-24,On-site,2024-01-15 10:00:00
EMP_02015,4,3,2,3,4,4,5,5,4,4,3,5,3,,5,4,2,4,5,7,9,5,8,6,10,4,4,4,5,3,4,4,3,3,3,yes,3,Engineering,0.3,55+,Hybrid,2024-01-09
EMP_02016,4,?,1,3,2,5,4,5,3,5,4,4,1,3,,,3,6,4,4,10,10,9,5,5,2,3,2,3,5,1,4,2,5,2,No,2,HR,1.5,25-34,Hybrid,2024-01-15 10:00:00
EMP_02017,2,4,2,2,2,4,0,3,3,5,3,5,6,5,4,5,3,5,,3,9,7,8,7,7,3,4,4,4,4,2,2,4,3,3,Yes,4,Sales,3.5,18-24,On-site,2024-01-09
EMP_02018,2,4,3,3,3,4,6,4,4,2,6,3,,2,4,6,7,3,4,6,4,5,4,9,10,5,3,5,3,4,3,2,4,3,5,no,4,HR,0.5,18-24,Hybrid,2024-01-15 10:00:00
EMP_02019,5,1,3,3,3,n/a,4,3,4,3,4,7,,1,2,6,3,1,4,7,5,7,3,5,5,2,4,4,2,5,4,4,3,4,2,no,6,HR,2.1,35-44,Hybrid,2024-02-04
EMP_02020,4,3,5,4,5,2,4,2,4,4,,6,3,3,6,,7,4,6,6,4,10,10,4,5,5,5,4,2,5,1,4,3,4,3,Yes,7,HR,11.7,55+,Remote,2024-01-17
EMP_02021,5,3,5,5,5,3,2,5,3,2,5,5,5,3,4,3,7,6,2,5,9,7,3,8,7,2,5,2,2,4,3,4,2,4,5,Maybe,2,Marketing,7.3,18-24,Remote,2024-01-15 10:00:00
EMP_02022,3,2,2,2,2,4,5,4,4,2,5,5,,7,4,6,2,3,5,6,8,7,6,10,7,3,3,3,4,4,4,2,4,2,2,No,7,Finance,10.9,45-54,Remote,2024-01-15 10:00:00
EMP_02023,2,3,3,3,2,4,3,4,5,5,6,3,4,6,,5,4,,7,3,10,6,8,3,5,1,4,1,2,3,5,2,5,4,4,0,2,Legal,2.5,18-24,Hybrid,2024-01-25
EMP_02024,0,4,3,2,2,4,5,5,1,3,1,4,4,,3,3,3,6,3,3,10,8,4,4,8,2,3,5,4,2,4,2,4,4,2,Yes,3,Legal,6.7,18-24,Hybrid,2024-01-15 10:00:00
EMP_02025,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,Engineering,0.7,25-34,Hybrid,2024-01-24
EMP_02026,3,5,3,5,2,5,3,5,4,N/A,5,6,4,2,3,5,7,3,7,3,6,6,5,2,7,5,3,3,2,4,3,5,4,2,3,yes,2,Operations,1.8,35-44,Hybrid,2024-02-07
EMP_02027,5,1,4,4,4,4,2,4,NA,3,7,6,4,3,3,5,4,3,6,4,6,8,3,8,5,2,3,4,4,5,3,2,2,3,3,no,2,Legal,4.7,25-34,Hybrid,2024-01-15 10:00:00
EMP_02028,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Yes,7,Engineering,4.9,35-44,On-site,2024-01-11
EMP_02029,5,2,3,5,5,4,2,4,3,2,4,3,6,3,4,6,3,4,1,7,10,8,5,1,8,1,3,1,2,3,3,3,2,4,3,1,5,Operations,7.9,35-44,Remote,2024-01-15 10:00:00
EMP_02030,2,3,3,3,Don't know,1,5,5,3,3,5,5,3,3,2,1,6,5,3,,10,10,10,5,5,3,3,4,3,3,5,3,2,4,4,No,6,Marketing,3.9,35-44,Hybrid,2024-01-15 10:00:00
EMP_02031,3,4,4,2,5,5,5,3,3,5,5,2,2,1,6,5,6,4,6,5,7,4,5,5,8,5,1,3,4,3,2,2,4,3,5,yes,1,Marketing,2.2,18-24,Hybrid,2024-01-05
EMP_02032,5,3,2,2,2,3,2,5,3,3,4,4,4,,1,,7,4,7,4,5,6,4,5,8,3,4,2,5,4,3,5,4,5,5,No,3,Engineering,8.7,55+,Hybrid,2024-02-23
EMP_02033,2,4,3,2,3,2,4,3,4,3,4,5,4,5,5,5,6,5,4,6,5,7,7,8,9,3,4,4,4,3,1,2,4,3,5,No,6,Marketing,1.3,35-44,Remote,2024-01-15 10:00:00
EMP_02034,4,4,4,2,5,3,3,4,?,2,6,4,5,7,4,3,4,4,4,4,9,1,7,7,9,3,4,5,3,1,2,4,5,2,3,No,6,Sales,0.6,55+,Hybrid,2024-01-08
EMP_02035,1,4,3,3,3,3,3,4,4,3,3,6,1,,5,6,3,5,5,,3,4,8,6,7,3,3,3,3,2,3,3,4,4,4,no,1,Sales,1.1,45-54,On-site,2024-02-10
EMP_02036,5,4,1,5,3,3,4,3,4,5,5,6,3,7,5,4,2,,2,3,9,4,8,10,5,4,5,2,3,2,4,2,3,5,4,Maybe,2,Marketing,7.2,55+,Remote,2024-01-29
EMP_02037,3,5,4,4,3,3,5,5,2,4,3,,3,,6,5,,4,6,7,8,6,3,7,8,5,3,5,5,3,4,3,3,4,5,Maybe,7,Engineering,4.9,18-24,Remote,2024-01-30
EMP_02038,2,5,3,1,5,2,3,Don't know,3,5,4,6,,1,5,5,4,6,5,5,4,6,6,9,8,2,1,3,4,2,3,1,3,3,5,1,1,Finance,3.1,45-54,Remote,2024-01-26
EMP_02039,2,4,3,4,3,4,3,7,2,3,,3,7,6,7,,3,4,6,5,10,7,7,2,5,2,3,4,5,5,2,3,5,4,3,Yes,7,Operations,6.0,25-34,On-site,2024-01-15 10:00:00
EMP_02040,4,2,3,2,5,4,4,2,7,3,4,5,6,7,5,5,2,5,4,3,7,7,5,10,9,3,3,5,2,3,4,2,4,4,3,0,4,HR,2.7,35-44,Hybrid,2024-01-15 10:00:00
EMP_02041,3,4,Don't know,4,5,5,3,4,5,2,5,6,7,3,5,3,,7,3,7,5,5,10,4,8,3,3,2,3,3,3,5,2,3,4,Yes,3,Legal,3.7,55+,Hybrid,2024-01-15 10:00:00
EMP_02042,5,5,3,3,4,4,4,5,3,5,4,5,6,5,3,4,5,5,4,5,5,8,5,7,5,5,1,3,4,2,3,3,3,4,5,Maybe,4,Product,0.4,55+,Remote,2024-02-11
EMP_02043,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,no,4,Operations,5.9,25-34,Hybrid,2024-01-15 10:00:00
EMP_02044,N/A,2,2,5,5,2,3,3,3,5,7,4,6,5,4,1,4,6,5,5,8,8,5,7,4,4,4,3,4,4,5,4,5,4,4,no,3,Operations,1.0,35-44,Remote,2024-01-15 10:00:00
EMP_02045,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,Marketing,15.0,18-24,Remote,2024-01-15 10:00:00
EMP_02046,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,no,5,Legal,3.2,18-24,Hybrid,2024-01-08
EMP_02047,4,3,4,3,2,3,5,1,4,5,6,2,4,6,3,5,4,5,5,5,4,7,6,6,9,5,5,3,2,2,5,3,3,3,5,No,2,HR,0.9,25-34,Remote,2024-01-15 10:00:00
EMP_02048,5,4,5,5,4,3,4,4,5,3,5,5,5,5,7,6,3,7,2,3,8,7,3,6,4,3,2,2,4,4,5,2,1,3,5,Maybe,1,Operations,2.1,25-34,On-site,2024-01-15 10:00:00
EMP_02049,4,5,4,3,4,3,5,4,4,5,2,6,,3,7,7,1,4,7,3,7,5,7,6,9,4,4,1,4,4,5,3,5,3,5,Yes,4,HR,2.5,45-54,Hybrid,2024-01-15 10:00:00
EMP_02050,2,5,3,?,3,5,3,3,5,3,4,5,,7,2,6,6,2,,5,9,9,4,2,6,4,4,5,3,1,4,4,5,5,1,yes,3,Operations,3.0,25-34,On-site,2024-01-09
EMP_02051,4,3,3,n/a,3,2,2,3,7,4,2,5,3,7,7,2,4,5,3,4,9,10,6,10,8,5,4,4,4,3,4,4,3,1,1,Yes,4,Sales,1.9,25-34,Hybrid,2024-01-16
EMP_02052,1,5,6,N/A,3,3,4,4,4,4,5,2,6,,,5,3,7,3,4,10,8,7,0,6,3,4,5,3,4,3,1,2,5,2,1,5,Finance,0.4,18-24,Hybrid,2024-02-17
EMP_02053,5,3,4,4,4,4,4,2,3,3,2,6,7,3,,6,5,6,4,3,6,6,10,5,10,3,1,1,4,2,5,4,2,4,3,Maybe,5,Sales,8.8,25-34,Hybrid,2024-02-24
EMP_02054,5,2,4,4,4,3,3,4,4,4,3,5,3,4,7,4,5,5,2,4,2,6,10,6,3,3,1,5,4,4,4,4,3,3,4,No,1,HR,0.7,25-34,On-site,2024-01-07
EMP_02055,4,5,5,5,4,3,4,NA,5,4,,6,5,2,6,4,3,4,7,6,10,10,7,5,9,3,5,3,5,4,4,3,3,4,1,No,2,Operations,6.5,35-44,Hybrid,2024-01-06
EMP_02056,3,4,5,4,2,4,N/A,4,4,4,4,3,4,5,5,6,1,7,3,5,7,5,5,4,9,3,1,4,4,5,4,3,3,1,2,0,5,Product,6.5,35-44,Remote,2024-01-15 10:00:00
EMP_02057,?,4,5,3,4,5,3,3,4,4,6,4,5,4,4,5,5,4,4,,10,7,10,6,6,1,3,3,3,5,3,3,3,4,3,Yes,4,Finance,1.0,18-24,On-site,2024-01-15 10:00:00
EMP_02058,2,4,N/A,n/a,5,3,3,3,4,2,2,1,2,3,2,1,3,6,3,6,4,7,9,6,6,3,3,3,4,3,2,3,5,4,4,yes,6,HR,2.0,18-24,Remote,2024-02-04
EMP_02059,Don't know,4,4,4,5,1,3,1,5,3,5,,2,7,7,5,4,3,4,4,7,6,5,4,7,4,5,5,3,4,4,4,2,3,3,Yes,3,Product,0.8,25-34,Hybrid,2024-01-15 10:00:00
EMP_02060,2,NA,5,4,5,4,3,4,7,3,3,,4,4,6,2,7,4,6,,8,6,8,10,2,2,2,3,2,2,5,2,5,3,2,no,4,HR,0.5,25-34,On-site,2024-01-15 10:00:00
EMP_02061,3,3,2,4,2,4,5,4,2,4,3,5,5,5,5,4,4,7,6,3,8,6,3,9,4,5,1,2,3,5,4,1,3,2,4,0,2,Legal,0.9,45-54,Remote,2024-01-03
EMP_02062,3,5,3,4,4,4,3,5,4,3,5,6,,7,2,6,4,3,5,,4,5,7,2,3,2,3,2,2,2,3,2,3,1,2,no,1,Product,10.1,18-24,Hybrid,2024-01-15 10:00:00
EMP_02063,1,4,5,4,3,Don't know,5,2,3,4,6,3,,3,4,5,3,5,4,5,7,4,4,7,6,3,4,4,3,2,4,5,5,1,2,Yes,7,Marketing,7.3,55+,On-site,2024-01-12
EMP_02064,3,3,0,4,0,4,5,3,4,2,3,,6,5,5,5,5,4,2,6,6,3,9,8,7,4,2,3,3,4,1,3,5,3,2,Yes,1,Marketing,1.4,25-34,Remote,2024-01-26
EMP_02065,3,3,3,?,3,?,3,4,3,3,6,5,4,5,3,3,4,4,2,5,7,5,3,10,3,3,4,5,5,4,5,2,4,4,3,Maybe,1,Sales,3.5,45-54,Hybrid,2024-01-29
EMP_02066,4,5,3,4,Don't know,3,5,5,?,5,5,5,6,7,2,6,6,5,6,4,9,4,4,6,4,4,3,3,3,4,2,4,3,4,5,yes,2,HR,8.8,35-44,On-site,2024-01-17
EMP_02067,5,1,3,4,4,5,4,5,5,N/A,7,6,4,5,3,4,7,4,4,2,4,5,2,7,7,3,5,4,4,4,3,4,4,2,4,Yes,6,Marketing,1.4,25-34,On-site,2024-01-15 10:00:00
EMP_02068,4,NA,4,4,3,4,3,3,4,2,6,5,4,5,4,7,5,5,5,7,2,7,6,6,10,1,4,2,3,4,3,3,4,5,2,0,6,Engineering,14.4,18-24,Remote,2024-01-15 10:00:00
EMP_02069,3,4,3,4,5,5,4,4,4,5,5,4,4,5,3,4,7,5,4,4,6,10,7,9,7,5,5,3,2,3,3,4,5,4,2,Maybe,5,Sales,7.3,45-54,On-site,2024-02-20
EMP_02070,3,2,5,4,5,3,4,2,4,3,4,5,5,7,5,4,5,6,4,7,2,7,8,6,5,5,4,4,2,4,3,3,3,4,5,yes,2,Legal,0.4,45-54,Hybrid,2024-01-15 10:00:00
EMP_02071,3,3,2,2,4,4,5,3,3,7,2,,2,6,4,6,5,5,2,4,8,8,5,10,3,5,3,3,2,4,5,2,3,4,2,Maybe,1,Finance,0.4,55+,Remote,2024-02-17
EMP_02072,3,3,4,3,4,2,4,2,4,5,4,5,4,3,5,5,4,5,5,3,8,5,10,8,10,3,3,3,3,3,3,4,2,3,5,Maybe,3,Legal,3.4,18-24,Hybrid,2024-02-01
EMP_02073,3,3,3,3,3,3,3,3,?,3,3,3,3,3,3,,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,yes,2,HR,16.1,35-44,Remote,2024-01-21
EMP_02074,1,1,4,5,3,4,2,4,4,3,6,6,4,6,3,5,,3,3,4,8,5,6,5,7,2,4,3,1,2,3,3,4,3,2,yes,2,Engineering,1.0,25-34,Hybrid,2024-02-15
EMP_02075,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,yes,1,Engineering,0.3,55+,Remote,2024-01-15 10:00:00
EMP_02076,5,4,5,4,5,3,4,3,3,3,4,3,1,5,,5,5,4,5,7,6,5,10,6,5,4,3,5,3,5,5,1,4,4,3,Yes,2,HR,6.1,55+,Hybrid,2024-01-15 10:00:00
EMP_02077,4,2,2,2,5,3,3,3,5,5,7,,7,4,4,5,6,6,2,2,4,5,7,8,3,3,2,5,4,2,2,5,1,5,4,No,7,Marketing,0.8,35-44,Remote,2024-01-15 10:00:00
EMP_02078,4,2,4,5,5,3,4,3,1,2,4,5,4,5,,4,3,3,3,5,4,5,3,4,3,3,1,2,3,4,1,4,2,4,2,0,3,Product,1.6,35-44,Hybrid,2024-01-15 10:00:00
EMP_02079,5,3,3,4,NA,3,Don't know,3,4,4,6,4,6,4,5,4,,5,5,3,9,5,9,4,10,3,4,4,3,1,2,3,5,1,2,No,6,Sales,18.0,35-44,Remote,2024-01-15 10:00:00
EMP_02080,5,4,3,3,4,3,3,4,3,3,4,,,6,3,4,2,6,1,4,6,9,8,9,7,5,3,3,3,3,3,2,2,3,4,yes,2,Legal,2.1,25-34,Remote,2024-01-15 10:00:00
EMP_02081,3,Don't know,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,No,2,HR,2.0,35-44,Remote,2024-01-15 10:00:00
EMP_02082,N/A,3,3,1,2,4,5,4,3,4,5,5,3,7,3,5,,3,6,6,6,6,6,9,10,5,4,4,3,4,3,4,3,1,3,0,6,Engineering,2.7,45-54,On-site,2024-01-21
EMP_02083,4,4,5,5,?,5,3,0,4,5,,3,5,6,3,2,5,5,4,,6,9,6,7,5,4,4,2,3,5,3,4,3,2,2,1,1,Product,9.8,25-34,Remote,2024-01-15 10:00:00
EMP_02084,5,3,4,3,5,3,4,3,4,4,6,2,5,6,3,2,,7,3,4,8,6,5,4,5,4,5,2,3,2,2,5,4,5,2,Yes,2,Marketing,4.7,55+,Remote,2024-02-17
EMP_02242,5,4,4,2,4,2,3,3,2,4,4,4,4,5,3,5,4,4,3,3,4,8,6,6,2,5,3,2,2,5,4,3,4,2,4,No,5,Legal,4.3,18-24,Remote,2024-01-15 10:00:00
EMP_02086,4,4,2,3,4,5,3,4,3,4,2,5,6,7,5,6,5,,7,3,5,5,10,5,8,2,4,3,4,4,4,2,4,5,2,Maybe,4,HR,0.2,55+,Hybrid,2024-01-15 10:00:00
EMP_02087,3,4,5,6,2,3,3,2,3,1,4,,4,7,5,,3,4,4,4,5,9,2,7,1,4,3,3,3,3,3,5,5,2,1,No,3,Legal,1.6,35-44,On-site,2024-02-16
EMP_02088,2,3,3,4,4,3,5,5,4,4,3,2,5,4,4,4,3,4,7,3,6,2,4,5,10,5,3,3,2,3,3,3,3,3,3,No,7,Product,0.8,18-24,On-site,2024-02-23
EMP_02089,4,3,3,4,3,4,3,3,1,Don't know,,5,6,3,6,4,5,4,5,2,6,4,6,7,6,1,2,3,5,5,3,2,3,1,3,Yes,4,Finance,1.6,18-24,Hybrid,2024-01-29
EMP_02090,4,5,4,5,n/a,4,5,3,5,2,6,4,7,6,1,6,3,3,,5,6,3,8,6,4,2,2,4,4,3,3,5,3,3,3,No,1,Finance,8.5,55+,Remote,2024-02-02
EMP_02091,3,4,5,4,4,4,4,3,3,NA,3,4,6,4,5,4,3,4,3,7,1,5,10,8,10,4,1,3,2,3,4,3,5,5,4,No,1,Product,0.3,25-34,Hybrid,2024-01-21
EMP_02092,4,4,4,4,3,4,5,3,3,4,4,7,2,4,2,6,5,6,4,6,3,6,5,10,10,2,1,5,3,1,5,2,3,2,3,Maybe,5,Finance,0.6,55+,On-site,2024-01-16
EMP_02093,NA,5,3,4,3,2,5,3,4,2,4,6,4,2,3,3,7,5,5,1,3,5,1,2,10,5,4,5,1,5,4,5,4,2,1,1,1,Operations,2.3,45-54,Hybrid,2024-02-15
EMP_02094,4,2,4,5,5,1,n/a,5,3,4,5,6,6,,6,5,7,5,3,7,6,7,8,4,2,2,5,5,3,4,3,2,2,5,4,Yes,3,Engineering,1.4,35-44,On-site,2024-02-04
EMP_02095,3,n/a,3,3,4,3,4,5,Don't know,3,4,6,6,,5,7,5,7,,6,8,2,9,2,7,3,5,3,2,5,3,5,3,4,4,1,7,Sales,2.3,18-24,Hybrid,2024-01-15 10:00:00
EMP_02096,4,4,2,2,3,3,5,2,4,4,7,5,5,5,6,3,,4,4,4,7,4,7,5,5,1,3,4,2,5,5,4,3,3,2,yes,2,Engineering,3.4,25-34,On-site,2024-02-08
EMP_02097,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,Marketing,5.3,18-24,On-site,2024-01-15 10:00:00
EMP_02098,NA,3,1,5,4,5,2,?,2,5,3,6,6,6,4,4,6,7,5,3,10,6,9,3,6,4,2,4,5,1,3,1,4,2,3,yes,1,HR,2.3,25-34,Hybrid,2024-02-25
EMP_02099,4,4,4,4,4,4,4,4,4,NA,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,no,1,Marketing,3.4,55+,Remote,2024-01-15 10:00:00
EMP_02100,7,5,3,5,1,n/a,5,7,3,2,6,6,5,,5,5,3,4,6,1,6,4,3,8,8,4,4,4,4,4,1,5,5,3,2,Maybe,4,Finance,3.4,18-24,Remote,2024-02-24
EMP_02101,4,4,2,2,4,3,3,2,n/a,5,5,6,3,7,4,7,5,5,7,3,4,10,4,3,8,2,1,3,5,3,2,3,5,4,2,Maybe,6,Product,7.1,25-34,Remote,2024-01-23
EMP_02102,4,Don't know,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Yes,7,Legal,0.8,45-54,Hybrid,2024-01-26
EMP_02103,3,n/a,5,2,3,3,4,5,2,3,5,6,4,5,,3,6,4,6,,8,9,8,10,5,2,4,3,5,4,3,5,3,3,4,Yes,4,Legal,1.2,45-54,Hybrid,2024-01-15 10:00:00
EMP_02104,4,3,4,4,3,3,4,3,2,4,5,,3,4,7,6,3,4,6,,5,9,7,6,6,4,5,2,3,4,4,4,3,3,3,Maybe,4,Product,2.6,55+,On-site,2024-01-15 10:00:00
EMP_02105,5,3,3,3,5,3,5,N/A,4,5,4,1,,7,3,6,4,5,4,5,7,4,6,7,7,5,4,4,3,4,5,4,4,4,4,Maybe,7,Operations,10.8,18-24,Hybrid,2024-01-07
EMP_02106,5,5,4,3,5,4,4,2,2,4,4,5,3,3,6,2,6,4,7,4,6,9,6,8,7,3,3,5,4,4,4,5,3,4,2,Maybe,6,Engineering,1.6,45-54,Hybrid,2024-01-15 10:00:00
EMP_02107,3,3,3,4,4,4,5,4,4,2,4,5,7,5,7,,5,,4,,6,2,5,1,7,4,2,4,3,5,4,4,3,3,3,0,4,Legal,7.0,18-24,On-site,2024-01-16
EMP_02108,2,4,3,5,5,2,5,5,?,5,1,5,5,6,2,5,7,6,7,2,2,6,10,4,9,4,5,3,3,3,2,2,5,2,4,No,2,Legal,3.1,35-44,Remote,2024-01-15 10:00:00
EMP_02109,4,6,3,3,3,5,3,4,5,N/A,4,4,4,4,2,2,5,7,3,6,7,2,7,7,9,4,2,3,2,4,2,4,4,4,3,0,2,Operations,0.9,55+,On-site,2024-01-21
EMP_02110,4,3,4,4,3,5,5,2,3,4,4,4,5,4,3,6,6,5,7,7,8,7,7,6,8,2,3,3,3,3,3,3,5,4,5,Maybe,3,HR,1.8,18-24,Hybrid,2024-01-09
EMP_02111,4,3,3,5,3,?,2,3,5,2,2,4,2,6,7,4,6,2,,5,5,8,6,3,4,2,5,3,3,3,3,3,5,1,4,Maybe,6,Marketing,4.6,45-54,On-site,2024-01-15 10:00:00
EMP_02112,3,3,3,3,4,5,3,5,2,7,,4,4,3,5,3,5,7,6,,4,7,10,7,6,5,1,5,3,2,4,1,2,2,4,No,4,HR,0.5,18-24,Hybrid,2024-01-15 10:00:00
EMP_02113,4,4,2,4,5,4,3,4,3,5,5,2,7,7,6,4,6,5,4,4,10,5,8,7,4,2,3,4,4,4,3,2,5,2,5,Maybe,3,Engineering,15.9,25-34,Remote,2024-02-06
