listing_id,address,city,zip_code,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,garage,sale_price,list_price,days_on_market,hoa_monthly,school_rating,pool,sale_date
LST-80313,3777 Main Blvd,Phoenix,27519,townhouse,4.0,1.0,3786 SF,1.715 acres,1961,TRUE,312000,"$302,920",142,,,Y,05/01/2020
LST-80149,6548 Cedar Blvd,Nashville,87258,CONDO,1.0,4.5,"3,859 sq ft","64,904 sq ft",1983,,,"$1,101,904",287,569.19,,No,2021-10-07
LST-81148,2239 Maple St.,Austin,89982,Multi Family,1.0,4.0,,"18,382 sq ft",2016,Yes,$749K,"$821,322",46,17.23,3.0,No,08/09/2022
LST-81213,3958 Oak Ln,San José,33797,SFH,4.0,4.5,4712 sqft,"31,014 sq ft",1946,,"$851,000","$861,982",-50,277.82,5.0,Y,06/15/2020
LST-80574,8789 Cedar St.,AUSTIN,61413,Town House,2.0,5.0,,1.071 acres,1981,,$688K,"$735,415",109,472.28,,Yes,04/02/2023
LST-80050,6197 Main Ln,"Nashville, TN",58291,CONDO,1.0,4.5,4005,,2016,Yes,567000,"$563,134",86,,9.0,,08/17/2022
LST-81431,2497 Elm Ave.,San José,79074,Single-Family,1.0,1.0,"3,601 sq ft","17,990 sq ft",1946,2,970000,,272,423.62,7.0,Yes,2022-05-12
LST-80726,1605 Cedar Dr,nashville,37217,Multi Family,5.0,2.0,829,1.097 acres,1954,2,,"$1,170,544",2,525.93,9.0,Yes,05/14/2020
LST-80833,5304 Maple Dr,Raleigh,76483,Condominium,6.0,5.0,"3,185 sq ft",1.295 acres,1966,,"$1,207,000","$1,301,812",15,583.0,10.0,Y,2021-09-19
LST-81377,6842 Maple Ln,Raleigh,31791,condo,1.0,5.0,1725 sqft,0.159,1950,0,$908K,"$903,974",-25,,,Yes,2021-06-01
LST-81115,8863 Oak Ave.,AUSTIN,98883,SFH,1.0,2.0,"3,995 sq ft",2.34 acres,2019,,993000,"$1,008,800",10,336.63,3.0,No,2022-12-08
LST-81166,3836 Maple Rd,Phoenix AZ,10292,Condo,2.0,2.5,"2,498 sq ft",1.347 acres,0,Yes,$910.0k,,251,170.04,1.0,N,12/26/2020
LST-80470,6345 Elm St,San Jose,46801,Single Family,6.0,4.5,5032 SF,2.138 acres,1985,3,972000,"$925,166",132,437.25,6.0,0,2021-06-15
LST-80971,909 Maple Ln,raleigh,95101,single family,6.0,2.5,1297,1.41,1960,No,,"$924,104",2,495.75,4.0,Y,03/14/2021
LST-80653,5749 Cedar Blvd,austin,58220,Town House,2.0,3.5,"4,330 sq ft",,1954,0,1239000,"$1,231,244",234,,7.0,,2021-01-20
LST-80399,5728 Elm St.,San José,97807,TOWNHOUSE,4.0,3.0,4975 sqft,"24,959 sq ft",1989,TRUE,"$801,000","$761,792",179,347.54,9.0,0,2021-02-20
LST-80511,7409 Oak Ave,denver,15927,TOWNHOUSE,2.0,2.5,"3,235 sq ft",1.911,1999,,$275.0k,"$293,217",97,,10.0,0,06/24/2023
LST-80320,441 Cedar Blvd,Phoenix,90668,Condo,5.0,2.0,1697 sqft,,1955,,"$263,000","$293,857",53,454.28,8.0,,2021-08-29
LST-80019,5865 Oak St.,charlotte,11599,TOWNHOUSE,1.0,3.0,"1,428 sq ft",2.037 acres,1987,,629000,,82,,6.0,1,2021-05-07
LST-80684,8948 Pine Ave.,Phoenix,92790,Town House,1.0,1.0,3213 sqft,0.713 acres,1957,FALSE,$1035.0k,"$1,135,324",-59,,6.0,N,2022-10-01
LST-80035,4611 Maple Rd,Charlotte NC,33717,Town House,4.0,4.5,"2,743 sq ft","23,740 sq ft",1957,,1216000,"$1,329,372",4,,3.0,0,2023-09-09
LST-80902,7147 Oak Blvd,phoenix,81210,CONDO,1.0,2.5,3272 SF,2.325 acres,1996,Yes,"$400,000","$423,897",283,,,Yes,05/13/2023
LST-80827,1593 Cedar Dr,charlotte,70582,Single-Family,6.0,5.0,1248,0.312 acres,1984,,803000,"$869,633",263,600.68,7.0,No,2021-09-19
LST-81655,5225 Cedar St.,AUSTIN,37963,Single-Family,1.0,4.0,"3,703 sq ft",1.299 acres,1996,TRUE,$1232.0k,"$1,319,417",217,462.46,8.0,1,10/30/2021
LST-80407,1011 Cedar Ln,Charlotte,75065,Multi Family,3.0,3.5,1320 SF,"31,537 sq ft",2030,,701000,"$771,392",95,408.15,7.0,0,2023-10-12
LST-80920,9410 Cedar Ave,Austin,42435,Town House,2.0,3.5,"4,737 sq ft",2.079 acres,1998,Yes,301000,"$293,075",167,31.31,2.0,1,2022-08-17
LST-80537,272 Oak Rd,austin,52041,townhouse,3.0,5.0,1622 sqft,"49,484 sq ft",2000,No,291000,"$322,183",103,461.7,9.0,No,2020-03-12
LST-80758,3164 Elm St.,austin,95804,CONDO,5.0,5.0,"4,963 sq ft",,1940,yes,293000,"$309,666",-35,605.6,1.0,0,07/19/2021
LST-81062,1301 Maple Blvd,San José,67576,Multi-Family,3.0,4.5,,1.995,2017,1,,"$995,966",15,435.12,7.0,Y,07/20/2022
LST-81199,7927 Elm Rd,san jose,8653,TOWNHOUSE,3.0,4.0,"3,216 sq ft",,1800,no,"$403,000",,288,608.65,9.0,,2020-08-23
LST-80245,5753 Oak Dr,raleigh,81185,TOWNHOUSE,5.0,1.0,4897 sqft,0.735 acres,1960,False,$1034K,"$1,001,766",173,402.79,5.0,0,2022-10-23
LST-81416,3821 Cedar Ave.,raleigh,23549,single family,6.0,4.5,3775 sqft,"29,272 sq ft",2004,,702000,"$703,391",273,536.32,7.0,Y,2021-08-31
LST-81127,4444 Oak Rd,denver,59228,Multi Family,4.0,2.5,"1,292 sq ft","108,159 sq ft",2018,,"$939,000","$935,244",220,450.6,8.0,Y,11/05/2020
LST-80784,1080 Oak Rd,San Jose,51354,TOWNHOUSE,6.0,1.5,"4,808 sq ft",,1980,yes,,"$1,059,810",258,,4.0,No,10/27/2021
LST-81607,9747 Maple Dr,Raleigh,53675,multifamily,4.0,1.5,3902,,1952,2,,,74,,7.0,,2020-08-07
LST-80489,5399 Oak Blvd,austin,23453,single family,2.0,1.5,,,1975,Yes,996000,"$1,065,702",47,612.82,8.0,1,11/13/2022
LST-80154,8094 Pine Dr,DENVER,80139,Multi Family,5.0,2.5,3519 sqft,"5,401 sq ft",2017,Yes,$652K,"$727,791",138,574.11,7.0,0,2020-04-16
LST-80961,2861 Maple Dr,"Nashville, TN",97188,Multi-Family,5.0,1.5,1817 SF,,2020,,"$1,025,000","$1,037,203",123,,,0,07/29/2021
LST-80853,6918 Oak Ln,nashville,30320,TOWNHOUSE,6.0,1.5,,1.197,1979,,$728K,"$771,733",278,216.57,9.0,Yes,2023-10-06
LST-81311,8726 Main St,Raleigh,60861,Town House,4.0,2.5,,"62,900 sq ft",2020,No,$531K,"$588,197",-7,,10.0,No,2020-02-06
LST-80625,2475 Elm Ln,Raleigh,65624,SFH,6.0,3.0,"1,516 sq ft",,1940,Y,$662.0k,,58,,8.0,0,04/17/2023
LST-80685,4136 Maple St.,San José,80145,TOWNHOUSE,4.0,2.0,,,2030,,"$885,000","$883,544",131,,4.0,0,11/25/2022
LST-81440,3955 Pine Blvd,denver,80004,SFH,6.0,4.0,"3,116 sq ft","66,124 sq ft",1969,Y,,,10,,9.0,No,2021-09-25
LST-80569,148 Elm Rd,raleigh,43694,Single-Family,4.0,5.0,5006 sqft,2.341 acres,1964,3,$439K,"$470,898",92,192.46,10.0,Y,01/09/2021
LST-81752,6606 Elm Blvd,Charlotte,85929,SFH,5.0,3.5,1555 sqft,0.088 acres,1981,Y,"$1,096,000","$1,046,513",279,206.05,8.0,N,10/12/2022
LST-80017,6183 Oak Blvd,Phoenix,86042,multifamily,1.0,1.0,,"54,188 sq ft",1976,Yes,$904K,"$922,817",32,617.48,,No,07/19/2020
LST-80127,9029 Oak Rd,DENVER,94545,multifamily,4.0,1.0,2498,0.738,1967,Yes,"$702,000","$738,079",284,598.28,5.0,1,
LST-81346,768 Elm Rd,"Nashville, TN",73775,,3.0,5.0,2705 sqft,"3,528 sq ft",2021,0,"$707,000","$691,036",7,114.72,9.0,N,01/09/2021
LST-81279,9527 Oak Rd,AUSTIN,7652,Single-Family,2.0,4.0,,,1961,0,$1040.0k,"$1,089,087",-12,453.12,7.0,N,11/14/2021
LST-81446,8789 Pine St,San Jose,18047,,3.0,1.0,942 SF,"56,758 sq ft",1983,Y,$310.0k,"$305,716",47,429.63,5.0,No,2021-08-06
LST-80927,2622 Oak Rd,Denver,82600,Multi-Family,6.0,3.0,4941,1.104,1948,1,"$349,000","$345,835",-2,,1.0,Yes,2023-10-07
LST-80980,7664 Main St,Nashville,11309,Single Family,5.0,1.5,916 SF,,1942,1,,,260,633.21,3.0,Y,04/28/2021
LST-80836,4395 Pine St,SAN JOSE,99460,SFH,5.0,2.0,"4,301 sq ft","45,650 sq ft",2007,Yes,$299.0k,"$321,147",195,493.43,,Yes,02/12/2022
LST-80190,6855 Maple Ave,Phoenix AZ,35356,Multi-Family,2.0,1.0,,1.48 acres,1990,,"$864,000","$896,087",118,420.82,4.0,,2021-04-24
LST-81139,3527 Pine St.,SAN JOSE,8596,CONDO,6.0,4.0,2011,1.897 acres,1950,yes,"$1,010,000","$1,119,281",126,,3.0,N,01/18/2021
LST-80992,220 Oak St,Phoenix AZ,19475,Townhouse,2.0,4.5,1866 sqft,0.444 acres,1980,,,"$1,050,376",155,384.79,9.0,No,11/13/2020
LST-81795,1976 Maple Ave,AUSTIN,86732,Townhouse,5.0,1.0,2587 sqft,0.632 acres,1976,no,$662K,"$701,803",99,,10.0,0,2023-10-20
LST-81530,7246 Cedar Ave.,raleigh,93210,townhouse,5.0,2.0,3490 sqft,"42,819 sq ft",1946,True,$1174.0k,"$1,124,264",210,333.54,1.0,N,2020-12-14
LST-80606,2641 Elm St.,Phoenix AZ,40978,Multi Family,6.0,1.0,"1,172 sq ft","42,601 sq ft",1968,FALSE,"$1,193,000","$1,163,548",280,215.32,10.0,,07/24/2023
LST-80180,3280 Oak St.,raleigh,38432,,2.0,4.5,666 sqft,1.42 acres,1988,FALSE,952000,"$977,582",291,192.01,3.0,1,04/11/2020
LST-80301,1872 Elm Ln,Nashville,84623,,2.0,4.5,5054 sqft,2.403 acres,2004,,"$1,039,000",,62,,10.0,Yes,10/02/2020
LST-80496,6591 Oak St,nashville,32443,Condominium,2.0,3.0,"4,534 sq ft",0.391 acres,1994,,,"$1,189,733",77,489.38,7.0,Y,
LST-81566,9770 Oak St,phoenix,16359,single family,1.0,2.5,,"82,764 sq ft",1993,True,976000,"$938,674",234,,6.0,0,01/06/2022
LST-81642,3134 Pine Ave.,AUSTIN,82252,Condo,1.0,4.5,2732 sqft,,1992,,"$370,000","$369,799",13,298.99,9.0,1,07/23/2022
LST-81535,2183 Pine Blvd,San José,42894,,4.0,3.5,"2,830 sq ft","53,622 sq ft",1999,2,"$1,119,000","$1,145,199",168,,10.0,0,10/31/2023
LST-81512,6202 Elm Dr,Phoenix,80699,Single Family,4.0,3.5,"1,219 sq ft","44,823 sq ft",1979,,$1118.0k,"$1,073,606",257,199.49,,Yes,2022-07-07
LST-80517,3505 Pine Ave.,Nashville,68141,condo,1.0,3.5,"2,194 sq ft",1.195,1951,No,$878.0k,"$977,812",4,169.65,5.0,No,01/02/2023
LST-81749,4944 Pine Ave,Charlotte NC,80756,Town House,4.0,5.0,4995 sqft,1.267 acres,1946,3,$297K,"$321,016",120,367.23,5.0,N,10/15/2021
LST-81069,958 Oak Ave.,Austin,62056,Multi-Family,6.0,4.5,,1.707 acres,1977,,$365K,"$401,761",32,,,N,2020-11-29
LST-80476,6278 Maple Blvd,san jose,88225,Townhouse,2.0,2.5,881 sq ft,0.753 acres,1952,TRUE,,"$1,132,470",269,538.66,6.0,Y,2021-11-06
LST-80157,2417 Main St.,AUSTIN,4423,Town House,4.0,3.0,"3,373 sq ft",0.116 acres,2011,2,,"$1,289,579",249,410.47,1.0,No,08/07/2020
LST-81243,7308 Main Rd,Phoenix AZ,82634,townhouse,4.0,1.5,"4,484 sq ft",,2004,no,"$684,000","$745,178",242,,10.0,,02/03/2021
LST-81195,6057 Elm Rd,Austin,21232,Multi-Family,6.0,4.5,2062 sqft,,1945,Y,,"$683,629",39,,10.0,No,2020-01-27
LST-80016,6934 Pine Dr,SAN JOSE,27690,Condo,3.0,4.0,3006,"35,719 sq ft",1983,Y,$445K,"$495,039",282,429.23,1.0,No,04/21/2021
LST-81072,5904 Pine St.,Denver,39654,Single Family,5.0,1.5,4969 sqft,"58,413 sq ft",1945,no,,"$796,831",145,580.43,2.0,Yes,02/12/2022
LST-81056,7114 Pine Ln,DENVER,82050,single family,3.0,1.0,4626 SF,0.807 acres,1941,,"$1,153,000","$1,290,014",291,160.67,,Yes,
LST-80546,7808 Maple Rd,Charlotte,67458,CONDO,2.0,4.0,4113 sqft,0.859 acres,1974,True,365000,"$391,664",88,,9.0,Y,2023-06-11
LST-80658,7914 Cedar Ln,charlotte,95924,Condominium,1.0,5.0,"4,045 sq ft",,1800,,438000,"$463,485",232,288.7,1.0,,09/04/2023
LST-81750,1082 Elm Ave,nashville,15499,Single-Family,2.0,4.0,"4,856 sq ft",,1940,Yes,"$387,000","$378,046",25,,2.0,Y,
LST-81019,1896 Oak Ave.,Phoenix,88802,Town House,4.0,5.0,"1,448 sq ft","24,524 sq ft",1997,TRUE,,"$885,492",217,,4.0,Yes,2022-10-31
LST-81536,3961 Elm Blvd,denver,65076,,6.0,1.0,1944 sqft,0.631,2003,,$1136K,"$1,243,178",288,,6.0,1,01/16/2023
LST-80959,7155 Oak Ln,austin,94529,SFH,2.0,3.5,"1,512 sq ft","103,890 sq ft",2020,,,"$984,972",-21,,2.0,Y,08/05/2023
LST-81731,1568 Main St.,Raleigh,59303,townhouse,4.0,5.0,778 sq ft,"15,812 sq ft",1969,0,790000,,114,,7.0,Y,
LST-80283,1428 Main St.,"Nashville, TN",95087,Multi-Family,1.0,5.0,"3,731 sq ft",0.379,1997,yes,"$420,000","$462,975",228,639.98,10.0,,07/29/2023
LST-80797,6315 Main St,Phoenix,60968,multifamily,5.0,3.5,3235,0.412 acres,1946,yes,"$780,000","$802,327",192,241.22,1.0,No,2022-01-08
LST-81501,7346 Main Dr,SAN JOSE,96371,townhouse,2.0,1.0,4335,"45,563 sq ft",2016,,,"$895,494",217,212.3,2.0,0,10/27/2020
LST-80225,2230 Oak Rd,Nashville,72962,Single-Family,1.0,3.5,3675 SF,,1945,1,,"$1,166,656",108,,5.0,Y,2020-01-30
LST-80026,7432 Elm Ave.,Raleigh,24953,CONDO,1.0,4.0,744 sq ft,2.14,2021,0,$420K,"$403,397",20,376.06,7.0,,2020-08-20
LST-81631,8664 Cedar Rd,San Jose,93038,Condo,4.0,1.0,1303,"96,093 sq ft",0,,290000,"$300,492",199,298.66,3.0,,04/16/2022
LST-80437,8297 Maple Ln,raleigh,99211,Condo,2.0,3.5,"4,723 sq ft",,1994,False,$275.0k,"$292,206",29,,1.0,Yes,
LST-81789,8472 Main Blvd,"Nashville, TN",11610,Townhouse,2.0,4.5,3349,0.98 acres,1942,TRUE,$414K,"$439,036",104,377.72,1.0,N,12/19/2021
LST-81388,1628 Oak Dr,Denver,62977,single family,2.0,5.0,"2,097 sq ft","17,728 sq ft",1948,Yes,709000,"$701,930",163,,,Yes,06/24/2023
LST-80229,3467 Oak St,Denver,8070,Townhouse,4.0,3.5,1733 sqft,2.185 acres,1971,TRUE,865000,"$876,019",230,,4.0,N,11/19/2022
LST-80037,6078 Elm Ln,DENVER,53195,CONDO,6.0,2.0,4356 sqft,"97,661 sq ft",1984,,"$1,174,000","$1,137,302",186,92.35,10.0,No,2021-06-25
LST-80749,1246 Pine St,austin,82591,,4.0,2.5,4053,1.508 acres,1947,,$636.0k,,147,493.58,10.0,Yes,08/20/2022
LST-81045,3631 Elm Ln,AUSTIN,44389,Multi Family,4.0,3.0,979 sq ft,1.154 acres,2010,TRUE,"$223,000","$212,482",6,195.87,1.0,0,03/09/2023
LST-81398,1983 Maple St.,nashville,38603,Multi Family,3.0,3.5,3282,2.234 acres,1982,,,"$988,748",121,163.37,9.0,,01/18/2020
LST-80469,1077 Maple Ave,phoenix,83220,,6.0,1.0,,,1982,,,"$187,119",5,364.0,10.0,0,07/27/2023
LST-81563,2444 Main Blvd,San Jose,46077,TOWNHOUSE,4.0,3.5,"3,640 sq ft","26,963 sq ft",2020,no,"$856,000","$820,699",166,,1.0,N,2021-05-04
LST-81032,4816 Cedar Dr,phoenix,5809,multifamily,3.0,5.0,788 SF,"33,889 sq ft",2021,N,"$1,230,000","$1,270,550",216,,8.0,No,
LST-80687,8333 Pine Dr,denver,75513,TOWNHOUSE,3.0,2.0,4235 SF,2.062,1992,False,,"$1,205,738",2,394.94,9.0,No,11/20/2022
LST-81696,4263 Oak Dr,Raleigh,73129,Town House,1.0,4.5,2324 SF,0.479 acres,1995,no,,"$822,354",33,309.75,8.0,Yes,2020-09-01
LST-80639,3223 Main Dr,Austin,54633,Multi-Family,4.0,1.5,1304,0.52 acres,1975,False,$888.0k,"$875,998",75,386.11,6.0,No,04/15/2022
LST-81582,3359 Elm Ave.,Austin,84152,Townhouse,5.0,1.5,2127 SF,1.159 acres,1964,yes,"$1,076,000","$1,086,602",31,,,0,07/04/2022
LST-81218,4738 Main St,nashville,89938,Town House,2.0,2.0,4361 SF,"96,398 sq ft",1958,,"$759,000","$823,134",10,467.96,10.0,No,2023-05-21
LST-81158,6902 Oak Ln,San José,20768,Single Family,3.0,2.0,4278 SF,,1976,,"$594,000","$642,323",58,570.8,5.0,Y,01/11/2021
LST-81415,5674 Oak Ave.,AUSTIN,87435,Multi Family,6.0,5.0,"3,835 sq ft",1.171,1979,No,$1043.0k,,133,332.56,9.0,N,2021-03-19
LST-81639,4260 Oak Rd,Denver,63417,Townhouse,4.0,4.0,3214 sqft,0.465 acres,1958,0,$653K,"$696,628",-20,634.36,,Y,2020-04-12
LST-81300,1200 Main Dr,San Jose,92889,Condominium,1.0,2.0,4934 sqft,0.315,2003,yes,"$979,000","$1,039,501",70,314.17,5.0,No,2023-10-19
LST-81678,3726 Pine Ave,Phoenix,52259,multifamily,2.0,5.0,2596 sqft,0.534 acres,1961,,"$999,000","$964,129",96,618.78,,,08/31/2022
LST-80800,451 Pine Ave,austin,14692,condo,4.0,4.5,"2,604 sq ft",1.413 acres,2019,no,1087000,"$1,182,016",4,63.05,7.0,Yes,2023-08-08
LST-80160,6779 Pine Ln,denver,59818,condo,3.0,3.5,"4,272 sq ft","103,411 sq ft",2000,True,205000,"$219,620",257,,10.0,N,03/17/2022
LST-80956,6304 Maple Blvd,denver,26466,Condo,4.0,1.0,3170,1.214,1996,False,,"$786,386",258,639.93,3.0,Yes,05/01/2023
LST-81186,8553 Main St,denver,78937,TOWNHOUSE,1.0,3.0,5188 sqft,0.105 acres,1975,2,,,181,,9.0,1,2023-05-16
LST-80821,3780 Maple Ave.,DENVER,19119,Townhouse,3.0,3.0,4163 sqft,"103,847 sq ft",1989,3,$984K,"$1,047,568",174,,10.0,1,02/17/2023
LST-81553,9965 Oak Dr,charlotte,36255,Multi-Family,5.0,1.0,4958,"51,095 sq ft",2007,,$906.0k,"$909,157",233,,2.0,Yes,09/12/2020
LST-80877,1093 Oak Blvd,charlotte,42603,townhouse,2.0,1.5,5067 SF,,1980,,"$641,000","$712,511",276,,4.0,N,
LST-80913,2157 Main St,nashville,9135,Single-Family,5.0,5.0,2191 sqft,0.954 acres,1980,yes,,"$475,728",122,287.34,5.0,Yes,2021-04-06
LST-80152,5409 Elm Dr,SAN JOSE,58031,Town House,1.0,2.0,4214 sqft,"3,876 sq ft",2018,yes,"$832,000","$877,068",102,,,1,2022-02-20
LST-81690,649 Pine Blvd,Austin,26689,Multi Family,6.0,4.5,"3,842 sq ft",,1962,0,"$1,060,000","$1,024,114",242,369.38,4.0,,05/27/2020
LST-81637,2482 Pine Ln,Phoenix,43246,multifamily,1.0,3.5,896,0.544,2023,yes,$248.0k,"$266,564",236,,8.0,Y,10/08/2021
LST-80509,4855 Pine St,phoenix,89372,Single Family,5.0,4.5,3151,,1964,No,"$367,000","$378,462",16,29.57,10.0,Yes,08/23/2023
LST-81135,4774 Main Blvd,DENVER,78581,condo,4.0,1.5,"2,585 sq ft",,1940,0,$1066K,"$1,092,882",72,248.21,7.0,,11/13/2022
LST-81250,842 Pine St,Raleigh,74323,Town House,6.0,1.0,"2,912 sq ft",,1999,,"$1,166,000","$1,140,379",128,,8.0,N,2020-04-02
LST-81537,6463 Main Rd,Denver,49961,CONDO,1.0,1.0,"4,169 sq ft","76,926 sq ft",1958,0,"$446,000",,103,,3.0,,2020-01-25
LST-80103,2428 Elm St,raleigh,45994,SFH,2.0,4.5,,,1984,yes,"$980,000","$1,089,094",271,,7.0,,
LST-81445,8883 Main St,Charlotte,75333,Townhouse,1.0,1.0,2464 SF,1.048,1983,N,,"$843,148",60,638.6,5.0,Y,02/10/2020
LST-81443,2504 Pine Dr,Phoenix,54223,Town House,4.0,3.0,5195 sqft,0.331 acres,1950,,,"$1,000,499",14,,10.0,1,01/10/2021
LST-80586,2502 Maple Blvd,Phoenix AZ,24487,condo,3.0,2.5,"3,444 sq ft","105,502 sq ft",1940,,1144000,"$1,254,431",248,193.79,5.0,1,04/26/2021
LST-81629,1237 Pine Rd,San José,76931,Multi-Family,6.0,4.0,3543,,1946,1,1124000,"$1,236,707",186,,,0,12/27/2022
LST-81143,8143 Pine St.,nashville,11450,single family,1.0,2.0,991 SF,1.298 acres,2007,,$241K,"$236,666",299,,10.0,1,
LST-80053,1756 Cedar Ln,Phoenix,1150,Condo,3.0,4.5,"2,690 sq ft","18,077 sq ft",1966,TRUE,"$261,000","$250,755",114,,6.0,0,2021-02-10
LST-80151,9331 Main St,denver,76663,condo,2.0,4.0,2733,"21,344 sq ft",2020,FALSE,1153000,"$1,224,987",163,209.63,8.0,0,2021-03-13
LST-80403,4576 Cedar St,Phoenix,83574,condo,1.0,4.5,4015 sqft,"27,225 sq ft",2011,No,228000,"$232,138",34,628.88,,No,04/13/2022
LST-81784,2972 Pine Ave,denver,6653,townhouse,2.0,3.0,"2,548 sq ft","26,048 sq ft",2010,FALSE,1135000,"$1,129,500",104,408.12,5.0,,2020-04-11
LST-80207,4526 Pine Ln,Charlotte,78829,Condominium,3.0,5.0,974 sq ft,"5,706 sq ft",2000,yes,$480K,"$488,114",95,,6.0,0,05/17/2021
LST-81741,8842 Maple Ave,nashville,15577,Single-Family,4.0,1.5,"3,608 sq ft","103,803 sq ft",1966,1,"$1,117,000","$1,087,944",22,625.13,,1,2022-09-28
LST-81122,6988 Cedar Ave.,Charlotte NC,20135,condo,1.0,5.0,1092 sqft,"43,777 sq ft",2001,True,"$418,000","$429,566",34,197.06,4.0,,2021-08-24
LST-81614,4612 Main Dr,AUSTIN,93133,CONDO,2.0,1.0,"1,300 sq ft",,1947,,"$751,000","$783,466",236,,2.0,Y,06/19/2022
LST-80008,4169 Pine Ln,phoenix,23956,townhouse,3.0,3.0,"2,678 sq ft","85,551 sq ft",1987,True,,"$1,260,533",63,329.39,7.0,1,
LST-81014,2117 Maple Dr,San José,95926,CONDO,5.0,4.5,,0.388 acres,1968,False,"$468,000","$457,650",151,387.99,6.0,N,09/23/2021
LST-81654,7127 Pine Ave,San José,13207,Multi Family,6.0,4.0,1908 SF,0.238 acres,1968,1,$316.0k,"$322,049",46,401.18,,0,10/14/2023
LST-81060,1282 Pine Dr,AUSTIN,56446,Town House,4.0,2.0,"2,067 sq ft",0.472,1993,,"$449,000","$501,419",164,,8.0,,2022-01-22
LST-80452,1469 Elm St.,Charlotte NC,41139,Single-Family,4.0,5.0,"3,459 sq ft","2,265 sq ft",1948,,815000,"$881,846",250,529.12,2.0,Y,11/14/2021
LST-80253,2213 Elm Rd,nashville,8785,multifamily,6.0,1.0,1394 sqft,"35,370 sq ft",1943,,"$208,000","$220,742",60,388.85,4.0,N,
LST-81327,5026 Elm St.,Austin,70369,TOWNHOUSE,6.0,1.0,1891 SF,"3,049 sq ft",2018,no,$985K,"$1,064,510",73,0.18,3.0,No,05/28/2020
LST-80896,7798 Pine Rd,SAN JOSE,85104,Condo,2.0,1.5,1420 sqft,2.433 acres,2012,,$619K,,192,408.65,4.0,,2021-07-04
LST-81600,522 Elm Ave.,san jose,94475,,1.0,3.0,2960 sqft,"54,101 sq ft",1967,,772000,"$861,545",165,510.28,8.0,Y,06/15/2020
LST-80880,7060 Elm St,DENVER,22066,Multi-Family,3.0,5.0,"1,824 sq ft","88,818 sq ft",1954,no,$187K,"$187,741",99,69.01,5.0,,
LST-81736,2616 Pine Dr,Phoenix AZ,27505,Condo,4.0,3.5,3811 sqft,"32,713 sq ft",1940,yes,$362K,"$394,953",238,35.27,2.0,,2021-12-23
LST-80623,4859 Maple Ln,nashville,81919,condo,3.0,4.0,"2,747 sq ft",0.375 acres,2023,Y,$715.0k,"$761,909",95,,7.0,1,08/25/2023
LST-80345,5355 Cedar Rd,charlotte,30490,multifamily,6.0,4.5,700 sqft,0.953 acres,1997,yes,281000,"$268,322",268,68.32,4.0,No,
LST-81573,5757 Cedar Ln,"Nashville, TN",16009,Town House,6.0,5.0,"3,026 sq ft","100,405 sq ft",1971,Yes,"$940,000","$946,320",264,532.57,10.0,N,03/27/2022
LST-80262,9294 Oak Dr,Austin,49983,Town House,5.0,1.0,5104 sqft,"29,446 sq ft",1986,TRUE,"$1,189,000","$1,320,591",137,381.67,1.0,Y,2021-04-25
LST-81321,3024 Oak St.,raleigh,82955,,1.0,2.0,886 sq ft,"32,060 sq ft",1977,False,,"$872,377",45,,7.0,Y,2021-11-24
LST-81438,6980 Oak Ln,San José,67994,Condominium,4.0,2.5,"2,639 sq ft",1.713 acres,1940,Y,$1025.0k,"$1,098,730",82,175.51,2.0,No,10/29/2022
LST-80150,7501 Main Blvd,phoenix,58842,multifamily,3.0,3.0,"3,999 sq ft",,1957,,"$223,000","$219,773",-45,,7.0,1,2020-04-22
LST-80472,5405 Maple Blvd,DENVER,39942,townhouse,4.0,1.5,"2,146 sq ft","107,201 sq ft",1979,0,752000,"$767,933",220,,9.0,1,2021-02-10
LST-80640,2315 Oak Ln,san jose,89983,multifamily,3.0,3.5,"1,995 sq ft",1.842,2023,,$420K,"$429,349",-43,517.15,,No,2020-04-29
LST-80782,3056 Main Ave,Charlotte NC,68218,multifamily,2.0,2.5,4905 SF,"46,696 sq ft",2004,,$756K,"$762,447",239,186.98,7.0,N,05/23/2022
LST-81732,4051 Maple Ln,austin,1840,Single Family,2.0,3.5,2722,1.853 acres,2014,No,806000,"$852,856",167,,5.0,0,07/25/2020
LST-80550,5718 Oak St.,Phoenix,9056,Multi-Family,5.0,4.0,1763 sqft,,1948,2,1057000,"$1,113,451",47,337.48,8.0,Y,2023-05-06
LST-80928,6438 Elm Rd,charlotte,16114,single family,1.0,2.5,667 sqft,"88,513 sq ft",1986,1,"$513,000","$567,086",53,,7.0,1,03/20/2021
LST-80488,790 Cedar St.,denver,18424,condo,4.0,3.0,"1,808 sq ft",,2013,,,"$284,603",195,155.34,9.0,No,05/16/2021
LST-81668,4821 Pine St,"Nashville, TN",32668,Townhouse,3.0,4.0,3410 sqft,0.122 acres,1965,TRUE,"$243,000","$250,975",249,28.22,,0,2020-06-13
LST-81171,9727 Elm St.,Phoenix,25179,Town House,6.0,1.5,"1,569 sq ft",,2007,Yes,"$203,000","$220,648",76,359.94,3.0,Y,2021-07-27
LST-80146,7013 Pine Rd,SAN JOSE,20098,multifamily,1.0,1.5,"2,157 sq ft",,2013,FALSE,$551K,,259,294.14,10.0,0,2021-05-27
