account_id,company_name,industry,plan,signup_date,churn_date,churned,mrr_usd,seats,monthly_active_users,usage_events,support_tickets_90d,nps_score,account_age_days,contract_type,region
ACC-11512,Company_1512,saas,start,2020-05-26,,0,$907,149,84.0,7.2K,1.0,100.0,1467,,LATAM
ACC-11465,Company_1465,ecommerce,Free Trial,12/06/2022,,0,"$2,058.38",167,145.0,"38,747 events",7.0,1.0,720,annual,North America
ACC-10164,Company_164,TECH,ENT,15/10/2020,,0,"$5,044.02",437,445.0,9979,10.0,,-85,month-to-month,EU
ACC-10290,Company_290,E-Commerce,enterprise,28/01/2022,,,$4761,57,27.0,,6.0,9.0,855,Multi-Year,US
ACC-11545,Company_1545,Tech,freemium,2023-01-15,,churned,$49.66,272,180.0,40894,24.0,7.0,503,yearly,emea
ACC-10706,Company_706,Tech,Starter Plan,2020-12-13,,0,$1067,127,123.0,0.6K,15.0,9.0,1266,Yearly,NA
ACC-10348,Company_348,edtech,Starter,01/28/2022,,0,$4788,66,49.0,,22.0,0.0,855,multi-year,Americas
ACC-10571,Company_571,Education,freemium,10/07/2022,,0,"$1,047.24",78,,,9.0,100.0,603,annual,Americas
ACC-10674,Company_674,Healthcare,start,12/10/2020,2022-09-29,1,$1085,257,108.0,"48,103 events",22.0,0.0,1328,2-Year,Latin America
ACC-11538,Company_1538,SaaS,starter,08/16/2021,,0,$50.94,413,389.0,26.1K,1.0,6.0,1020,monthly,Asia Pacific
ACC-10819,Company_819,Software,Pro,04/14/2023,,0,$46.41,64,34.0,"17,710 events",18.0,7.0,414,multi-year,
ACC-10990,Company_990,healthcare,FREE,10/27/2021,,0,$207.60,9,5.0,49493,21.0,3.0,948,monthly,Asia Pacific
ACC-11075,Company_1075,Healthcare,Free,24/05/2022,2023-06-30,1,$983,451,350.0,13715,0.0,0.0,739,2-Year,LATAM
ACC-10710,Company_710,E-Commerce,,2020-05-31,,0,$31,113,93.0,14.3K,5.0,3.0,1462,annual,latam
ACC-10458,Company_458,Retail,free,12/23/2021,2023-08-20,1,$98.63,194,194.0,43502,0.4043764031392448,7.0,891,MONTHLY,Europe
ACC-10375,Company_375,Healthcare,free,09/20/2022,,churned,,278,294.0,"21,059 events",17.0,1.0,620,annual,LATAM
ACC-10333,Company_333,Health,start,09/03/2020,,0,$93,488,222.0,"5,731 events",13.0,,1367,month-to-month,Americas
ACC-10903,Company_903,Education,ENTERPRISE,11/06/2021,,0,$29.45,348,296.0,44692,0.5166375864499441,4.0,1086,yearly,emea
ACC-11439,Company_1439,ecommerce,start,2022-03-09,,FALSE,$1093,401,358.0,,9.0,9.0,815,Monthly,US
ACC-11188,Company_1188,fintech,Professional,2021-12-05,,0,$1880,9,7.0,13.0K,11.0,-5.0,909,ANNUAL,EU
ACC-10841,,E-Commerce,starter,05/16/2021,,0,$988,487,338.0,"16,695 events",20.0,0.0,1112,2-Year,LATAM
ACC-11526,Company_1526,EdTech,PRO,08/10/2022,,0,,255,91.0,,14.0,100.0,661,month-to-month,NA
ACC-11514,Company_1514,Education,enterprise,18/02/2023,2024-10-12,1,$54,102,56.0,"11,325 events",5.0,2.0,469,MONTHLY,APAC
ACC-11172,,saas,ENT,08/07/2022,,0,$53,280,177.0,21.5K,2.0,10.0,-26,Multi-Year,
ACC-10328,Company_328,saas,Enterprise,04/13/2022,2023-10-31,1,$216,217,184.0,7417,15.0,6.0,780,annual,US
ACC-11079,Company_1079,healthcare,freemium,11/13/2022,,0,"$2,105.68",290,110.0,"45,735 events",12.0,7.0,566,2-Year,NA
ACC-10318,Company_318,Technology,Free Trial,04/12/2022,,0,$93,200,96.0,"6,807 events",15.0,5.0,781,Monthly,emea
ACC-11252,Company_1252,Finance,starter,04/26/2020,,0,"$5,406.77",221,183.0,,11.0,5.0,1497,month-to-month,US
ACC-11106,Company_1106,healthcare,STARTER,2021-09-04,,0,26.57,160,108.0,19376,11.0,5.0,-100,Multi-Year,Latin America
ACC-11420,Company_1420,fintech,pro,2020-05-15,,0,$494.81,154,64.0,3586,19.0,1.0,1478,MONTHLY,Americas
ACC-10167,Company_167,FinTech,freemium,18/12/2021,,0,$201.75,53,48.0,19070,23.0,1.0,896,Monthly,APAC
ACC-10012,Company_12,healthcare,start,2020-10-24,,TRUE,$211.27,416,,,1.0,3.0,1316,multi-year,Europe
ACC-10171,Company_171,education,professional,04/01/2022,2022-04-26,1,,187,70.0,20.4K,16.0,10.0,879,ANNUAL,apac
ACC-10649,Company_649,saas,pro,2020-09-06,2020-11-11,1,$2.08K,306,96.0,41742,1.0,9.0,1364,ANNUAL,APAC
ACC-10260,Company_260,SaaS,ENTERPRISE,16/03/2020,,0,,167,50.0,"10,672 events",21.0,3.0,-185,,
ACC-11280,Company_1280,E-Commerce,,28/10/2022,2023-01-25,1,$30.44,369,344.0,"12,710 events",5.0,,582,multi-year,Europe
ACC-10258,Company_258,edtech,Pro,12/23/2022,,0,"$4,753.61",1,0.0,,5.0,1.0,526,Yearly,North America
ACC-11425,Company_1425,Tech,ENT,04/08/2020,2027-04-17,1,$4.84K,76,43.0,"9,360 events",21.0,,1397,Monthly,Americas
ACC-10138,Company_138,Health,ENT,26/01/2023,,0,$1075,307,,,3.0,0.0,492,ANNUAL,North America
ACC-10549,Company_549,tech,Prof,2021-08-13,,0,$91.68,232,133.0,"17,886 events",16.0,4.0,-32,2-Year,Americas
ACC-11105,Company_1105,Technology,pro,22/03/2020,,churned,"$5,237.02",386,170.0,"31,809 events",14.0,1.0,1532,Multi-Year,EMEA
ACC-11249,Company_1249,EdTech,enterprise,2021-04-26,,,$47.30,19,6.0,,21.0,15.0,1132,MONTHLY,Latin America
ACC-11361,Company_1361,ecommerce,starter,13/07/2021,2022-02-21,1,48.44,41,26.0,15.9K,21.0,4.0,1054,Annual,NA
ACC-11566,Company_1566,Finance,enterprise,05/20/2020,,0,$26.80,398,199.0,"22,429 events",0.835298165405402,0.0,1473,ANNUAL,emea
ACC-10558,Company_558,finance,Professional,2023-01-03,,0,2043.74,443,151.0,23423,3.0,2.0,515,Monthly,APAC
ACC-10139,Company_139,saas,start,25/02/2023,,0,30.47,128,44.0,,19.0,,462,ANNUAL,apac
ACC-11422,Company_1422,saas,start,06/26/2022,,0,$50.41,376,115.0,"32,537 events",18.0,0.0,706,Annual,emea
ACC-10531,Company_531,Health,ENT,07/09/2020,,0,$48.72,280,107.0,37.8K,12.0,2.0,1423,,latam
ACC-10224,Company_224,healthcare,PRO,2021-12-03,,0,$103,424,401.0,"13,793 events",1.0,10.0,911,MONTHLY,US
ACC-11565,Company_1565,,PRO,2021-03-28,,0,$210.97,1,,"5,863 events",22.0,1.0,1161,multi-year,EU
ACC-10409,Company_409,Health,ENT,01/28/2022,2023-08-01,1,$509.61,452,,"37,410 events",16.0,4.0,855,ANNUAL,Asia Pacific
ACC-10325,Company_325,tech,FREE,02/05/2021,,0,$184,427,,"17,725 events",0.0,2.0,1126,annual,NA
ACC-10818,Company_818,ecommerce,ENT,2022-07-15,,0,,170,51.0,40.8K,21.0,6.0,687,Yearly,
ACC-10299,Company_299,Finance,Free,13/10/2021,2023-01-28,1,,322,,"22,914 events",14.0,2.0,962,MONTHLY,Asia Pacific
ACC-11036,Company_1036,FinTech,Free Trial,07/19/2021,2026-11-26,1,"$1,964.64",420,279.0,,0.8913154816376274,2.0,1048,Multi-Year,Americas
ACC-11594,Company_1594,education,FREE,2022-01-21,2023-03-28,1,$188.23,140,86.0,"37,426 events",1.0,8.0,862,Annual,EU
ACC-10879,Company_879,retail,Free Trial,2021-07-31,,0,461.86,14,5.0,"7,129 events",5.0,7.0,1036,monthly,EU
ACC-11212,Company_1212,saas,enterprise,2021-04-30,,0,$983.71,249,95.0,"3,630 events",2.0,1.0,1128,yearly,
ACC-10193,,healthcare,start,07/13/2021,,0,$203.75,164,163.0,9428,23.0,9.0,1054,Yearly,Americas
ACC-10440,Company_440,,ENT,03/03/2023,,0,,197,214.0,,0.7732615037129579,10.0,456,multi-year,Europe
ACC-10573,,edtech,Ent,24/07/2021,,0,216.05,441,444.0,"2,720 events",10.0,7.0,1043,monthly,Latin America
ACC-10503,Company_503,tech,start,07/14/2021,,0,$990,447,293.0,"11,455 events",12.0,0.0,1053,,North America
ACC-10605,Company_605,finance,Free,2023-04-14,,FALSE,,290,277.0,13566,12.0,-5.0,414,month-to-month,latam
ACC-10909,Company_909,Finance,Prof,16/11/2022,,0,$27,26,16.0,19.9K,10.0,2.0,563,yearly,emea
ACC-10722,Company_722,Retail,PRO,04/02/2020,,churned,,368,129.0,"47,775 events",20.0,9.0,1521,MONTHLY,US
ACC-10003,Company_3,finance,Professional,16/08/2021,,0,$90.27,375,256.0,28134,9.0,,1020,ANNUAL,EMEA
ACC-10907,,E-Commerce,ENT,2021-04-21,,0,$207.02,101,51.0,4822,15.0,10.0,1137,Multi-Year,APAC
ACC-10467,Company_467,ecommerce,professional,07/17/2022,,0,,468,175.0,"11,912 events",5.0,3.0,685,Multi-Year,Europe
ACC-10321,,Technology,STARTER,12/01/2021,,0,$204,27,18.0,,8.0,1.0,913,Monthly,APAC
ACC-10005,Company_5,Technology,ENT,2022-09-19,,0,$998.02,471,240.0,22645,17.0,6.0,621,MONTHLY,APAC
ACC-10222,Company_222,education,Starter Plan,01/07/2023,,0,45.92,380,316.0,43497,2.0,7.0,511,MONTHLY,EU
ACC-10547,Company_547,Tech,Ent,22/02/2022,2022-06-21,1,,229,239.0,,9.0,0.0,830,monthly,Europe
ACC-10893,Company_893,finance,Prof,19/03/2023,,0,$538.48,160,,"19,761 events",6.0,3.0,440,month-to-month,emea
ACC-10039,Company_39,Healthcare,freemium,20/03/2023,,No,$914.02,65,58.0,"46,082 events",19.0,4.0,439,month-to-month,Latin America
ACC-10542,,Healthcare,STARTER,05/21/2021,2027-04-18,1,"$1,887.32",318,315.0,12207,9.0,-5.0,1107,yearly,EMEA
ACC-10242,Company_242,Health,Starter Plan,12/24/2020,,0,$1.84K,4,1.0,47.1K,10.0,3.0,1255,,EU
ACC-10136,Company_136,Technology,pro,28/07/2021,,0,,349,310.0,,23.0,0.0,1039,ANNUAL,North America
ACC-11435,Company_1435,tech,enterprise,02/01/2022,2023-08-04,1,$103.57,373,143.0,35083,17.0,5.0,881,yearly,EU
ACC-11287,Company_1287,TECH,freemium,30/08/2022,,0,1024.25,119,78.0,8172,5.0,0.0,641,,EMEA
ACC-10715,Company_715,Healthcare,Enterprise,2021-11-03,,0,$476.19,207,75.0,"21,313 events",9.0,8.0,941,month-to-month,North America
ACC-10923,Company_923,fintech,ENT,28/07/2021,,0,$1.84K,243,259.0,,22.0,8.0,1039,Monthly,latam
ACC-10802,Company_802,Tech,ENTERPRISE,09/03/2022,,0,"$4,949.61",115,92.0,31.3K,14.0,10.0,815,MONTHLY,latam
ACC-11157,Company_1157,Retail,professional,17/07/2022,2023-06-29,1,$935.40,497,180.0,27471,22.0,10.0,685,yearly,North America
ACC-11570,Company_1570,edtech,Starter,11/04/2023,,0,$911.83,171,,24.5K,23.0,8.0,417,annual,apac
ACC-11489,Company_1489,tech,Ent,2022-03-26,,churned,$28.67,240,103.0,"26,742 events",3.0,-5.0,798,MONTHLY,Asia Pacific
ACC-10581,Company_581,SaaS,,14/01/2021,2022-06-09,1,$197.19,72,73.0,22196,17.0,,1234,multi-year,Latin America
ACC-11442,Company_1442,education,pro,27/06/2020,,0,31.27,459,246.0,21210,23.0,6.0,1435,monthly,latam
ACC-10782,Company_782,Education,Pro,2023-02-21,,0,$1967,202,107.0,,5.0,2.0,466,,EU
ACC-10661,Company_661,Tech,Ent,06/02/2020,,0,$96,457,414.0,,18.0,3.0,1460,MONTHLY,Americas
ACC-10940,Company_940,education,Enterprise,04/08/2023,,0,,431,312.0,33.1K,0.3497743192732337,10.0,420,2-Year,Asia Pacific
ACC-11513,Company_1513,finance,Pro,01/02/2020,,0,$31.82,319,227.0,4.4K,20.0,,1612,multi-year,Latin America
ACC-10376,Company_376,Finance,Professional,2020-05-14,,0,,276,182.0,"34,472 events",3.0,5.0,1479,monthly,NA
ACC-10314,Company_314,Healthcare,starter,03/23/2023,,0,,353,168.0,"28,594 events",0.3984600025767313,,436,,apac
ACC-10442,Company_442,saas,STARTER,16/11/2021,,0,107.66,219,83.0,"38,787 events",7.0,9.0,928,monthly,emea
ACC-10319,Company_319,tech,Pro,12/09/2022,,0,5017.8,439,303.0,"4,931 events",0.621427711840475,4.0,540,,EU
ACC-10963,Company_963,Retail,enterprise,2021-05-03,2022-09-05,1,44.85,320,276.0,"30,334 events",7.0,5.0,1125,MONTHLY,LATAM
ACC-10792,Company_792,tech,freemium,05/16/2022,2023-04-19,1,$94.72,202,179.0,"36,228 events",15.0,9.0,747,annual,latam
ACC-11088,Company_1088,fintech,pro,09/02/2020,,0,$185,136,81.0,38338,10.0,4.0,1368,2-Year,apac
ACC-11228,Company_1228,Software,professional,05/01/2020,2021-04-13,1,$28.35,28,,15.4K,16.0,5.0,1492,monthly,apac
ACC-10424,Company_424,EdTech,Professional,2021-11-01,2023-04-27,1,$46,1,0.0,"39,343 events",1.0,2.0,943,multi-year,Asia Pacific
ACC-10553,Company_553,Retail,pro,2022-04-08,,0,$107.71,17,10.0,,5.0,3.0,-187,Multi-Year,emea
ACC-10594,Company_594,finance,Starter Plan,08/21/2021,2022-09-20,1,,6,3.0,2.7K,22.0,10.0,1015,ANNUAL,Europe
ACC-10368,Company_368,Healthcare,Free Trial,10/14/2020,2022-01-10,1,974.34,84,27.0,8893,13.0,3.0,1326,month-to-month,Asia Pacific
ACC-11519,Company_1519,saas,start,02/28/2023,,0,$207,253,108.0,47092,0.2723527907472247,7.0,459,monthly,EU
ACC-10918,Company_918,Healthcare,freemium,07/05/2022,,0,$2.06K,421,233.0,"11,692 events",21.0,6.0,756,2-Year,
ACC-11322,Company_1322,Healthcare,Professional,2022-03-06,,0,$903,170,80.0,,3.0,7.0,818,2-Year,APAC
ACC-11479,Company_1479,education,freemium,2022-10-17,2026-06-14,1,$2119,232,213.0,33655,0.0,4.0,593,Multi-Year,APAC
ACC-10227,Company_227,retail,professional,10/06/2020,,0,94.82,261,221.0,41646,23.0,4.0,1452,monthly,apac
ACC-10845,,education,,2020-12-22,,0,,284,232.0,"7,473 events",7.0,4.0,1257,ANNUAL,latam
ACC-11132,,Retail,STARTER,31/01/2023,,0,,241,172.0,31.3K,16.0,8.0,487,,US
ACC-11084,Company_1084,Health,Free Trial,03/04/2020,2020-10-21,1,$213.60,143,146.0,"47,333 events",3.0,6.0,1520,ANNUAL,North America
ACC-10817,Company_817,Health,pro,2022-05-17,,0,5050.06,178,97.0,45922,15.0,7.0,746,yearly,emea
ACC-10066,Company_66,,Ent,14/03/2023,,0,$46.65,67,51.0,41034,11.0,,445,month-to-month,EMEA
ACC-10393,,saas,freemium,2020-11-13,2022-02-08,1,$4609,80,69.0,5.2K,7.0,6.0,1296,Yearly,Latin America
ACC-10579,Company_579,Retail,Pro,2022-09-15,,0,1084.79,179,109.0,"28,355 events",1.0,10.0,625,ANNUAL,Americas
ACC-10024,Company_24,Education,Ent,10/16/2022,,0,$105,46,32.0,,8.0,6.0,594,Multi-Year,
ACC-10211,Company_211,saas,ENTERPRISE,2020-08-30,2022-08-04,1,$1997,159,113.0,"8,192 events",13.0,10.0,-117,ANNUAL,Asia Pacific
ACC-11258,Company_1258,TECH,pro,05/27/2022,,0,$45,436,447.0,,0.0,8.0,736,monthly,Americas
ACC-11041,Company_1041,FinTech,Free,08/10/2020,,0,103.79,3,1.0,25.1K,18.0,2.0,1332,,APAC
ACC-10536,Company_536,fintech,Enterprise,08/03/2022,,0,$507.80,96,98.0,"19,700 events",12.0,0.0,668,Annual,APAC
ACC-10921,Company_921,education,Ent,01/27/2021,,0,,471,438.0,"25,771 events",14.0,9.0,1221,ANNUAL,Europe
ACC-10785,Company_785,TECH,Free,20/10/2020,2021-04-18,1,$53,166,89.0,"27,409 events",14.0,2.0,-107,monthly,EU
ACC-10085,Company_85,EdTech,freemium,2020-08-08,,0,$218.45,383,343.0,"20,074 events",0.0,1.0,1393,annual,latam
ACC-11472,Company_1472,Health,Professional,2021-10-04,,0,$28,323,230.0,"6,018 events",7.0,0.0,971,Multi-Year,Latin America
ACC-10272,Company_272,finance,Pro,2022-02-12,,0,1857.95,50,23.0,,19.0,8.0,840,Yearly,Europe
ACC-11326,,SaaS,Professional,2020-02-04,,0,$2058,59,32.0,,21.0,8.0,1579,annual,EU
ACC-10936,Company_936,healthcare,ENT,17/04/2022,,0,$188.89,166,93.0,"33,214 events",0.5385735627045242,8.0,-13,,APAC
ACC-11504,Company_1504,Software,Starter Plan,06/10/2020,2021-07-13,1,$487,133,47.0,"19,367 events",2.0,8.0,1452,Annual,Latin America
ACC-11474,,healthcare,,09/26/2020,,0,$94.36,185,66.0,,16.0,10.0,1344,,APAC
ACC-10630,Company_630,healthcare,Pro,05/02/2021,,Yes,31.37,86,81.0,"31,410 events",23.0,9.0,1126,Multi-Year,latam
ACC-11118,,Education,Free Trial,2020-05-07,,churned,$510.13,155,111.0,35322,5.0,9.0,1486,MONTHLY,North America
ACC-11525,Company_1525,Retail,starter,01/31/2020,,0,$99,490,537.0,"25,235 events",4.0,4.0,1583,monthly,NA
ACC-11117,Company_1117,Retail,professional,2022-10-30,,0,$202.67,4,4.0,15651,17.0,10.0,580,multi-year,EU
ACC-10505,Company_505,EdTech,Pro,07/03/2023,,0,$103,475,,3475,0.0,2.0,452,,North America
ACC-10273,,Finance,Starter,08/16/2021,2022-06-03,1,$536,374,289.0,34023,21.0,,1020,ANNUAL,latam
ACC-10857,Company_857,Healthcare,ENTERPRISE,2020-07-13,,0,1004.22,331,309.0,,24.0,15.0,1419,Monthly,Europe
ACC-11225,Company_1225,Technology,enterprise,08/11/2022,,0,$102.64,460,210.0,,6.0,2.0,571,Annual,North America
ACC-10362,,E-Commerce,PRO,09/10/2020,2022-01-13,1,211.93,395,211.0,47227,8.0,2.0,1331,MONTHLY,NA
ACC-11320,Company_1320,Education,professional,2022-11-17,2024-06-28,1,106.79,401,328.0,,0.793948180019276,8.0,562,Monthly,
ACC-10622,Company_622,fintech,Ent,05/15/2021,,,533.96,393,405.0,"48,978 events",21.0,4.0,1113,MONTHLY,US
ACC-10002,Company_2,ecommerce,pro,09/04/2021,,0,"$1,037.86",269,,,24.0,8.0,1149,annual,LATAM
ACC-10006,Company_6,Health,start,09/16/2021,,0,$216.54,250,265.0,19279,14.0,5.0,989,,APAC
ACC-10311,Company_311,tech,,04/08/2021,2022-06-01,1,,472,243.0,17.3K,12.0,7.0,1032,Yearly,apac
ACC-11103,Company_1103,healthcare,PRO,05/04/2020,,0,"$5,085.54",33,15.0,6313,0.0,0.0,1489,annual,EU
ACC-10786,Company_786,retail,pro,27/05/2021,,0,$26.22,154,138.0,"41,066 events",21.0,6.0,1101,2-Year,US
ACC-10665,Company_665,ecommerce,ENT,08/06/2022,2023-09-27,1,$105,64,54.0,"15,622 events",11.0,,665,Yearly,NA
ACC-10364,Company_364,education,STARTER,04/30/2020,,0,$947.82,141,81.0,971 events,13.0,100.0,1493,annual,NA
ACC-11198,Company_1198,E-Commerce,pro,04/17/2020,,0,$100,405,435.0,13.6K,1.0,1.0,1506,month-to-month,EMEA
ACC-10215,Company_215,education,FREE,2021-07-08,,0,$100.60,397,345.0,4741,0.2512787553275752,10.0,1059,Multi-Year,EU
ACC-10812,Company_812,Technology,STARTER,04/12/2022,2023-12-25,1,$47,298,204.0,19215,0.8775420824228135,-5.0,781,annual,North America
ACC-10027,Company_27,FinTech,,19/11/2020,,0,$48.07,436,369.0,,12.0,3.0,1290,ANNUAL,apac
ACC-11170,,Finance,PRO,2020-01-18,,,$101.53,489,222.0,49619,5.0,4.0,1596,yearly,LATAM
ACC-10525,Company_525,,FREE,02/10/2023,,0,$473,409,290.0,21.9K,15.0,3.0,477,Monthly,Asia Pacific
ACC-11496,Company_1496,Tech,Pro,17/02/2020,,0,$547,46,49.0,20.9K,24.0,5.0,-107,monthly,Americas
ACC-10803,Company_803,TECH,Pro,29/03/2021,,0,$94,234,144.0,30.3K,20.0,8.0,1160,annual,Latin America
ACC-10638,,healthcare,Starter,2023-02-12,,0,$906,182,88.0,"18,100 events",7.0,,475,annual,NA
ACC-11151,,SaaS,start,01/14/2023,,0,$922.55,318,302.0,42.5K,3.0,2.0,504,ANNUAL,
ACC-10718,Company_718,edtech,professional,2020-09-23,2022-07-22,1,$200.93,91,80.0,,24.0,4.0,1347,Monthly,US
ACC-10691,Company_691,Finance,Pro,03/07/2020,,0,950.54,420,408.0,,0.46164856328156545,6.0,-151,Monthly,NA
ACC-10989,Company_989,edtech,starter,01/11/2021,,0,"$2,103.43",20,10.0,"33,098 events",14.0,7.0,943,2-Year,
ACC-10624,,Health,freemium,10/17/2020,2022-06-13,1,$452.61,235,249.0,20498,9.0,3.0,1323,Multi-Year,NA
ACC-11018,Company_1018,FinTech,Prof,2022-12-07,,0,,269,201.0,"33,817 events",2.0,9.0,542,Monthly,Asia Pacific
ACC-10256,Company_256,SaaS,Prof,06/04/2021,,0,$52.44,468,319.0,"2,294 events",0.0,3.0,1093,month-to-month,Americas
ACC-10025,Company_25,EdTech,ENT,21/02/2021,,0,$964.29,471,161.0,38758,17.0,1.0,1196,Multi-Year,LATAM
ACC-10336,Company_336,saas,professional,08/08/2021,,0,$199.86,386,340.0,"26,826 events",9.0,7.0,-133,Annual,APAC
ACC-10572,Company_572,Health,professional,2020-08-15,,0,26.52,466,379.0,"28,111 events",19.0,3.0,1386,Annual,Asia Pacific
ACC-10047,Company_47,Retail,start,2020-11-07,,0,$490.45,29,12.0,46.0K,8.0,0.0,1302,Multi-Year,NA
ACC-10106,Company_106,ecommerce,FREE,02/09/2021,2022-05-06,1,"$1,094.41",430,,30160,19.0,10.0,1208,Yearly,EU
ACC-10349,Company_349,Education,Professional,2022-02-17,2022-08-14,1,$99.27,493,206.0,11.2K,3.0,5.0,835,monthly,APAC
ACC-10055,Company_55,finance,Starter,10/08/2022,,0,$44.52,451,489.0,"12,878 events",22.0,8.0,661,multi-year,NA
ACC-11089,Company_1089,Software,Prof,2020-05-04,2021-08-24,1,$29.87,197,150.0,"2,340 events",22.0,9.0,1489,month-to-month,NA
ACC-10213,Company_213,Software,enterprise,08/13/2020,,0,$200.45,183,,,10.0,1.0,1388,2-Year,latam
ACC-10120,Company_120,ecommerce,enterprise,2022-02-12,,0,27.21,15,8.0,10218,14.0,4.0,840,monthly,emea
ACC-11030,Company_1030,TECH,free,2020-05-30,,0,29.71,177,124.0,,2.0,5.0,-37,,apac
ACC-10873,Company_873,SaaS,Free,03/17/2020,2021-08-04,1,$509.8,393,317.0,"18,261 events",4.0,7.0,1537,monthly,EU
ACC-10793,,education,Ent,26/08/2022,,0,$5179,487,224.0,"7,541 events",5.0,7.0,645,yearly,Asia Pacific
ACC-10072,Company_72,fintech,ENT,04/04/2023,2025-01-13,1,$97.73,127,111.0,"6,790 events",3.0,1.0,424,Annual,North America
ACC-11555,Company_1555,edtech,pro,2020-09-23,,0,$194.89,349,236.0,"33,717 events",17.0,1.0,1347,Yearly,LATAM
ACC-10931,Company_931,Finance,Free,2021-01-15,,0,$49.31,463,206.0,28.5K,1.0,4.0,-189,Yearly,LATAM
ACC-11418,Company_1418,tech,Starter Plan,15/01/2023,2023-08-08,1,$26.48,88,79.0,15.0K,16.0,3.0,503,Multi-Year,emea
ACC-10045,,,FREE,09/03/2021,2023-07-19,1,$934.04,148,155.0,11595,7.0,1.0,1002,monthly,Latin America
ACC-11392,Company_1392,saas,pro,08/07/2022,,0,1831.64,57,50.0,38891,18.0,9.0,694,month-to-month,emea
ACC-10523,Company_523,EdTech,Starter Plan,2023-01-26,,0,451.65,31,13.0,"18,870 events",21.0,1.0,492,month-to-month,EMEA
ACC-10232,Company_232,Finance,Starter,20/11/2022,2023-09-22,1,1871.6,381,,40615,20.0,8.0,559,2-Year,Americas
ACC-10943,Company_943,Health,ENTERPRISE,2020-06-12,,0,$198.09,424,,27583,15.0,8.0,1450,multi-year,latam
ACC-11196,Company_1196,TECH,Enterprise,02/25/2020,,0,,106,52.0,24690,19.0,2.0,1558,monthly,latam
ACC-10949,Company_949,fintech,free,30/03/2021,2022-12-21,1,"$1,888.63",366,325.0,3737,12.0,8.0,1159,Multi-Year,Asia Pacific
ACC-10533,Company_533,finance,ENTERPRISE,2020-10-12,2022-02-15,1,$1034,364,375.0,"38,092 events",21.0,6.0,1328,Multi-Year,EMEA
ACC-11233,Company_1233,Technology,PRO,22/10/2022,2024-06-24,1,53.05,185,98.0,"39,879 events",20.0,0.0,588,2-Year,apac
ACC-10603,Company_603,ecommerce,PRO,06/15/2020,2022-02-04,1,$47.99,434,369.0,2.8K,17.0,1.0,1447,multi-year,latam
ACC-10465,Company_465,Education,PRO,2021-03-01,2021-09-12,1,$4717,409,253.0,920 events,16.0,10.0,-67,month-to-month,Latin America
ACC-10974,,SaaS,Professional,10/24/2020,,0,$5353,211,119.0,45.1K,5.0,8.0,1316,monthly,apac
ACC-10788,Company_788,Finance,pro,2021-01-03,,0,$185.84,354,286.0,"23,678 events",6.0,6.0,1245,annual,APAC
ACC-11388,Company_1388,Software,ENT,08/24/2020,,0,$50,199,159.0,19.4K,5.0,4.0,1377,multi-year,Americas
ACC-11279,Company_1279,finance,Prof,2022-08-31,2024-08-01,1,,142,100.0,,2.0,6.0,640,MONTHLY,APAC
ACC-11067,Company_1067,education,Starter Plan,27/06/2021,,0,$1.04K,36,,40.2K,8.0,8.0,1070,yearly,latam
ACC-10060,Company_60,education,PRO,2022-07-13,,0,,346,120.0,45917,4.0,0.0,689,Annual,EMEA
ACC-11037,,edtech,freemium,2020-03-05,,0,"$5,059.64",138,,"30,179 events",14.0,7.0,1549,,Latin America
ACC-10092,Company_92,Education,enterprise,2021-11-26,2023-04-23,1,"$1,914.18",45,30.0,"23,311 events",21.0,,918,Yearly,US
ACC-10666,Company_666,finance,professional,2021-08-05,2022-09-08,1,$27,49,,,16.0,9.0,1031,Monthly,Asia Pacific
ACC-11558,Company_1558,,enterprise,03/08/2022,,churned,$27,105,62.0,,2.0,2.0,816,ANNUAL,Americas
ACC-10194,Company_194,Tech,ENT,2023-03-13,,0,$986.16,67,65.0,"42,035 events",6.0,4.0,446,MONTHLY,
ACC-10280,Company_280,finance,,2021-05-16,,0,,250,239.0,,4.0,6.0,1112,Multi-Year,Europe
ACC-10695,Company_695,education,starter,11/19/2022,,0,$194,112,114.0,,7.0,4.0,560,monthly,latam
ACC-10359,Company_359,Retail,Professional,17/01/2020,,0,$496.48,112,50.0,,20.0,5.0,1597,ANNUAL,Americas
ACC-10519,Company_519,Retail,,03/01/2020,,0,$90,391,153.0,"9,384 events",5.0,4.0,1553,ANNUAL,EMEA
ACC-11022,Company_1022,finance,Starter,04/20/2022,,0,$44.68,124,79.0,"34,263 events",21.0,10.0,773,monthly,US
ACC-10916,Company_916,healthcare,pro,09/15/2021,,0,"$2,124.58",397,147.0,,14.0,10.0,990,Yearly,North America
ACC-10182,Company_182,Healthcare,enterprise,18/03/2022,,0,$460.94,102,109.0,,20.0,8.0,806,Multi-Year,latam
ACC-11113,Company_1113,,STARTER,2022-09-10,,0,5494.72,87,80.0,49417,19.0,8.0,630,ANNUAL,latam
ACC-11286,Company_1286,,Free,10/24/2022,,0,$104.40,368,312.0,"38,618 events",10.0,6.0,586,annual,Latin America
ACC-10110,Company_110,Technology,Free Trial,11/15/2020,2022-05-02,1,"$1,960.75",239,212.0,"36,128 events",24.0,10.0,1294,Yearly,Asia Pacific
ACC-10994,,fintech,Prof,30/01/2020,,0,$193.88,28,15.0,"22,170 events",24.0,4.0,-38,yearly,
