id,age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,housing,n_household_members,savings_usd,broadband_access,employment_status,commute_time_min,county_fips,rent_usd
4234,57,Private,11th,Sep.,Protective-serv,Wife,White,Male,0,0,56,United-States,<=50K,Own,2,10758,Y,Unemployed,74,42821,0
4235,62,Private,Bachelors,Separated,Transport-moving,Husband,White,Male,0,0,14,United-States,<=50K,Own,5,0,No,Student,94,09510,0
4236,61,Private,7th-8th,Divorced,Priv-house-serv,Wife,White,Female,0,0,8,United-States,20568,Rent,7,3532,yes,Unemployed,95,20379,2524
4237,88,Private,5th-6th,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,22,United-States,38964,Own,2,510,N,Unemployed,90,25621,3808
4238,99,State-gov,12th,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,31,United-States,25143,Rent,5,745,N,Unemployed,37,05657,0
4239,35,Private,1st-4th,Never-married,Farming-fishing,Own-child,White,Male,0,0,32,United-States,>50K,Rent,2,0,yes,Student,76,21835,0
4240,46,Private,9th,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,3445,2,Mexico,<=50K,Rent,6,1727,N,Student,107,52032,3712
4241,20,Private,doctorate,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,27,United-States,49401,Own,4,706,No,Student,58,16349,0
4242,55,Private,Assoc-acdm,Never-married,Other-service,Husband,Black,Male,0,0,41,United-States,21508,Mortgage,4,1271,Y,Self-employed,60,13445,3537
4243,36,State-gov,1st-4th,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,>50K,Own,6,14155,no,Unemployed,82,41533,0
4244,36,Local-gov,Assoc-voc,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,55,United-States,25999,Mortgage,3,9391,Y,Unemployed,117,19423,2107
4245,57,Private,Doctorate,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,31,United-States,85645,Own,7,499,Y,Self-employed,62,20217,1228
4246,23,Private,9th,Never-married,Exec-managerial,Husband,Other,Male,0,0,30,United-States,29757,Own,4,0,N,Retired,116,08074,1805
4247,34,Private,Doctor,S,Armed-Forces,Husband,White,Male,0,0,21,United-States,9528,Rent,6,9403,yes,Retired,100,27771,0
4248,47,Self-emp-not-inc,10th,Divorced,Farming-fishing,Husband,White,Female,0,0,19,United-States,<=50K,Own,6,0,Y,Self-employed,11,23151,0
4249,41,State-gov,Doctor,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,62,United-States,48175,Rent,4,668,Yes,Unemployed,116,31148,3845
4250,64,Private,5th-6th,Married-civ-spouse,,Husband,Asian-Pac-Islander,Female,0,0,14,United-States,13018,Own,6,1405,No,Employed,82,49234,0
4251,78,Local-gov,Assoc-voc,Single,Craft-repair,Unmarried,White,Female,16638,0,23,United-States,45993,Own,5,625,N,Unemployed,39,23206,483
4252,42,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Female,0,0,7,United-States,<=50K,Mortgage,6,0,Yes,Employed,10,3313,881
4253,75,Private,Preschool,S,,Unmarried,White,Male,0,0,99,United-States,>50K,Mortgage,5,5445,N,Retired,2,30168,486
4254,57,Private,Doctor,Married,Transport-moving,Unmarried,White,Male,0,0,35,Mexico,56677,Mortgage,2,0,Yes,Student,96,35331,0
4255,36,Federal-gov,Ph.D.,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,48,United-States,<=50K,Mortgage,4,2031,no,Unemployed,94,29243,903
4256,20,Private,1st-4th,Married-civ-spouse,Tech-support,Husband,White,Male,0,530,17,United-States,<=50K,Own,4,7647,yes,Student,10,49107,0
4257,71,Private,Preschool,S,Armed-Forces,Own-child,White,Male,0,0,99,United-States,<=50K,Mortgage,7,4352,yes,Employed,38,52610,0
4258,56,Private,Masters,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,0,0,4,United-States,26216,Own,1,31,yes,Self-employed,76,33591,1240
4259,59,Private,Preschool,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,9,United-States,25867,Rent,1,13477,yes,Student,75,23467,634
4260,44,Private,Some-college,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,51,United-States,>50K,Mortgage,4,11087,Y,Retired,72,28538,0
4261,35,Private,Bachelor,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,61,United-States,24270,Rent,4,594,No,Self-employed,84,17226,855
4262,47,Self-emp-not-inc,Some-college,S,Armed-Forces,Other-relative,White,Male,0,3344,9,United-States,>50K,Rent,1,8093,no,Unemployed,27,10768,3224
4263,50,Private,Preschool,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,38,United-States,<=50K,Mortgage,2,0,no,Self-employed,76,10119,0
4264,99,State-gov,Prof-school,Never-married,Adm-clerical,Unmarried,White,Male,0,0,9,El-Salvador,<=50K,Rent,4,4685,yes,Retired,83,11304,3379
4265,75,Private,1st-4th,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,27,United-States,<=50K,Own,7,0,yes,Student,7,01130,725
4266,77,Private,10th,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,21,United-States,67765,Own,4,7163,Yes,Unemployed,98,51298,1930
4267,79,Private,HS-grad,Never-married,Farming-fishing,Husband,White,Male,0,0,31,United-States,27503,Other,6,2322,yes,Employed,81,12008,717
4268,17,Private,10th,Married,Sales,Unmarried,Black,Female,0,0,28,United-States,15162,Own,2,4196,no,Retired,78,08449,681
4269,66,Self-emp-not-inc,Assoc-acdm,S,Transport-moving,Husband,White,Male,0,0,63,United-States,55570,Own,4,1608,No,Self-employed,102,54731,1681
4270,84,Private,Some-college,S,Transport-moving,Other-relative,White,Male,0,0,63,United-States,38835,Mortgage,3,2729,N,Employed,22,04650,3930
4271,38,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,60,United-States,<=50K,Own,2,3648,Y,Self-employed,93,41088,3548
4272,52,Private,7th-8th,Married-AF-spouse,Craft-repair,Own-child,White,Female,0,0,50,United-States,>50K,Rent,3,5012,no,Student,14,35269,0
4273,27,Private,11th,Never-married,Armed-Forces,Other-relative,White,Female,0,0,57,Philippines,20113,Own,5,21581,No,Employed,36,53166,0
4274,50,State-gov,9th,S,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,0,0,99,United-States,41624,Other,7,0,Yes,Employed,50,25236,0
4275,68,Never-worked,B.S.,Married,Protective-serv,Not-in-family,White,Male,0,0,44,United-States,<=50K,Mortgage,6,801,Yes,Employed,83,04754,0
4276,80,Private,1st-4th,M,Armed-Forces,Not-in-family,White,Male,0,0,58,United-States,>50K,Rent,2,382,yes,Student,107,19026,0
4277,37,Private,1st-4th,Married-civ-spouse,Other-service,Other-relative,Amer-Indian-Eskimo,Male,0,604,49,United-States,>50K,Own,5,98,Y,Student,24,6574,2078
4278,77,Private,high school grad,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,30,United-States,<=50K,Mortgage,1,8986,N,Unemployed,112,39599,3108
4279,86,Private,11th,Separated,Handlers-cleaners,Other-relative,White,Male,0,0,42,El-Salvador,<=50K,Other,7,603,Y,Employed,24,43671,3531
4280,57,Private,5th-6th,M,Handlers-cleaners,Not-in-family,White,Female,0,0,10,United-States,22655,Rent,4,666,N,Employed,117,34242,0
4281,61,Private,1st-4th,Div.,Adm-clerical,Wife,Black,Male,0,0,16,United-States,92467,Own,5,3147,yes,Student,44,02766,0
4282,63,Private,5th-6th,Divorced,Priv-house-serv,Wife,White,Female,0,0,21,United-States,<=50K,Mortgage,2,305,Yes,Self-employed,98,04542,1947
4283,56,Private,Assoc-voc,Sep.,Other-service,Other-relative,White,Female,0,0,36,United-States,<=50K,Rent,7,10315,No,Self-employed,97,42509,0
4284,71,State-gov,Bachelors,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,7,United-States,>50K,Rent,3,1372,N,Self-employed,74,10388,0
4285,53,Private,Ph.D.,Married-civ-spouse,Adm-clerical,Unmarried,Black,Female,0,0,19,Philippines,<=50K,Own,6,1309,no,Retired,6,56182,917
4286,24,Private,Doctorate,Never-married,Tech-support,Own-child,White,Male,0,0,6,United-States,26225,Mortgage,4,968,no,Employed,95,11274,0
4287,56,Private,10th,Never-married,Sales,Wife,White,Female,0,0,46,United-States,>50K,Own,1,1118,N,Unemployed,4,27695,0
4288,99,Private,HS-grad,Married-civ-spouse,,Not-in-family,White,Male,0,0,14,Canada,<=50K,Mortgage,1,1421,yes,Self-employed,50,44353,0
4289,52,Private,12th,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,63,Germany,>50K,Own,6,136,no,Self-employed,104,25739,2846
4290,78,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,22,United-States,12727,Own,2,1610,Yes,Self-employed,45,50658,1184
4291,71,Private,PhD,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,2,United-States,<=50K,Rent,6,3688,yes,Retired,113,10274,0
4292,35,Private,HS-grad,Single,Exec-managerial,Husband,White,Male,0,0,38,United-States,56407,Own,6,123995,No,Unemployed,70,28669,0
4293,28,Private,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,56,United-States,14992,Own,6,0,yes,Student,99,47349,0
4294,70,Private,Some-college,Single,,Unmarried,White,Female,0,0,1,United-States,>50K,Own,7,3569,No,Employed,63,01151,0
4295,99,Private,11th,Divorced,Other-service,Own-child,White,Male,0,0,58,United-States,<=50K,Mortgage,6,2037,Y,Retired,19,39777,1921
4296,47,Private,Assoc-voc,Married,Handlers-cleaners,Not-in-family,Black,Male,0,0,16,United-States,>50K,Mortgage,2,0,yes,Retired,111,41467,0
4297,21,Private,12th,Married-civ-spouse,Armed-Forces,Wife,White,Female,0,0,37,United-States,<=50K,Mortgage,3,4059,yes,Retired,80,38614,482
4298,45,Self-emp-not-inc,1st-4th,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,99,United-States,<=50K,Own,2,0,no,Student,76,14312,3349
4299,81,Private,11th,Never-married,,Other-relative,White,Male,0,0,24,El-Salvador,<=50K,Rent,7,1014,N,Self-employed,43,23674,0
4300,99,Self-emp-not-inc,1st-4th,Wid.,Transport-moving,Not-in-family,White,Male,0,0,8,Germany,<=50K,Mortgage,1,0,no,Unemployed,14,42343,0
4301,64,Without-pay,Bachelors,Married,Transport-moving,Own-child,White,Male,0,1630,39,United-States,>50K,Own,6,4482,No,Self-employed,8,26194,0
4302,55,Federal-gov,5th-6th,Separated,Priv-house-serv,Husband,White,Female,0,0,99,United-States,<=50K,Rent,5,287,no,Unemployed,68,45810,3595
4303,46,Private,12th,Never-married,Adm-clerical,Husband,White,Female,0,0,24,United-States,<=50K,Mortgage,7,3896,N,Self-employed,118,52803,933
4304,83,Private,Prof-school,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,78467,925,5,Canada,25639,Other,5,711,Yes,Unemployed,99,46829,0
4305,66,Private,10th,Never-married,Tech-support,Wife,White,Male,0,0,48,United-States,24869,Rent,6,3293,yes,Student,118,08246,3315
4306,36,Self-emp-not-inc,HS-grad,Single,Adm-clerical,Other-relative,White,Female,0,0,34,United-States,37900,Mortgage,1,0,no,Employed,98,30791,3612
4307,54,Local-gov,1st-4th,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,30,United-States,<=50K,Rent,5,22729,yes,Student,48,30744,1432
4308,52,Private,Bachelors,Divorced,Other-service,Husband,White,Male,0,0,15,United-States,>50K,Own,7,5197,no,Student,78,12347,3413
4309,39,Private,Doctorate,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,45,South,136779,Mortgage,7,6268,Yes,Unemployed,86,18790,0
4310,30,Self-emp-inc,Doctorate,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,42,United-States,<=50K,Rent,7,0,No,Self-employed,9,09465,0
4311,80,Private,12th,D,Tech-support,Own-child,White,Male,0,0,16,United-States,17622,Other,4,3377,Yes,Self-employed,68,36505,1668
4312,35,Private,Preschool,Div.,Priv-house-serv,Husband,White,Male,0,0,30,United-States,57634,Mortgage,1,45,Yes,Unemployed,115,21421,0
4313,18,State-gov,Prof-school,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,31,United-States,7532,Rent,5,5882,no,Retired,102,35676,0
4314,43,Federal-gov,HS-grad,Divorced,Farming-fishing,Other-relative,White,Female,0,0,2,United-States,104509,Rent,4,0,Yes,Self-employed,38,10352,0
4315,32,Self-emp-not-inc,1st-4th,Single,Armed-Forces,Unmarried,Black,Male,0,0,51,United-States,>50K,Mortgage,2,7082,Y,Employed,81,01640,3057
4316,37,Private,10th,Never-married,Prof-specialty,Unmarried,White,Male,0,0,1,United-States,>50K,Own,4,4140,Y,Self-employed,3,22329,3622
4317,55,Private,bachelors,M,Tech-support,Not-in-family,White,Male,80211,0,27,United-States,>50K,Mortgage,1,0,no,Retired,44,02355,0
4318,81,Private,Bachelors,Div.,Prof-specialty,Not-in-family,White,Male,0,0,21,United-States,7106,Rent,3,23766,N,Retired,79,38583,3956
4319,35,Federal-gov,Bachelors,Divorced,Farming-fishing,Wife,White,Male,0,0,7,United-States,<=50K,Own,4,546,Yes,Retired,32,31125,3269
4320,68,Private,9th,Divorced,Prof-specialty,Husband,White,Male,0,3734,27,United-States,83580,Mortgage,7,4265,Yes,Self-employed,47,23642,0
4321,68,Private,1st-4th,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K,Mortgage,7,1134,Y,Unemployed,34,32092,0
4322,86,State-gov,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,37,United-States,>50K,Rent,5,2142,N,Employed,33,04222,1012
4323,82,Private,Prof-school,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,22,United-States,>50K,Mortgage,7,0,No,Employed,100,25239,0
4324,83,Private,7th-8th,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,>50K,Own,6,3111,yes,Unemployed,19,41790,2948
4325,73,Private,9th,Never-married,Tech-support,Other-relative,White,Male,0,0,63,United-States,40210,Mortgage,3,0,No,Retired,27,55733,0
4326,50,Private,Bachelors,Married-civ-spouse,Priv-house-serv,Unmarried,Black,Male,78073,0,57,Germany,>50K,Own,7,1636,N,Unemployed,91,08328,2099
4327,23,Private,Some-college,Widowed,Handlers-cleaners,Own-child,White,Female,62454,0,3,United-States,53306,Own,7,0,no,Student,8,02754,0
4328,67,Private,Preschool,Divorced,Prof-specialty,Unmarried,White,Male,94786,0,8,India,>50K,Own,3,12223,Y,Unemployed,20,52090,2857
4329,34,Private,MASTERS,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,36,India,44340,Mortgage,6,0,N,Student,12,03525,0
4330,65,Private,12th,Never-married,Tech-support,Husband,White,Male,0,0,10,United-States,38204,Own,5,6083,yes,Unemployed,50,18267,0
4331,34,Private,Bachelor,Sep.,Priv-house-serv,Wife,Black,Male,0,0,34,United-States,>50K,Rent,6,0,yes,Self-employed,41,25174,2081
4332,74,Self-emp-not-inc,11th,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,47,United-States,<=50K,Own,2,22717,no,Student,10,22413,3722
4333,19,Private,Prof-school,Never-married,Farming-fishing,Wife,White,Female,0,0,31,United-States,34240,Own,2,0,no,Self-employed,14,34062,425
4334,41,Private,9th,Div.,Adm-clerical,Other-relative,White,Female,0,0,27,Canada,30480,Rent,6,0,Yes,Unemployed,74,28626,1755
4335,85,Private,10th,M,Transport-moving,Wife,White,Male,0,0,46,United-States,<=50K,Own,5,0,N,Self-employed,9,29507,0
4336,63,Private,11th,Married-civ-spouse,,Wife,White,Female,95174,0,50,United-States,<=50K,Mortgage,2,0,yes,Employed,75,01222,1020
4337,82,Private,10th,Widowed,Prof-specialty,Unmarried,White,Male,0,0,41,United-States,25304,Rent,7,1910,yes,Student,102,22799,3499
4338,26,Federal-gov,9th,S,Prof-specialty,Other-relative,White,Male,0,0,32,United-States,>50K,Own,1,0,Yes,Student,20,24294,894
4339,43,Private,9th,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,110,United-States,>50K,Mortgage,3,12977,No,Retired,66,49576,0
4340,86,Local-gov,7th-8th,Divorced,Sales,Other-relative,White,Male,0,0,59,United-States,14843,Rent,7,380,No,Unemployed,90,45304,0
4341,83,Private,12th,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,639,16,United-States,<=50K,Rent,2,39231,No,Unemployed,69,31120,0
4342,38,Private,5th-6th,Never-married,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,0,0,37,United-States,43889,Mortgage,5,2516,Yes,Retired,89,50070,492
4343,25,Private,Masters,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,36,United-States,<=50K,Own,6,101,no,Employed,4,8697,1448
4344,65,Federal-gov,1st-4th,Never-married,Prof-specialty,Unmarried,White,Male,11746,0,11,United-States,<=50K,Mortgage,6,0,yes,Retired,59,55694,0
4345,42,Private,5th-6th,Div.,Prof-specialty,Wife,White,Male,0,0,62,United-States,<=50K,Own,6,1817,Yes,Unemployed,49,27671,2723
4346,47,Private,Some-college,Never-married,Handlers-cleaners,Husband,White,Male,0,0,62,United-States,22427,Own,7,125,yes,Employed,83,11270,0
4347,51,Private,HS-grad,Never-married,Protective-serv,Other-relative,White,Female,0,0,21,United-States,82968,Rent,2,4019,N,Employed,43,11234,2660
4348,32,Self-emp-inc,Masters,Separated,Craft-repair,Own-child,White,Male,0,0,51,United-States,14506,Mortgage,6,1564,No,Student,106,49200,0
4349,34,Self-emp-inc,12th,Divorced,Handlers-cleaners,Husband,White,Male,0,0,15,United-States,<=50K,Own,4,5842,No,Retired,12,55805,0
4350,70,Private,9th,Married,Transport-moving,Own-child,White,Female,0,0,27,United-States,<=50K,Mortgage,1,15207,No,Employed,23,34804,2987
4351,77,Self-emp-not-inc,Assoc-voc,S,Priv-house-serv,Not-in-family,White,Male,0,0,5,United-States,32335,Other,1,3850,Yes,Employed,117,41597,0
4352,81,Self-emp-not-inc,Prof-school,Married,Adm-clerical,Husband,White,Male,0,0,54,United-States,<=50K,Own,5,0,No,Unemployed,116,42530,1840
4353,27,Self-emp-inc,M.S.,Never-married,Exec-managerial,Own-child,White,Male,0,0,18,Canada,7367,Own,4,1446,no,Self-employed,70,05610,0
4354,34,Self-emp-inc,5th-6th,Never-married,Machine-op-inspct,Husband,Other,Male,0,0,60,United-States,8411,Rent,4,4670,yes,Student,11,31390,0
4355,20,Private,MS,M,Transport-moving,Own-child,White,Female,0,0,9,United-States,<=50K,Own,2,0,N,Unemployed,32,28005,2548
4356,49,Private,Assoc-voc,Single,Other-service,Not-in-family,White,Male,0,0,39,United-States,>50K,Mortgage,7,0,No,Employed,67,05240,2973
4357,40,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,16,United-States,7685,Own,4,0,N,Student,57,27104,0
4358,72,Private,Prof-school,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K,Own,6,44415,Yes,Unemployed,63,45502,0
4359,50,Self-emp-not-inc,Assoc-voc,Div.,Handlers-cleaners,Unmarried,White,Male,0,0,34,United-States,15281,Own,2,0,yes,Retired,19,44063,1359
4360,76,Private,Preschool,Divorced,Prof-specialty,Own-child,White,Male,0,2917,49,United-States,<=50K,Mortgage,4,3434,yes,Unemployed,10,29183,0
4361,47,Private,Doctorate,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,10,United-States,<=50K,Other,5,0,Y,Self-employed,42,27468,0
4362,37,Private,7th-8th,Married-civ-spouse,Farming-fishing,Own-child,White,Female,0,0,33,United-States,<=50K,Mortgage,7,70,no,Self-employed,107,55260,1149
4363,86,Private,9th,S,Exec-managerial,Other-relative,White,Female,0,0,7,United-States,8436,Own,2,2078,Y,Unemployed,95,17508,3915
4364,89,Private,Doctorate,Separated,Exec-managerial,Not-in-family,White,Male,0,0,22,United-States,>50K,Mortgage,4,0,No,Employed,24,04432,0
4365,52,Private,Assoc-voc,Div.,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,14,United-States,<=50K,Mortgage,5,0,No,Unemployed,74,44142,0
4366,49,Local-gov,10th,Divorced,Other-service,Unmarried,White,Male,0,0,47,United-States,<=50K,Mortgage,3,0,yes,Retired,28,33779,2859
4367,75,Private,Prof-school,Never-married,Tech-support,Unmarried,White,Female,0,0,49,United-States,18648,Own,7,431,N,Employed,27,12518,0
4368,30,Federal-gov,5th-6th,Never-married,Other-service,Husband,White,Male,0,0,60,United-States,122076,Rent,3,14540,no,Retired,117,2372,2082
4369,66,Private,11th,Widowed,,Wife,White,Male,0,0,54,United-States,<=50K,Rent,4,1527,Yes,Self-employed,61,18093,0
4370,78,Private,7th-8th,Single,Sales,Own-child,White,Male,0,0,45,United-States,214487,Own,7,22256,Yes,Student,72,20472,1124
4371,74,Private,9th,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,29,United-States,<=50K,Mortgage,3,0,No,Student,1,33030,3930
4372,60,Private,1st-4th,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,919,60,United-States,10239,Rent,6,7507,no,Unemployed,50,55318,3323
4373,61,Self-emp-not-inc,12th,Never-married,Prof-specialty,Wife,White,Male,0,0,50,United-States,<=50K,Own,6,4586,Yes,Unemployed,11,38640,0
4374,99,State-gov,Preschool,Married-civ-spouse,Armed-Forces,Not-in-family,White,Male,0,0,48,United-States,40846,Rent,7,0,no,Unemployed,100,30306,0
4375,23,Private,11th,Never-married,,Wife,White,Female,0,0,42,United-States,>50K,Own,2,1366,No,Self-employed,117,13423,2971
4376,89,Private,9th,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,14,United-States,47672,Own,7,3598,no,Student,49,51583,3159
4377,56,Private,7th-8th,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,9,United-States,46784,Own,2,1363,yes,Unemployed,82,29213,0
4378,99,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Female,0,0,58,United-States,19927,Mortgage,7,1355,Yes,Retired,78,41139,0
4379,23,Federal-gov,Bachelors,Div.,Armed-Forces,Other-relative,White,Male,0,0,41,United-States,14007,Own,6,8558,Yes,Employed,112,25434,3817
4380,58,Private,Preschool,Never-married,,Other-relative,White,Male,62138,0,27,United-States,<=50K,Own,6,0,no,Self-employed,10,15398,1133
4381,38,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,26,United-States,71320,Mortgage,5,22004,Yes,Self-employed,56,29093,3479
4382,99,Self-emp-not-inc,10th,W,Prof-specialty,Not-in-family,White,Male,0,0,54,United-States,43396,Mortgage,4,742,Y,Employed,70,13813,1677
4383,80,Private,Prof-school,Single,Priv-house-serv,Own-child,Other,Male,0,0,99,Mexico,35723,Own,2,444,yes,Unemployed,5,56515,0
4384,81,Private,Assoc-voc,Never-married,Priv-house-serv,Wife,White,Male,0,0,4,United-States,37234,Own,2,351,yes,Employed,116,46243,0
4385,51,State-gov,Preschool,Married-civ-spouse,Armed-Forces,Unmarried,White,Male,0,0,11,United-States,47597,Own,3,13661,Yes,Student,43,11781,2264
4386,84,Private,10th,Single,Handlers-cleaners,Wife,White,Male,0,0,22,United-States,42675,Own,5,0,N,Retired,68,32762,1453
4387,89,Private,11th,Married-AF-spouse,Armed-Forces,Not-in-family,Black,Female,0,2937,12,United-States,128607,Rent,1,2743,Yes,Student,18,21115,3853
4388,38,Private,9th,S,,Wife,Black,Female,56298,0,26,United-States,<=50K,Rent,1,100395,N,Self-employed,24,35359,3199
4389,48,Private,7th-8th,S,Sales,Unmarried,White,Male,0,0,10,United-States,<=50K,Own,3,0,No,Student,4,30136,0
4390,51,Self-emp-not-inc,11th,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,20,United-States,<=50K,Mortgage,4,172720,Y,Retired,95,35436,0
4391,81,Private,Prof-school,Never-married,Sales,Unmarried,White,Male,0,0,43,United-States,<=50K,Own,6,64797,yes,Employed,79,47067,2784
4392,77,Local-gov,Prof-school,Married-civ-spouse,Machine-op-inspct,Unmarried,Other,Male,0,0,59,United-States,221619,Own,7,4022,No,Employed,44,50835,0
4393,58,State-gov,Preschool,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,28,United-States,52313,Own,3,22420,Yes,Retired,79,04209,0
4394,73,Private,Prof-school,Never-married,Armed-Forces,Own-child,White,Female,0,0,99,United-States,32813,Other,4,1486,yes,Employed,80,24063,0
4395,26,Private,7th-8th,Married-AF-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,19,United-States,<=50K,Own,1,0,no,Unemployed,78,41375,0
4396,56,Private,1st-4th,D,Craft-repair,Own-child,White,Male,0,0,59,United-States,25379,Rent,5,7790,N,Student,102,33150,0
4397,57,Private,7th-8th,Divorced,Armed-Forces,Other-relative,White,Male,0,0,60,United-States,7771,Mortgage,6,483,No,Student,35,22036,0
4398,64,State-gov,7th-8th,M,Exec-managerial,Husband,White,Male,0,0,3,United-States,119379,Own,7,2300,yes,Retired,81,26809,734
4399,70,Self-emp-not-inc,Assoc-voc,Single,Prof-specialty,Husband,White,Male,0,0,44,United-States,15038,Own,3,1618,Y,Employed,95,46132,1211
4400,28,Private,Preschool,Married,Sales,Wife,White,Male,0,0,18,United-States,>50K,Own,5,6152,N,Student,3,49511,0
4401,24,Private,Prof-school,Widowed,Prof-specialty,Wife,White,Male,0,0,100,United-States,<=50K,Mortgage,4,3310,N,Retired,23,44549,3281
4402,84,Private,Bachelors,Married,Priv-house-serv,Wife,White,Female,0,0,22,United-States,<=50K,Mortgage,6,16136,Y,Retired,47,44311,0
4403,44,Local-gov,12th,Married,Priv-house-serv,Wife,White,Male,63773,0,32,United-States,28235,Own,7,0,yes,Self-employed,38,7146,0
4404,30,Private,11th,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,120,United-States,<=50K,Own,5,0,Y,Employed,38,39722,0
4405,20,Private,BACHELORS,Married-civ-spouse,Priv-house-serv,Husband,Asian-Pac-Islander,Female,0,0,47,United-States,37529,Rent,4,5574,Yes,Self-employed,73,21755,0
4406,83,Local-gov,Some-college,Married,Adm-clerical,Not-in-family,White,Male,71313,0,4,United-States,<=50K,Rent,4,6494,No,Self-employed,60,22212,0
4407,87,Private,12th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,4,United-States,<=50K,Mortgage,4,787,no,Retired,85,13815,0
4408,39,Self-emp-not-inc,7th-8th,Single,Armed-Forces,Wife,White,Male,0,0,16,United-States,9829,Rent,2,6001,Y,Student,46,04330,0
4409,66,Private,1st-4th,M,Craft-repair,Unmarried,White,Male,0,0,29,United-States,55497,Mortgage,4,16066,yes,Self-employed,54,21379,0
4410,78,Private,1st-4th,Single,Prof-specialty,Own-child,White,Female,0,0,62,United-States,12100,Own,3,3172,Yes,Student,55,15073,0
4411,83,Private,Assoc-voc,S,Exec-managerial,Wife,White,Male,0,1099,23,United-States,<=50K,Mortgage,6,16336,no,Retired,43,08243,1603
4412,80,Federal-gov,Preschool,Never-married,Tech-support,Not-in-family,White,Male,0,0,51,United-States,>50K,Own,3,0,N,Unemployed,29,19129,0
4413,81,Private,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,31,United-States,<=50K,Own,2,0,Yes,Employed,29,4467,0
4414,25,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,6,United-States,34157,Other,3,5380,Y,Unemployed,31,11364,463
4415,73,Private,Prof-school,Never-married,,Other-relative,White,Female,0,0,41,United-States,<=50K,Mortgage,7,0,Yes,Unemployed,68,01207,0
