campaign_id,campaign_name,channel,objective,start_date,end_date,budget_usd,actual_spend_usd,impressions,clicks,conversions,ctr,revenue_generated,roi_pct,target_audience
CMP-5688,Campaign_688,organic,Traffic,20-Sep-2022,12/10/2022,$16548,$16548,4005921,323916,76046,0.0809,21907332.37,132284.99,all
CMP-5870,Campaign_870,LinkedIn,engagement,02/17/2021,2021-04-10,$46248,$46248,1295304,141258,9811,,3007177.32,6402.3,25-34
CMP-5154,Campaign_154,,,04/13/2021,22-Jun-2021,"$9,889.26","$9,889.26",825992,6472,847,0.0078,,-465.19896454813295,55+
CMP-5287,Campaign_287,Google,Engagement,2022-05-13,06/12/2022,"$43,022.26","$43,022.26",1373166,133479,4286,0.0972,,1537.65,35-44
CMP-5643,Campaign_643,google,Traffic,23-Jun-2022,2022-07-20,"$21,631.70","$21,631.70",2661768,122986,12422,4.62%,3370857.63,15482.95,25-34
CMP-5017,,seo,Brand Awareness,2022-11-13,12-Jan-2023,"48,872.32","48,872.32",3626215,196036,29912,,4658919.12,9432.84,All
CMP-5127,Campaign_127,LI,Conversions,04/14/2021,04/23/2021,"30,483.76","30,483.76",3947956,320021,11998,8.11%,,12230.12,all
CMP-5322,Campaign_322,TIKTOK,Awareness,25-Jul-2022,19-Sep-2022,"$22,186.34","$22,186.34",4077768,447457,38974,0.1097,11988354.31,53934.84,"18-24,25-34"
CMP-5255,Campaign_255,Facebook,ENGAGEMENT,07-Apr-2021,2021-05-28,$28636,$28636,1023500,24793,5012,0.0242,426514.0,1389.43,55+
CMP-5602,Campaign_602,organic,traffic,26-Nov-2021,12/24/2021,"$21,730.04","$21,730.04",4859818,462750,102832,0.0952,9104995.0,41800.5,25-34
CMP-5880,,Google Ads,CONVERSIONS,13-Jul-2021,08/07/2021,3845.44,3845.44,1186326,140881,1635,11.88%,95700.08,2388.66,35-44
CMP-5190,Campaign_190,TikTok,,23-Aug-2023,06/01/2023,$33912,$33912,2565159,87612,3226,0.0342,278652.34,721.68,35-44
CMP-5115,Campaign_115,google,,2023-05-14,25-May-2023,$26938,$26938,1019915,68330,14930,6.7%,667377.85,2377.49,"18-24,25-34"
CMP-5695,Campaign_695,TikTok,Engagement,2022-08-18,09/05/2022,"$34,118.08","$34,118.08",575928,35597,858,0.0618,41351.51,21.2,18-24
CMP-5180,Campaign_180,,Traffic,2023-01-18,2023-03-30,"$39,597.28","$39,597.28",4842275,556486,43573,0.1149,7765390.94,19510.92,45-54
CMP-5301,Campaign_301,TIKTOK,TRAFFIC,04/12/2021,04/19/2021,$21667,$21667,1751329,156519,9024,8.94%,1542181.35,7017.77,55+
CMP-5693,,organic,Engagement,26-Feb-2022,2022-04-16,"22,241.98","22,241.98",4570689,468931,18371,10.26%,2035341.32,-280.8549042182825,55+
CMP-5651,Campaign_651,google,ENGAGEMENT,19-May-2021,2021-07-19,$33249,$33249,437431,5075,111,1.16%,11122.95,-66.55,"18-24,25-34"
CMP-5662,Campaign_662,IG,awareness,02/03/2023,04/12/2023,$48559,$48559,1527022,16179,421,1.06%,53946.52,-153.87361848471102,ALL
CMP-5626,Campaign_626,linkedin,TRAFFIC,04/17/2022,27-Jan-2022,"$13,571.90","$13,571.90",1366439,156464,38977,,2469531.58,18095.92,35-44
CMP-5606,Campaign_606,e-mail,TRAFFIC,2021-03-18,04/12/2021,"$19,994.26","$19,994.26",4727281,443122,20573,9.37%,549489.96,2648.24,
CMP-5517,Campaign_517,email,Conversions,2022-03-17,01-Apr-2022,$27657,$27657,4504396,35978,3686,0.8%,,2396.23,55+
CMP-5899,Campaign_899,Google Ads,Traffic,25-Jan-2021,2021-03-18,"$23,338.57","$23,338.57",1223775,117818,22906,,1306873.58,5499.63,all
CMP-5045,Campaign_45,ig,awareness,2022-01-05,02/10/2022,$5451,$5451,1521200,158228,22053,0.104,3685970.06,67523.05,All
CMP-5828,Campaign_828,Instagram,Conversions,09/28/2022,11/28/2022,"$16,013.50","$16,013.50",293076,3425,785,,118214.34,638.22,"18-24,25-34"
CMP-5157,Campaign_157,Email Marketing,TRAFFIC,2021-04-07,2021-07-02,6102.14,6102.14,4570798,85005,7658,,714586.51,11610.42,45-54
CMP-5679,Campaign_679,Facebook,,24-Aug-2022,09/03/2022,"6,178.83","6,178.83",4973157,88300,3699,,963265.13,15489.77,"18-24,25-34"
CMP-5171,,e-mail,CONVERSIONS,27-May-2023,08/01/2023,$4590,$4590,139720,3633,473,2.6%,116607.59,2440.54,55+
CMP-5016,Campaign_16,TikTok,,23-Nov-2022,2022-12-06,18631.35,18631.35,198530,19371,303,0.0976,56816.14,204.95,18-24
CMP-5511,Campaign_511,Facebook,,09/22/2021,2021-11-04,"38,444.85","38,444.85",3041134,233832,31873,7.69%,3541954.09,9113.08,
CMP-5048,Campaign_48,LI,CONVERSIONS,10/24/2021,10-Dec-2021,$46788,$46788,4100251,107492,19833,0.0262,4381184.24,9263.91,55+
CMP-5886,Campaign_886,google,Awareness,04/19/2021,05/08/2021,"3,658.41","3,658.41",4972840,321087,75736,0.0646,13467044.1,368011.94,all
CMP-5767,Campaign_767,LinkedIn,TRAFFIC,27-Mar-2021,20-Jun-2021,"24,314.67","24,314.67",4653483,420192,50519,0.0903,17235431.69,70784.91,All
CMP-5515,Campaign_515,Email Marketing,AWARENESS,28-May-2022,25-Jun-2022,"$31,776.18","$31,776.18",314743,6421,544,,42837.29,34.81,"18-24,25-34"
CMP-5713,Campaign_713,ig,conversions,14-Jan-2022,2022-03-06,8083.77,8083.77,4937018,-453716,82772,9.19%,16600866.82,205260.45,"18-24,25-34"
CMP-5480,Campaign_480,organic,AWARENESS,06/02/2023,06-Jul-2023,"16,408.48","16,408.48",4184261,406431,4827,9.71%,396938.9,2319.11,25-34
CMP-5283,Campaign_283,facebook,,08/02/2021,28-Sep-2021,48447.41,48447.41,2777484,16642,212,,8472.33,-82.51,55+
CMP-5599,Campaign_599,Organic,Engagement,09/08/2021,2021-11-03,"$26,203.22","$26,203.22",2506187,175397,21495,7.0%,7518277.12,28592.19,55+
CMP-5225,Campaign_225,tiktok,Traffic,19-Dec-2021,03/17/2022,$48557,$48557,4575078,251460,7091,,1149333.06,2266.96,25-34
CMP-5026,Campaign_26,tiktok,traffic,11/04/2021,16-Nov-2021,$15547,$15547,3021368,43181,712,1.43%,132930.89,755.04,ALL
CMP-5715,Campaign_715,Google,Conversions,06/10/2021,08/31/2021,"7,051.19","7,051.19",4447156,41192,1165,0.93%,190464.92,2601.17,55+
CMP-5437,Campaign_437,organic,Engagement,05/08/2021,06/14/2021,"$23,368.96","$23,368.96",0,0,0,,0.0,-364.63570061508875,All
CMP-5867,Campaign_867,e-mail,Brand Awareness,04/07/2022,05/12/2022,"$40,310.63","$40,310.63",4998099,66471,4535,1.33%,418409.38,937.96,"18-24,25-34"
CMP-5364,Campaign_364,Meta,conversions,10-May-2022,06/14/2022,$39678,$39678,359462,41415,7296,0.1152,436664.27,1000.51,"18-24,25-34"
CMP-5229,Campaign_229,email,CONVERSIONS,2023-04-15,2023-07-12,"$49,991.53","$49,991.53",3389537,136025,32055,0.0401,10122080.74,20147.59,55+
CMP-5037,Campaign_37,tiktok,TRAFFIC,10-Jul-2021,2021-08-16,"$26,784.80","$26,784.80",4903423,357469,43897,,4946554.65,18367.77,All
CMP-5881,Campaign_881,meta,Awareness,2023-04-27,04/16/2023,"$4,254.52","$4,254.52",1397243,101969,9678,7.3%,1734428.51,40666.73,45-54
CMP-5374,Campaign_374,ig,Conversions,2022-11-13,11/21/2022,"25,261.50","25,261.50",3465830,130704,8425,,1597220.12,6222.74,45-54
CMP-5469,Campaign_469,organic,TRAFFIC,08/01/2022,14-Aug-2022,"$42,642.58","$42,642.58",3761738,386138,64194,0.1026,9426755.2,22006.44,ALL
CMP-5883,Campaign_883,facebook,CONVERSIONS,19-Aug-2021,14-Sep-2021,$15516,$15516,4410904,507094,49566,,16261836.25,104704.66,25-34
CMP-5849,Campaign_849,TikTok,AWARENESS,03-Feb-2022,02/24/2022,"30,010.02","30,010.02",2469074,133369,18333,5.4%,5962131.29,19767.14,45-54
CMP-5664,Campaign_664,e-mail,awareness,08/30/2022,11/07/2022,"9,685.59","9,685.59",3779273,105246,2941,0.0278,670026.31,6817.76,45-54
CMP-5194,Campaign_194,linkedin,,08-May-2023,09-Feb-2023,$46114,$46114,3573617,-217477,36214,0.0609,5066075.6,10885.96,18-24
CMP-5778,Campaign_778,TIKTOK,engagement,10/09/2022,16-Dec-2022,"1,294.83","1,294.83",1844216,28281,2585,1.53%,845461.33,65195.16,35-44
CMP-5788,Campaign_788,TIKTOK,traffic,2021-03-08,04/08/2021,$38039,$38039,4134816,376170,29461,0.091,3238365.94,8413.19,55+
CMP-5503,Campaign_503,FB,Brand Awareness,2021-06-01,2021-08-11,"$16,758.99","$16,758.99",4626946,339153,59145,0.0733,11517885.07,68626.61,All
CMP-5885,Campaign_885,TikTok,traffic,07/21/2021,09/16/2021,"$6,408.96","$6,408.96",3499448,372263,16691,0.1064,,60870.47,"18-24,25-34"
CMP-5759,Campaign_759,Instagram,engagement,23-Jun-2022,04-Aug-2022,"44,328.63","44,328.63",128597,8175,1203,,143853.8,224.52,55+
CMP-5579,Campaign_579,Meta,traffic,16-Mar-2023,04/16/2023,16558.22,16558.22,683498,-18831,1618,0.0276,547787.12,3208.25,55+
CMP-5884,Campaign_884,Google,traffic,01/06/2023,03/03/2023,$34599,$34599,3384735,353243,68160,0.1044,13731836.62,39588.67,55+
CMP-5162,Campaign_162,seo,Traffic,06/16/2021,21-Jul-2021,$1934,$1934,880828,31703,2281,,185604.27,9498.6,All
CMP-5888,Campaign_888,LI,CONVERSIONS,18-Apr-2023,28-Jun-2023,"$46,481.50","$46,481.50",1964982,183879,33457,0.0936,9493242.15,20323.7,all
CMP-5152,Campaign_152,instagram,Traffic,11-Apr-2023,05/26/2023,"$35,074.70","$35,074.70",2259241,-145306,30089,0.0643,6002180.56,17012.56,
CMP-5622,Campaign_622,ig,,22-Aug-2021,2021-11-17,12019.72,12019.72,2919538,192686,2186,0.066,249947.67,1979.48,ALL
CMP-5680,Campaign_680,Instagram,CONVERSIONS,05-Mar-2022,09-Apr-2022,23308.51,23308.51,0,0,0,,0.0,-100.0,"18-24,25-34"
CMP-5689,Campaign_689,LinkedIn,CONVERSIONS,01/07/2022,01-Apr-2022,$5260,$5260,4155189,442051,47502,0.1064,3959674.07,75176.83,all
CMP-5111,Campaign_111,organic,TRAFFIC,08-Mar-2021,03/29/2021,"44,135.92","44,135.92",4264622,-478067,79137,0.1121,,27519.35,35-44
CMP-5226,Campaign_226,IG,AWARENESS,07/28/2022,2022-08-25,"$28,636.92","$28,636.92",327047,30484,1220,,388879.7,1257.97,35-44
CMP-5628,Campaign_628,LI,CONVERSIONS,2021-12-18,03/14/2022,$39183,$39183,4266756,440101,108757,0.1031,23043485.44,58710.52,"18-24,25-34"
CMP-5103,,LinkedIn,Awareness,05/17/2023,07/03/2023,37085.89,37085.89,2452156,272465,43038,0.1111,,26428.01,"18-24,25-34"
CMP-5421,Campaign_421,fb,CONVERSIONS,11/15/2021,29-Dec-2021,$35323,$35323,4323077,502487,104383,,14499338.15,40947.59,all
CMP-5419,Campaign_419,FB,Traffic,06/28/2021,2021-07-11,$30206,$30206,2815835,238245,42387,,11530685.05,38073.26,
CMP-5586,Campaign_586,Meta,awareness,07-Aug-2021,07-Sep-2021,"$29,640.41","$29,640.41",535859,40880,9467,,2093636.56,6963.45,18-24
CMP-5119,Campaign_119,LinkedIn,Awareness,11/20/2022,30-Dec-2022,"$13,797.46","$13,797.46",256125,5255,260,,56036.61,306.14,25-34
CMP-5053,Campaign_53,Organic,Engagement,26-Sep-2022,11/12/2022,$33972,$33972,1958005,56016,13336,2.86%,483872.9,1324.33,25-34
CMP-5151,Campaign_151,seo,Awareness,09/20/2021,27-Nov-2021,6568.67,6568.67,2541100,144152,18515,,6346382.56,96515.94,35-44
CMP-5403,Campaign_403,email,AWARENESS,2021-04-06,2021-06-03,"17,766.73","17,766.73",4643805,468473,20960,10.09%,2431536.57,13585.9,35-44
CMP-5862,Campaign_862,linkedin,traffic,2023-05-21,08-Jul-2023,"$28,533.37","$28,533.37",4891350,137758,22508,,4110917.36,14307.4,35-44
CMP-5207,Campaign_207,Google,Conversions,2022-08-30,2022-09-15,$40543,$40543,2248969,93493,5548,4.16%,497160.82,1126.25,All
CMP-5770,Campaign_770,instagram,Conversions,2022-06-16,2022-07-31,32204.16,32204.16,174532,7852,321,,67509.2,109.63,18-24
CMP-5696,Campaign_696,TIKTOK,conversions,2022-09-21,10/17/2022,$5656,$5656,2264267,259618,38801,,,35907.95,ALL
CMP-5008,Campaign_8,fb,awareness,2021-07-27,2021-09-11,"$7,933.96","$7,933.96",491394,13327,523,0.0271,123978.47,1462.63,18-24
CMP-5766,Campaign_766,meta,AWARENESS,27-Dec-2021,2021-10-07,,,671710,11720,430,0.0174,72655.31,295.28,35-44
CMP-5036,Campaign_36,Google Ads,Awareness,2022-04-28,30-May-2022,"$9,071.62","$9,071.62",1886887,181684,39381,9.63%,13173828.77,145120.24,35-44
CMP-5452,Campaign_452,instagram,traffic,01/08/2022,19-Jan-2022,$26509,$26509,4348803,86848,10419,,3459798.33,12951.34,"18-24,25-34"
CMP-5253,Campaign_253,google,traffic,04/22/2022,11-Mar-2022,$46086,$46086,4625557,58402,14393,1.26%,1221198.32,2549.81,18-24
CMP-5303,Campaign_303,tiktok,,22-Nov-2021,26-Jan-2022,$9500,$9500,3403697,-62587,2257,,532676.67,5507.2,"18-24,25-34"
CMP-5879,Campaign_879,LI,ENGAGEMENT,09-May-2022,27-Jul-2022,"$34,741.81","$34,741.81",4947729,438456,102923,0.0886,14050352.61,-297.52178384068213,35-44
CMP-5571,Campaign_571,Meta,Engagement,09/18/2021,2021-10-11,,,2289824,232489,51821,,10629111.14,107575.6,all
CMP-5623,Campaign_623,Email Marketing,ENGAGEMENT,04/13/2022,05/10/2022,"7,070.23","7,070.23",3950519,246089,30376,6.23%,6986394.37,98714.24,35-44
CMP-5649,Campaign_649,Google,,09/19/2022,2022-07-02,$37468,$37468,4117353,170317,30819,0.0414,1348534.61,3499.19,ALL
CMP-5658,Campaign_658,Facebook,Conversions,04/11/2022,2022-06-10,15042.97,15042.97,2030014,66266,15327,3.26%,721695.63,4697.56,45-54
CMP-5262,Campaign_262,organic,Traffic,2022-01-20,2022-02-22,"$1,826.88","$1,826.88",2016801,77027,18973,3.82%,5619948.73,307525.5,All
CMP-5610,Campaign_610,meta,Brand Awareness,2022-11-11,2022-12-25,"46,970.79","46,970.79",103590,3718,522,3.59%,153751.76,227.33,
CMP-5297,Campaign_297,email,engagement,21-Apr-2022,2022-06-22,$40900,$40900,4373605,413731,25664,9.46%,5764798.86,13994.69,25-34
CMP-5414,Campaign_414,tiktok,engagement,2021-11-27,20-Feb-2022,$14889,$14889,2109953,188385,28126,8.93%,8212783.03,55060.52,ALL
CMP-5150,Campaign_150,FB,Brand Awareness,17-Apr-2021,2021-06-09,"15,691.29","15,691.29",1096546,58126,14450,,2881849.75,18265.92,"18-24,25-34"
CMP-5721,Campaign_721,Organic,Awareness,18-Dec-2022,16-Mar-2023,$9998,$9998,4524538,66148,13846,0.0146,886753.28,8769.06,55+
CMP-5640,Campaign_640,e-mail,conversions,11/17/2021,06-Jan-2022,"$19,162.59","$19,162.59",515598,47898,8106,0.0929,,5185.0,"18-24,25-34"
CMP-5809,Campaign_809,,Traffic,12/04/2022,02/09/2023,$29310,$29310,4526830,367044,65428,8.11%,2739042.27,9245.2,
CMP-5550,Campaign_550,tiktok,engagement,03-Jul-2022,2022-06-01,$6352,$6352,1592581,102673,9361,0.0645,1677783.22,26313.09,18-24
CMP-5812,Campaign_812,SEO,Conversions,27-Jan-2023,11-Feb-2023,"$1,729.19","$1,729.19",965993,54280,3865,5.62%,1217784.5,70325.14,45-54
CMP-5488,,email,Engagement,2021-12-08,2022-01-04,"$36,989.62","$36,989.62",3657805,435516,39227,,3272313.89,8746.57,25-34
CMP-5147,Campaign_147,Facebook,engagement,28-Jun-2022,2022-09-22,$46018,$46018,3733951,66943,9327,0.0179,3022831.25,6468.8,
CMP-5146,Campaign_146,Organic,Brand Awareness,25-Oct-2022,12/11/2022,16081.9,16081.9,2920952,213700,29446,7.32%,7118124.07,44161.71,55+
CMP-5659,Campaign_659,ig,Conversions,06/20/2023,11-Jun-2023,"$13,885.16","$13,885.16",4775894,56839,5286,,302705.13,2080.06,35-44
CMP-5848,Campaign_848,LinkedIn,engagement,2023-03-21,01-May-2023,$3694,$3694,1930425,105179,9816,5.45%,,58831.92,45-54
CMP-5675,Campaign_675,meta,ENGAGEMENT,12/06/2022,12/30/2022,"12,215.38","12,215.38",1226645,92237,10793,7.52%,1962690.15,15967.37,18-24
CMP-5348,Campaign_348,Google,Traffic,05-Aug-2022,23-Sep-2022,"$31,732.92","$31,732.92",956642,-44082,9642,0.0461,,2512.77,
CMP-5463,Campaign_463,Email Marketing,awareness,04/02/2022,27-Apr-2022,"$49,813.75","$49,813.75",2716713,214174,32126,,1573125.47,3058.01,18-24
CMP-5325,Campaign_325,facebook,Traffic,21-Sep-2021,2021-11-28,$15913,$15913,1342096,101170,5612,7.54%,1374635.52,8538.58,
CMP-5186,Campaign_186,ig,Awareness,07/29/2021,2021-08-09,"$49,997.48","$49,997.48",4761660,471358,87018,0.099,9354379.46,18609.7,55+
CMP-5123,Campaign_123,Email,Awareness,2022-11-10,19-Nov-2022,"$7,316.88","$7,316.88",0,0,0,,0.0,-100.0,ALL
CMP-5777,Campaign_777,LI,traffic,2023-02-13,25-Feb-2023,"39,617.25","39,617.25",682641,30747,3795,0.045,536816.1,1255.01,18-24
CMP-5608,Campaign_608,EMAIL,Brand Awareness,03/01/2021,05/22/2021,33847.94,33847.94,2051021,150304,31739,0.0733,3812614.55,11163.95,
CMP-5143,Campaign_143,Google,Awareness,04-Dec-2021,17-Feb-2022,$44580,$44580,0,0,0,,0.0,-100.0,"18-24,25-34"
CMP-5874,Campaign_874,Organic,ENGAGEMENT,24-Feb-2022,2022-03-19,"$7,259.10","$7,259.10",3936999,252687,19944,,4605438.9,63343.66,"18-24,25-34"
CMP-5197,Campaign_197,SEO,ENGAGEMENT,2021-01-28,2021-03-17,$49352,$49352,2668305,126965,24696,,4495448.34,9008.94,All
CMP-5609,,SEO,Awareness,2021-08-09,2021-10-21,"34,661.20","34,661.20",2334189,33985,2891,1.46%,,2529.32,25-34
CMP-5279,Campaign_279,facebook,awareness,01/04/2023,2023-01-23,$42407,$42407,1028502,63989,2211,0.0622,,729.91,ALL
CMP-5293,Campaign_293,fb,,2021-10-24,12/04/2021,$32542,$32542,2725589,160799,29604,5.9%,9268690.66,28381.93,"18-24,25-34"
CMP-5400,Campaign_400,Email Marketing,TRAFFIC,01/14/2023,03/24/2023,$25956,$25956,1577636,88060,4882,5.58%,367926.99,1317.52,55+
CMP-5122,Campaign_122,Google Ads,,2022-11-08,12/03/2022,$19085,$19085,184471,8269,662,,61400.84,221.71,All
CMP-5183,Campaign_183,Instagram,,2021-09-20,2021-11-08,"$10,149.14","$10,149.14",251830,4161,225,,73194.83,621.19,45-54
CMP-5202,Campaign_202,Google,engagement,12/01/2021,2022-02-06,$18322,$18322,4342842,451812,12884,10.4%,,2349.85,18-24
CMP-5438,Campaign_438,Organic,TRAFFIC,12-Jul-2022,2022-08-22,45950.35,45950.35,1287871,142605,16804,0.1107,787764.3,1614.38,55+
CMP-5246,Campaign_246,Organic,CONVERSIONS,2021-05-02,2021-06-30,"13,232.12","13,232.12",4131651,273295,26955,0.0661,,46572.19,45-54
CMP-5415,Campaign_415,Google,,12-Apr-2023,2023-05-15,10769.18,10769.18,3474813,316031,27021,,5658951.35,52447.65,All
CMP-5897,Campaign_897,meta,Awareness,2022-11-24,02/09/2023,$49426,$49426,4159201,359169,39625,8.64%,5710896.05,11454.34,35-44
CMP-5808,Campaign_808,TIKTOK,,07/15/2021,21-Aug-2021,$13280,$13280,1179475,125866,13866,,2364561.69,-343.94960734467827,ALL
CMP-5129,Campaign_129,instagram,Awareness,09/06/2022,08/09/2022,$27539,$27539,3331254,101892,13350,,1350409.03,4803.69,45-54
CMP-5637,,GOOGLE,traffic,15-Jan-2023,09-Feb-2023,23487.67,23487.67,1912739,184397,37729,9.64%,8420903.95,35752.44,45-54
CMP-5402,Campaign_402,Google,awareness,08/13/2021,2021-08-21,"$10,823.43","$10,823.43",194336,9359,2012,,178772.28,1551.72,"18-24,25-34"
CMP-5717,Campaign_717,SEO,CONVERSIONS,08-Jul-2021,2021-09-17,"$1,780.59","$1,780.59",4070796,245590,7604,6.03%,441719.82,24707.5,45-54
CMP-5704,,tiktok,traffic,03/23/2021,04/26/2021,32341.32,32341.32,293811,5261,172,1.79%,43416.54,34.24,
CMP-5832,Campaign_832,Google,conversions,30-Oct-2022,11/12/2022,,,3059627,28982,6387,,292074.3,512.16,All
CMP-5219,Campaign_219,Email Marketing,engagement,02/16/2023,2023-03-17,10781.44,10781.44,1928803,163849,32277,0.0849,7522066.08,69668.66,All
CMP-5641,,Organic,Engagement,22-Oct-2021,12/29/2021,"$44,111.21","$44,111.21",0,0,0,,0.0,-100.0,
CMP-5834,Campaign_834,instagram,ENGAGEMENT,2021-10-30,01/21/2022,"$28,855.72","$28,855.72",3689742,244006,3483,6.61%,148337.23,414.07,
CMP-5868,Campaign_868,Email,Engagement,2022-12-10,01/15/2023,$10729,$10729,1808942,38712,5539,2.14%,1709595.8,15834.17,55+
CMP-5837,Campaign_837,instagram,conversions,11-Aug-2022,09/25/2022,"$18,201.32","$18,201.32",900293,24340,2639,0.027,558002.56,-179.9632510944419,"18-24,25-34"
CMP-5624,Campaign_624,ig,Conversions,19-Aug-2022,2022-10-09,"30,642.49","30,642.49",1113028,33356,5010,3.0%,,2111.79,
CMP-5765,Campaign_765,LinkedIn,TRAFFIC,2023-03-12,2023-06-09,"$13,102.95","$13,102.95",1889892,200961,16215,0.1063,,40875.05,all
CMP-5694,Campaign_694,SEO,Traffic,12/04/2021,11/06/2021,$779,$779,4144314,477854,108144,11.53%,31863789.25,4090297.73,18-24
CMP-5386,Campaign_386,Meta,conversions,2021-11-25,02/02/2022,"47,206.21","47,206.21",821193,85653,1437,,483170.48,923.53,All
CMP-5887,Campaign_887,e-mail,CONVERSIONS,08-Aug-2022,08/29/2022,"$3,914.12","$3,914.12",2076682,108993,13323,5.25%,1558118.24,39707.63,ALL
CMP-5509,,organic,AWARENESS,07/19/2021,07/27/2021,$42093,$42093,4736306,160624,20521,,3654701.04,8582.52,
CMP-5267,Campaign_267,ig,TRAFFIC,05/06/2023,06/24/2023,"$6,058.01","$6,058.01",1650361,178417,26753,10.81%,3860018.83,63617.6,35-44
CMP-5749,Campaign_749,Email,traffic,09-Apr-2022,06/21/2022,"$27,951.41","$27,951.41",22806,612,51,0.0268,3740.26,-86.62,"18-24,25-34"
CMP-5441,Campaign_441,meta,awareness,2021-07-04,2021-09-17,"$31,046.56","$31,046.56",151260,7783,436,0.0515,30426.15,-2.0,all
CMP-5496,Campaign_496,Organic,Brand Awareness,2022-11-05,2022-12-25,"$26,354.28","$26,354.28",3112222,78371,4622,2.52%,,4645.48,55+
CMP-5112,Campaign_112,ig,Conversions,2022-12-12,02/23/2023,3768.99,3768.99,939026,87575,15536,,3341061.26,88546.06,All
CMP-5691,Campaign_691,IG,TRAFFIC,03/27/2021,09-Jun-2021,"32,584.11","32,584.11",4199739,117450,7394,2.8%,1391087.46,4169.22,55+
CMP-5232,Campaign_232,Organic,awareness,02/17/2021,05/12/2021,"$16,449.83","$16,449.83",2749716,251748,37475,9.16%,8571112.94,52004.57,35-44
CMP-5793,Campaign_793,Instagram,conversions,01-Feb-2022,2022-03-30,,,712517,51171,11597,7.18%,,3301.24,45-54
CMP-5607,Campaign_607,Google Ads,AWARENESS,02/26/2023,03/30/2023,"$15,836.46","$15,836.46",2901030,197466,44485,6.81%,9448522.02,59563.09,45-54
CMP-5671,Campaign_671,instagram,traffic,10/18/2022,29-Jul-2022,,,4987667,48759,5454,,1230106.29,2855.81,
CMP-5373,Campaign_373,Organic,AWARENESS,12/20/2022,07-Oct-2022,14417.93,14417.93,2976482,164518,38092,5.53%,12342192.16,85503.08,35-44
CMP-5896,Campaign_896,ig,conversions,2022-09-05,12/02/2022,24916.16,24916.16,945247,-82123,19481,0.0869,,15002.52,55+
CMP-5892,Campaign_892,linkedin,engagement,09/15/2021,23-Oct-2021,"2,434.74","2,434.74",4476722,522586,27794,11.67%,9021697.46,370440.49,All
CMP-5233,Campaign_233,Email Marketing,awareness,30-May-2023,03/27/2023,"24,184.22","24,184.22",1925345,140474,15534,0.073,4709340.13,19372.78,45-54
CMP-5718,Campaign_718,Google,,2022-06-09,07/14/2022,"9,617.69","9,617.69",3258261,226524,26056,0.0695,8361111.69,86834.72,45-54
CMP-5676,Campaign_676,fb,awareness,09-Jun-2022,07/27/2022,"$13,567.95","$13,567.95",9079,608,145,,18100.43,33.41,55+
CMP-5317,Campaign_317,FB,CONVERSIONS,01/02/2023,02/27/2023,46748.67,46748.67,1093993,118802,25631,10.86%,1492856.6,3093.37,"18-24,25-34"
CMP-5648,Campaign_648,instagram,ENGAGEMENT,07-Jan-2021,04/02/2021,"1,548.37","1,548.37",3470026,104240,8731,,2869702.84,185237.02,25-34
CMP-5410,Campaign_410,Google Ads,TRAFFIC,2021-10-22,11-Dec-2021,"$6,719.28","$6,719.28",1614098,50800,8888,0.0315,1388987.52,20571.67,25-34
CMP-5564,Campaign_564,instagram,Traffic,01-Jan-2023,18-Feb-2023,"$3,730.87","$3,730.87",3684554,432440,32927,11.74%,3711989.69,99393.94,All
CMP-5709,Campaign_709,Email,AWARENESS,2021-06-04,04/14/2021,19232.35,19232.35,0,0,0,,0.0,-100.0,25-34
CMP-5358,,Facebook,traffic,20-Sep-2022,16-Dec-2022,"43,741.85","43,741.85",2777903,126993,21968,0.0457,2607615.74,5861.38,55+
CMP-5258,Campaign_258,Email Marketing,awareness,2023-04-04,2023-05-25,40480.92,40480.92,3092235,370677,28878,0.1199,1483233.95,3564.03,All
CMP-5627,Campaign_627,LI,ENGAGEMENT,2022-08-07,10/25/2022,$3690,$3690,624519,40184,3540,6.43%,1151524.1,31108.05,All
CMP-5632,Campaign_632,seo,traffic,2021-02-16,2021-03-15,"$18,605.09","$18,605.09",4267252,157313,3741,3.69%,1222321.43,6469.82,"18-24,25-34"
CMP-5282,Campaign_282,IG,awareness,26-Mar-2022,28-May-2022,"27,977.32","27,977.32",572696,39161,7983,0.0684,2691938.5,9521.86,45-54
CMP-5376,Campaign_376,linkedin,TRAFFIC,09/14/2022,11-Jul-2022,"41,585.66","41,585.66",3122326,218929,16000,,1306453.21,3041.6,"18-24,25-34"
CMP-5384,Campaign_384,organic,Engagement,10/27/2021,11/23/2021,,,2038165,190182,7235,,1321281.98,5832.72,all
CMP-5224,Campaign_224,seo,ENGAGEMENT,01/02/2021,22-Jan-2021,21196.24,21196.24,2661435,52940,6131,0.0199,1394148.08,6477.34,All
CMP-5869,Campaign_869,IG,,15-Aug-2022,2022-09-19,3407.42,3407.42,3374239,236575,11896,7.01%,,68551.83,
CMP-5744,Campaign_744,TIKTOK,Awareness,10/12/2022,05-Jan-2023,"$35,662.92","$35,662.92",4889766,573017,70698,0.1172,17832565.67,49903.1,25-34
CMP-5472,Campaign_472,linkedin,Conversions,02-Mar-2021,2021-04-01,,,2716123,124943,21139,,823316.54,-259.18860654368575,
CMP-5347,Campaign_347,fb,Brand Awareness,04/20/2021,16-Jul-2021,"$7,547.32","$7,547.32",4930734,70929,10878,0.0144,1445844.14,19057.05,"18-24,25-34"
