shipment_id,order_id,origin_city,origin_state,dest_city,dest_state,carrier,ship_date,delivery_date,delivery_days,weight_kg,length_cm,width_cm,height_cm,shipping_cost_usd,delivery_status,tracking_number,priority,insurance_value,damage_reported
SHP-53582,ORD-16609,Springfield,IL,Macon,GA,OnTrac,2023-10-01,2023-10-15,14,136.72,148.8,13.7,61.8,215.63,Out for Delivery,1Z4DH6DJ5F22JBN3BU,Standard,3368.95,Yes
SHP-53583,ORD-14527,AZ City,AZ,Springfield,NJ,Amazon Logistics,2023-09-30,2023-10-09,9,92.65,89.9,91.7,62.6,279.14,Delivered,1Z2ZYX44HNV67Y3YHK,Economy,4062.88,No
SHP-53584,ORD-54276,Athens,GA,Peoria,IL,Old Dominion,2024-04-04,2024-04-12,8,39.78,183.5,50.5,12.2,66.14,Delivered,1Z63PJ00ELAMYDCBWA,Economy,1604.3,No
SHP-53585,ORD-24968,Naperville,IL,Springfield,AZ,Amazon Logistics,2025-03-20,2025-03-26,6,29.11,121.1,10.5,65.9,77.65,In Transit,1ZMFJVVLXPTLZJCH53,Overnight,1865.17,No
SHP-53586,ORD-21198,Orlando,FL,Dallas,TX,DHL,2024-04-01,2024-04-05,4,115.45,196.9,76.3,56.0,203.05,Delivered,1ZVSQKJZD5M7P3J2X2,Economy,4692.97,No
SHP-53587,ORD-29299,Riverside,MI,Boston,MA,XPO Logistics,2024-10-20,2024-10-24,4,54.92,132.4,38.6,30.0,155.75,Out for Delivery,1Z252W5OQK57W6IJ20,Overnight,2093.29,Yes
SHP-53588,ORD-41928,Sacramento,CA,AZ City,AZ,Old Dominion,2024-09-03,2024-09-15,12,46.91,16.7,10.3,60.3,68.5,Delivered,1Z5ZTSXEE8M7KG6MGV,Overnight,3923.99,Yes
SHP-53589,ORD-15220,Springfield,NJ,Springfield,AZ,OnTrac,2022-12-22,2022-12-26,4,73.24,125.9,75.2,65.7,148.73,Returned,1Z6M0ECMRU9GG11ITX,Economy,3397.64,No
SHP-53590,ORD-28802,Fairview,AZ,Akron,OH,Old Dominion,2023-01-06,2023-01-14,8,84.69,78.6,89.1,45.1,98.81,Delivered,1Z5729WNQYSIJHVKO9,Economy,304.91,No
SHP-53591,ORD-23249,Augusta,GA,Pittsburgh,PA,USPS,2022-09-17,2022-09-28,11,96.04,45.5,47.9,10.0,132.99,Returned,1Z79NKL7A21XOPW4LK,Overnight,316.09,No
SHP-53592,ORD-40500,Springfield,MI,Orlando,FL,DHL,2024-03-11,2024-03-25,14,35.95,68.6,48.6,40.7,27.17,Delivered,1ZGUKWH06IX00HQRG8,Standard,2610.64,No
SHP-53593,ORD-59184,Atlanta,GA,Naperville,IL,USPS,2023-08-12,2023-08-17,5,94.52,81.6,24.8,43.2,133.91,Returned,1Z5JBJFQJ6HHN77FBB,Express,1615.45,No
SHP-53594,ORD-48826,Fort Lauderdale,FL,Springfield,MI,XPO Logistics,2023-09-01,2023-09-10,9,93.86,73.5,95.2,17.4,193.06,Returned,1ZJ1RYBY8EYRGLS993,Economy,3002.2,No
SHP-53595,ORD-55279,Austin,TX,VA City,VA,UPS,2022-11-08,2022-11-12,4,19.52,25.9,11.6,30.3,17.49,Delivered,1ZMOAJMIISQJ4NVQJ7,Overnight,2156.51,No
SHP-53596,ORD-28594,Miami,FL,Peoria,IL,Old Dominion,2025-08-05,2025-08-08,3,141.58,76.1,79.3,48.9,273.81,Delayed,1ZIMABQ506ZGSCBZT2,Economy,1271.37,No
SHP-53597,ORD-49665,Buffalo,NY,Wilmington,NC,UPS,2023-12-20,2023-12-24,4,87.16,141.0,5.4,45.7,197.04,In Transit,1ZY87XEZ4XLWKKU2LS,Overnight,4114.43,No
SHP-53598,ORD-51482,Rochester,NY,Peoria,IL,Amazon Logistics,2025-02-07,2025-02-19,12,116.62,107.3,78.1,32.3,247.16,Delivered,1ZI17D7KE6G0SZFTWH,Standard,3595.37,No
SHP-53599,ORD-41348,Spokane,WA,MI City,MI,DHL,2025-04-06,2025-04-15,9,94.01,127.5,69.9,11.2,288.66,Delivered,1Z70PBNQLJ2HLG1HH9,Overnight,177.94,No
SHP-53600,ORD-16791,Charlotte,NC,Syracuse,NY,OnTrac,2025-05-02,2025-05-04,2,22.71,73.3,46.1,27.1,23.76,Delivered,1Z8867FFBGY5RNV9A7,Standard,204.37,Yes
SHP-53601,ORD-57245,Dallas,TX,Madison,AZ,DHL,2024-06-24,2024-07-07,13,119.77,38.1,59.3,20.7,222.98,Delivered,1Z6L203OTAFQK1Q5GV,Economy,2688.32,No
SHP-53602,ORD-25335,Athens,GA,Houston,TX,Amazon Logistics,2025-05-15,2025-05-20,5,142.6,69.8,27.1,30.5,370.25,Returned,1ZQ1IUO4ZPHHE5CGL1,Standard,1932.71,No
SHP-53603,ORD-16986,Riverside,MI,San Jose,CA,OnTrac,2024-01-14,2024-01-20,6,38.97,37.9,89.0,75.0,112.82,Delivered,1ZP98K6865VSR0IH2M,Economy,4399.32,No
SHP-53604,ORD-45817,Riverside,NJ,Wilmington,NC,UPS,2023-06-12,2023-06-21,9,102.6,133.9,56.3,20.4,222.37,Delayed,1Z6WNCL19J1Q80WBR3,Standard,1765.91,Yes
SHP-53605,ORD-35467,San Diego,CA,Rochester,NY,XPO Logistics,2023-05-25,2023-06-05,11,100.51,196.3,7.6,49.6,205.54,Delivered,1ZM8EXJL49D0Y196HS,Standard,2832.22,No
SHP-53606,ORD-49877,Atlanta,GA,Philadelphia,PA,XPO Logistics,2023-10-21,2023-10-29,8,110.82,72.1,55.6,14.2,122.36,Delivered,1ZNP7XANDFIROTMO2K,Economy,3134.15,Yes
SHP-53607,ORD-26462,Orlando,FL,Madison,VA,Amazon Logistics,2022-10-12,2022-10-19,7,27.44,91.7,63.4,65.2,67.47,Delivered,1ZS7W8RI6SPR8GH0FM,Standard,2578.19,No
SHP-53608,ORD-30828,Syracuse,NY,Springfield,MI,USPS,2025-09-30,2025-10-01,1,98.55,10.8,88.3,61.4,302.57,Delivered,1Z293DDLA9D2RD88U5,Overnight,4959.61,No
SHP-53609,ORD-29437,Austin,TX,Seattle,WA,DHL,2022-09-11,2022-09-12,1,77.99,67.6,22.2,67.2,131.43,Delayed,1ZM7FPM1P62NLJTM2B,Economy,3828.82,No
SHP-53610,ORD-38673,Atlanta,GA,Madison,AZ,Old Dominion,2024-05-26,2024-06-09,14,111.23,18.8,29.3,53.7,235.85,Delivered,1ZE3QHP5STV9UKLL53,Economy,4781.89,No
SHP-53611,ORD-12396,Bellevue,WA,Vancouver,WA,DHL,2025-08-26,2025-08-29,3,82.51,102.9,22.4,75.9,159.05,Delivered,1ZKT3EQOX65E1UH6I6,Overnight,4510.94,Yes
SHP-53612,ORD-21821,Springfield,NJ,Miami,FL,Old Dominion,2022-12-27,2022-12-30,3,133.29,80.3,86.3,10.2,364.07,Delayed,1ZNZNGV2KNN4UD0EF6,Express,3129.7,No
SHP-53613,ORD-20314,Philadelphia,PA,Riverside,MI,DHL,2022-05-27,2022-06-09,13,109.9,175.7,46.5,64.6,324.47,Returned,1ZD46BLVEUHH0P31F4,Economy,4568.14,No
SHP-53614,ORD-31186,Bellevue,WA,Bellevue,WA,Old Dominion,2024-05-24,2024-06-03,10,74.78,194.1,66.9,57.6,182.8,Delivered,1Z8P5GGORO9LOFMSFW,Economy,1213.18,No
SHP-53615,ORD-57745,Fairview,VA,Orlando,FL,DHL,2022-01-04,2022-01-10,6,97.24,100.4,74.3,29.2,249.81,Out for Delivery,1ZZYTWLG1ICXZ0VYR9,Standard,2080.95,No
SHP-53616,ORD-53511,Orlando,FL,Riverside,MI,UPS,2024-02-20,2024-03-01,10,115.41,49.2,16.6,56.1,161.06,Delivered,1ZZYPR7JF9NWGC42H8,Overnight,571.4,No
SHP-53617,ORD-41804,Spokane,WA,Boston,MA,Amazon Logistics,2024-03-10,2024-03-14,4,11.09,199.0,8.5,67.2,29.76,Returned,1ZCP4168R81236CFSW,Express,1150.49,No
SHP-53618,ORD-46110,Jacksonville,FL,AZ City,AZ,USPS,2024-07-14,2024-07-18,4,59.17,84.5,30.1,22.2,147.58,Returned,1ZQDT8QFGQOYWF113P,Express,4567.92,No
SHP-53619,ORD-36792,Allentown,PA,Pittsburgh,PA,USPS,2023-11-18,2023-11-28,10,129.97,82.2,61.4,14.5,162.07,Returned,1Z2MF7EO68ICX98BQQ,Standard,228.0,No
SHP-53620,ORD-44124,San Francisco,CA,Cambridge,MA,Amazon Logistics,2024-12-01,2024-12-09,8,138.12,94.2,29.8,53.2,266.17,Delivered,1ZJ07C1REN5C1SU0BX,Express,1583.37,Yes
SHP-53621,ORD-16212,Orlando,FL,Springfield,MA,FedEx,2022-08-07,2022-08-18,11,143.86,188.2,38.7,21.9,247.8,Delivered,1Z1VRHX36ZN75GOOO8,Overnight,525.93,Yes
SHP-53622,ORD-10412,Akron,OH,Augusta,GA,XPO Logistics,2022-06-15,2022-06-24,9,139.22,165.4,99.0,42.6,424.0,Delivered,1ZQ91T038SE7NTQRT3,Express,3284.03,No
SHP-53623,ORD-28033,NJ City,NJ,Bellevue,WA,Amazon Logistics,2022-08-09,2022-08-20,11,87.77,106.1,59.2,61.4,241.38,In Transit,1Z9E2F8EJ2E2JYOSYW,Economy,960.46,No
SHP-53624,ORD-28782,Augusta,GA,Buffalo,NY,Old Dominion,2025-10-24,2025-10-27,3,46.53,164.0,76.4,33.9,31.6,Returned,1ZL30FKAXQ0J89FDHD,Overnight,1274.52,No
SHP-53625,ORD-38341,Erie,PA,San Jose,CA,DHL,2022-01-27,2022-02-04,8,68.46,97.6,96.7,23.1,147.62,Returned,1ZDHVP31LX474W6Q5N,Express,3962.13,Yes
SHP-53626,ORD-15810,Cleveland,OH,San Jose,CA,UPS,2025-04-14,2025-04-18,4,32.88,29.3,60.8,9.7,95.42,Returned,1ZV7S38IDFXA3CD5AK,Overnight,4936.29,No
SHP-53627,ORD-44181,Syracuse,NY,Wilmington,NC,UPS,2024-07-23,2024-08-04,12,133.88,32.0,14.8,38.9,170.1,Out for Delivery,1ZST24COBAPQRNUB3D,Economy,1703.05,No
SHP-53628,ORD-21023,Riverside,AZ,Naperville,IL,Old Dominion,2025-05-11,2025-05-22,11,33.18,83.6,69.7,43.4,84.57,Delayed,1ZBZM1ZNQLFVM1NAM8,Standard,3120.68,No
SHP-53629,ORD-31254,Albany,NY,Spokane,WA,UPS,2024-07-16,2024-07-28,12,10.67,78.4,14.4,45.5,21.07,Delivered,1Z8X3O80BFA8F5G128,Express,97.12,No
SHP-53630,ORD-41650,Springfield,AZ,Pittsburgh,PA,FedEx,2025-07-28,2025-07-30,2,128.77,39.6,87.5,48.2,126.57,Delayed,1ZBRKIRBFL3JR387B4,Overnight,3845.14,Yes
SHP-53631,ORD-35775,Tacoma,WA,Houston,TX,UPS,2023-11-18,2023-11-24,6,148.25,113.6,14.9,36.5,189.13,Delivered,1ZR1QZ9TY54WNV9OXB,Express,3626.07,No
SHP-53632,ORD-51658,Springfield,VA,Fairview,MI,Old Dominion,2025-08-08,2025-08-19,11,41.94,69.5,68.6,78.5,89.52,Delivered,1ZM42FZLTOQH2SSQEE,Overnight,4246.86,Yes
SHP-53633,ORD-16840,Springfield,VA,Reading,PA,XPO Logistics,2025-02-07,2025-02-11,4,138.74,93.6,36.4,71.6,247.11,Returned,1ZX0FRU46510ETW2OB,Overnight,4385.17,No
SHP-53634,ORD-33071,Bellevue,WA,Fairview,AZ,Old Dominion,2023-03-22,2023-04-02,11,10.84,193.1,85.2,53.6,39.1,Delivered,1ZKDZP5T8H3A74O9RH,Overnight,4051.47,No
SHP-53635,ORD-57760,Atlanta,GA,Fairview,VA,USPS,2023-02-28,2023-03-14,14,79.86,139.1,99.0,21.1,233.74,Returned,1Z2YMNQFL1XODY6RAY,Standard,2691.94,No
SHP-53636,ORD-46839,Austin,TX,Orlando,FL,USPS,2025-08-24,2025-08-31,7,87.66,174.1,32.7,72.7,101.33,Delivered,1Z3HUJLSOV8Y0D189E,Express,617.96,No
SHP-53637,ORD-36842,Springfield,AZ,San Jose,CA,OnTrac,2023-06-23,2023-06-30,7,24.61,83.6,45.0,11.2,28.1,In Transit,1ZYSD9SK6N2HD5LYGN,Express,656.51,No
SHP-53638,ORD-32865,Springfield,MI,Springfield,MA,Old Dominion,2025-05-06,2025-05-20,14,113.47,8.6,18.1,5.9,78.34,Delivered,1ZGSMZAPZBQ8B9HXQ5,Standard,3176.9,No
SHP-53639,ORD-37752,Pittsburgh,PA,Wilmington,NC,DHL,2023-10-22,2023-11-04,13,112.6,119.7,24.0,11.2,104.22,Delivered,1ZEUDAU4HGI0EWC1OF,Standard,2686.09,No
SHP-53640,ORD-27896,Los Angeles,CA,MI City,MI,FedEx,2023-05-23,2023-06-02,10,30.73,66.4,77.5,39.6,38.52,In Transit,1ZA0DA6KSQKJCQ1T3U,Standard,4125.19,Yes
SHP-53641,ORD-46215,Madison,AZ,Boston,MA,OnTrac,2024-07-15,2024-07-29,14,67.88,90.0,63.8,11.4,112.09,Out for Delivery,1ZHJ0S7GYL4P9WG2PC,Overnight,1873.2,No
SHP-53642,ORD-22868,Rochester,NY,AZ City,AZ,OnTrac,2025-02-03,2025-02-13,10,76.23,144.3,32.1,55.2,185.79,In Transit,1Z4NGL9ZOO2IUJDS9B,Overnight,3862.27,Yes
SHP-53643,ORD-43516,Los Angeles,CA,Springfield,NJ,DHL,2024-01-02,2024-01-03,1,100.09,175.1,14.2,73.8,133.96,In Transit,1ZI5WF2PKCJZGXDYJ1,Standard,4702.86,Yes
SHP-53644,ORD-13953,Buffalo,NY,Fairview,AZ,UPS,2024-03-08,2024-03-21,13,113.99,138.9,66.9,41.6,237.99,Returned,1Z82UITJMY35RU1JEA,Standard,2876.16,No
SHP-53645,ORD-47804,Albany,NY,Akron,OH,XPO Logistics,2024-04-25,2024-05-07,12,6.37,90.1,36.2,5.2,17.87,Delayed,1ZRZN962ASDAM2XXLS,Standard,3283.71,No
SHP-53646,ORD-24235,Cleveland,OH,San Diego,CA,Old Dominion,2025-05-06,2025-05-10,4,146.26,101.6,85.0,52.3,216.47,Delayed,1Z18CRP7FY00FHWD7U,Overnight,780.49,No
SHP-53647,ORD-54403,AZ City,AZ,Lowell,MA,FedEx,2022-03-13,2022-03-15,2,149.51,97.1,35.3,26.6,174.94,Out for Delivery,1ZMV4JWPOFEZ4Z1UOG,Economy,2773.16,No
SHP-53648,ORD-53875,Springfield,AZ,Allentown,PA,XPO Logistics,2022-08-16,2022-08-24,8,62.93,126.3,56.8,27.9,148.41,Delivered,1ZLBH7ACNXCBNLEBSZ,Overnight,3016.08,No
SHP-53649,ORD-18211,Riverside,MI,VA City,VA,XPO Logistics,2025-04-12,2025-04-23,11,31.78,40.7,27.8,8.6,48.22,Returned,1ZNMKHLMZVQYNSMJ1L,Express,3246.23,Yes
SHP-53650,ORD-34865,Fairview,AZ,Cleveland,OH,OnTrac,2023-03-01,2023-03-15,14,108.99,170.3,66.8,70.7,234.28,Out for Delivery,1ZDINNKIHOZC54ZY0D,Express,1356.34,No
SHP-53651,ORD-52222,Akron,OH,Tacoma,WA,OnTrac,2022-06-14,2022-06-20,6,102.46,7.6,46.3,72.4,115.23,In Transit,1ZF3HMP4Y7KYD9TCNU,Express,727.39,No
SHP-53652,ORD-30369,Springfield,AZ,Toledo,OH,Amazon Logistics,2025-05-30,2025-06-04,5,133.31,178.3,28.1,48.7,144.61,Delivered,1ZY2RWDNNIMG68MCFL,Economy,1458.81,No
SHP-53653,ORD-30244,Sacramento,CA,Springfield,IL,USPS,2024-05-05,2024-05-10,5,45.3,186.2,9.2,32.5,41.03,Delivered,1Z2I84PW1U9MXIHW9M,Standard,1804.58,No
SHP-53654,ORD-55301,Miami,FL,Atlanta,GA,DHL,2022-07-14,2022-07-16,2,56.34,133.2,35.7,54.2,111.69,In Transit,1Z3MXHOKXKKZLX48CE,Express,313.6,Yes
SHP-53655,ORD-26096,New York,NY,Bellevue,WA,UPS,2024-11-04,2024-11-09,5,124.17,170.3,63.0,29.1,151.17,Delayed,1Z3EI0SSO3XV32FN7G,Overnight,4991.76,No
SHP-53656,ORD-59497,Springfield,AZ,Fairview,MI,OnTrac,2022-03-21,2022-04-02,12,110.71,190.6,63.3,47.1,137.9,Delivered,1ZYI8OFAAGCKRBW5AS,Economy,1965.26,Yes
SHP-53657,ORD-51428,Madison,NJ,Cleveland,OH,XPO Logistics,2022-06-13,2022-06-22,9,41.44,57.5,15.6,70.5,96.53,Delivered,1ZTOZ75JR7QJYE5D4A,Standard,4267.23,No
SHP-53658,ORD-59021,Los Angeles,CA,Vancouver,WA,XPO Logistics,2022-03-30,2022-04-04,5,44.61,56.8,7.8,42.0,130.75,Delayed,1ZNNSRCZS4YS9D310S,Express,1400.65,No
SHP-53659,ORD-59649,Riverside,NJ,Springfield,VA,DHL,2025-08-10,2025-08-11,1,104.74,11.0,59.3,31.5,86.81,Delivered,1ZLNYVZ50DIPCIZ1F3,Standard,1759.34,Yes
SHP-53660,ORD-52425,NJ City,NJ,Greensboro,NC,XPO Logistics,2023-03-30,2023-04-07,8,29.01,98.3,99.1,16.6,95.81,Out for Delivery,1Z4TF2Y6WINARWJNXC,Standard,1090.06,No
SHP-53661,ORD-12696,Vancouver,WA,Toledo,OH,FedEx,2023-11-04,2023-11-17,13,43.81,21.1,11.3,76.3,114.79,Delivered,1ZXYDKIXC562HB104E,Overnight,3716.0,No
SHP-53662,ORD-44979,Riverside,MI,Fort Worth,TX,FedEx,2025-08-07,2025-08-18,11,85.01,149.4,40.2,29.1,201.25,In Transit,1ZE4FZHKAGNXSDFOQW,Express,1251.33,No
SHP-53663,ORD-13860,Greensboro,NC,Austin,TX,Old Dominion,2024-01-21,2024-01-30,9,62.22,85.7,47.9,36.2,102.96,Out for Delivery,1ZBVWIKUR8K4QF5VXQ,Overnight,730.25,No
SHP-53664,ORD-56747,Charlotte,NC,Rochester,NY,FedEx,2023-05-20,2023-05-21,1,3.32,18.3,9.6,51.9,16.22,Delayed,1ZNZJMVYV21B2ZY4SB,Standard,2600.15,No
SHP-53665,ORD-37464,Pittsburgh,PA,Cincinnati,OH,DHL,2023-12-26,2024-01-05,10,123.6,190.7,58.1,72.7,154.54,Delivered,1ZGGBA73WBF99W9G59,Overnight,845.97,No
SHP-53666,ORD-17501,Sacramento,CA,Savannah,GA,OnTrac,2025-09-05,2025-09-07,2,105.94,163.2,81.4,73.7,127.59,Out for Delivery,1ZINP7BY9AZPDENIRL,Express,2157.96,No
SHP-53667,ORD-58815,Madison,NJ,Spokane,WA,FedEx,2025-06-13,2025-06-22,9,7.69,156.1,31.9,11.5,22.56,Delivered,1ZV6E75HYL1HRHW8D6,Express,2591.7,Yes
SHP-53668,ORD-41704,Buffalo,NY,Charlotte,NC,XPO Logistics,2025-05-16,2025-05-21,5,49.24,70.5,71.2,42.3,42.64,Delayed,1ZN813GF9PWROZ9WMG,Standard,858.54,No
SHP-53669,ORD-19298,Madison,NJ,Springfield,MA,UPS,2024-12-30,2025-01-12,13,13.9,114.9,92.2,47.6,28.07,Delayed,1Z2TDUD3M95P37WNJ0,Express,4975.15,No
SHP-53670,ORD-44820,Madison,NJ,Toledo,OH,FedEx,2023-11-10,2023-11-21,11,114.42,140.9,58.9,71.9,123.94,Delayed,1ZMARECU09NF65XVOV,Express,1923.73,Yes
SHP-53671,ORD-45317,Fairview,VA,Akron,OH,XPO Logistics,2022-06-27,2022-07-08,11,43.75,172.1,39.5,31.6,144.76,Delivered,1ZWGDEGFAAOU5E0WU9,Standard,201.13,No
SHP-53672,ORD-53394,Worcester,MA,Naperville,IL,UPS,2024-06-14,2024-06-20,6,82.01,185.7,75.4,72.6,250.69,Out for Delivery,1Z3M9TJHW3LE8J0XF7,Standard,4949.76,No
SHP-53673,ORD-28097,Riverside,NJ,Allentown,PA,USPS,2024-07-11,2024-07-24,13,74.06,175.5,68.8,35.6,169.71,Delivered,1ZFHXHJQ52SSLZBF2K,Express,120.21,No
SHP-53674,ORD-10598,Vancouver,WA,Los Angeles,CA,Old Dominion,2023-09-17,2023-09-27,10,14.27,34.1,96.8,51.3,19.55,In Transit,1ZSIC4YB8807NRWACI,Standard,2139.02,Yes
SHP-53675,ORD-47919,MI City,MI,Atlanta,GA,USPS,2025-06-28,2025-07-07,9,40.19,14.8,38.7,42.1,78.79,Delivered,1ZVET9QPDSH310GU4K,Overnight,3246.31,No
SHP-53676,ORD-26675,Seattle,WA,Los Angeles,CA,UPS,2025-05-27,2025-06-05,9,5.41,75.8,41.3,17.0,27.8,Delivered,1ZU8FFP3TFQFZAWQMK,Overnight,3729.76,No
SHP-53677,ORD-56959,Macon,GA,Jacksonville,FL,FedEx,2022-09-07,2022-09-15,8,16.72,162.6,59.7,18.3,52.15,Out for Delivery,1ZL3UZ7IYGXLRFJ2CW,Economy,4306.56,Yes
SHP-53678,ORD-30551,Allentown,PA,Peoria,IL,Old Dominion,2023-09-21,2023-09-25,4,144.8,41.5,49.2,48.3,378.49,Delivered,1ZV2GJB8GGOC345V53,Express,4959.39,No
SHP-53679,ORD-37721,San Diego,CA,Fairview,AZ,UPS,2022-07-15,2022-07-27,12,145.46,142.5,6.3,11.8,98.66,Delivered,1ZBI1RHQKK1ECPEMV7,Standard,3046.27,No
SHP-53680,ORD-55563,Allentown,PA,Greensboro,NC,Old Dominion,2024-04-11,2024-04-25,14,146.29,94.3,64.2,37.9,155.76,Delivered,1ZN0DB16ZVN1A2G9EJ,Standard,2140.95,No
SHP-53681,ORD-51348,Fairview,MI,Springfield,IL,FedEx,2025-01-19,2025-01-24,5,6.21,121.3,57.7,76.6,22.53,Delivered,1ZJPX0MWF52NCR1PRP,Standard,4794.39,No
SHP-53682,ORD-57846,Reading,PA,Riverside,MI,XPO Logistics,2024-12-01,2024-12-02,1,50.88,20.5,59.8,69.6,65.53,Delivered,1ZCYKTC7EHBR3QQOPC,Standard,4154.57,No
SHP-53683,ORD-22490,Springfield,NJ,Madison,VA,FedEx,2024-12-17,2024-12-21,4,116.08,103.6,39.8,75.5,260.97,In Transit,1ZT2INA1HGFXWZ9J71,Express,3218.74,No
SHP-53684,ORD-10862,Springfield,VA,Springfield,VA,USPS,2022-02-19,2022-02-21,2,124.97,6.4,98.3,54.1,155.86,Delivered,1Z1D0DFKM0G70XRBPG,Express,2072.05,Yes
SHP-53685,ORD-15201,Riverside,NJ,Durham,NC,Old Dominion,2022-09-15,2022-09-23,8,143.36,176.3,43.7,9.6,143.8,Out for Delivery,1ZFNPPR35V83XY9SSE,Economy,3754.49,No
SHP-53686,ORD-53063,Bellevue,WA,Austin,TX,FedEx,2022-12-15,2022-12-28,13,131.91,123.9,39.1,60.5,90.59,Out for Delivery,1Z0EHYWB078DH8OAG4,Standard,3145.48,No
SHP-53687,ORD-14928,Riverside,MI,Springfield,MI,DHL,2024-03-14,2024-03-21,7,108.79,80.3,49.9,47.4,258.26,Returned,1ZKHKJKZ8CWAW0SPDN,Standard,1342.91,Yes
SHP-53688,ORD-26844,Peoria,IL,Fairview,MI,XPO Logistics,2022-02-28,2022-03-07,7,115.24,41.4,24.2,69.2,212.99,Delivered,1ZIYIEJJEWO76G12V9,Standard,1568.6,No
SHP-53689,ORD-11206,Madison,AZ,Chicago,IL,UPS,2022-10-29,2022-11-01,3,40.54,73.9,60.0,25.0,118.52,Delivered,1ZHNXW8ZK2HG3S22J5,Overnight,3986.23,No
SHP-53690,ORD-22740,Durham,NC,Seattle,WA,Old Dominion,2025-05-29,2025-06-12,14,17.8,190.3,88.7,64.8,50.65,Delivered,1ZXHA6P061MEDNT51G,Standard,4378.31,No
SHP-53691,ORD-36372,Fort Worth,TX,Springfield,NJ,USPS,2022-11-01,2022-11-12,11,149.82,172.9,76.2,26.9,214.35,Delivered,1ZS6BWU22DN7W3057R,Standard,3180.66,No
SHP-53692,ORD-50657,Springfield,AZ,Philadelphia,PA,UPS,2025-01-26,2025-02-02,7,6.52,98.9,71.9,47.2,24.62,Delivered,1Z7W5NDGV2RQ8OXAUQ,Economy,3025.17,No
SHP-53693,ORD-15100,Jacksonville,FL,Seattle,WA,UPS,2024-09-13,2024-09-25,12,99.7,151.3,40.4,17.5,199.79,Delivered,1Z700GBBVLIW9SU30V,Express,798.88,No
SHP-53694,ORD-28375,Fairview,NJ,Naperville,IL,Amazon Logistics,2022-05-13,2022-05-14,1,32.29,109.4,15.9,76.9,97.08,Delivered,1ZHELV8J15DD91QDHE,Standard,3655.82,Yes
SHP-53695,ORD-46886,Greensboro,NC,Durham,NC,XPO Logistics,2022-09-24,2022-10-04,10,72.0,173.5,76.2,50.4,59.35,Out for Delivery,1ZDYM65HSNT59IKZWY,Economy,3017.76,No
SHP-53696,ORD-39357,Reading,PA,Durham,NC,FedEx,2025-09-23,2025-09-28,5,133.06,69.1,47.8,68.0,294.05,Out for Delivery,1ZBTECRJA9NR4J27QQ,Economy,4457.35,No
SHP-53697,ORD-31059,Albany,NY,Macon,GA,USPS,2023-04-25,2023-04-28,3,60.49,156.0,83.3,50.5,125.74,Delivered,1ZMLEMBMHM4WKHBNQ2,Economy,2958.93,No
SHP-53698,ORD-24863,Fairview,MI,Jacksonville,FL,Old Dominion,2025-01-19,2025-02-02,14,35.61,49.1,98.1,77.7,74.49,Delivered,1ZAL0BWP0RZ24KXO7Q,Express,2158.47,No
SHP-53699,ORD-57306,Miami,FL,Raleigh,NC,DHL,2025-06-13,2025-06-25,12,113.09,68.7,54.3,16.4,227.54,Delivered,1Z0I6K20GHR069PI85,Economy,4450.55,No
SHP-53700,ORD-58013,Greensboro,NC,Fort Worth,TX,Old Dominion,2022-12-21,2022-12-31,10,146.87,153.4,5.9,77.9,290.31,Delivered,1ZKH50TLRP12YSX8PZ,Economy,1822.73,Yes
SHP-53701,ORD-22261,NJ City,NJ,New York,NY,FedEx,2023-09-29,2023-10-09,10,42.4,82.4,86.2,69.1,52.84,Delivered,1ZWIBMPFOOTNNJ2XK3,Express,1229.31,No
SHP-53702,ORD-31764,NJ City,NJ,Fairview,MI,XPO Logistics,2023-02-15,2023-03-01,14,86.79,64.4,6.2,8.3,117.03,Returned,1ZAPJULZ1TKYUJNZBL,Overnight,3979.52,No
SHP-53703,ORD-47777,Pittsburgh,PA,Springfield,MA,Old Dominion,2023-06-22,2023-06-23,1,82.09,41.3,67.6,35.8,255.57,Delayed,1ZH2L8AN14CCG05YN3,Standard,516.65,No
SHP-53704,ORD-13843,Augusta,GA,Greensboro,NC,Amazon Logistics,2022-09-19,2022-10-02,13,15.85,165.8,32.2,30.7,25.05,Delivered,1ZYZMEA684X2NPXKYG,Express,2046.17,No
SHP-53705,ORD-22775,Fairview,NJ,Rochester,NY,Old Dominion,2024-02-23,2024-03-01,7,106.86,170.7,83.6,17.8,98.6,In Transit,1ZT4OOB93F2BRSK2JT,Overnight,3887.07,No
SHP-53706,ORD-15959,Augusta,GA,Erie,PA,OnTrac,2023-05-21,2023-05-24,3,82.52,196.4,86.6,70.8,174.86,Delivered,1Z90HC23NUW9SI2LF7,Overnight,3162.42,No
SHP-53707,ORD-39201,Miami,FL,Allentown,PA,Old Dominion,2025-05-23,2025-05-31,8,110.84,168.6,27.6,41.0,203.04,Out for Delivery,1ZACXJJY0OJAQKG14N,Economy,659.66,No
SHP-53708,ORD-41264,Wilmington,NC,Buffalo,NY,OnTrac,2023-06-03,2023-06-04,1,52.77,96.4,62.7,7.1,78.72,In Transit,1ZO1LMK6X0BHD1OIE4,Standard,2864.86,No
SHP-53709,ORD-52110,Austin,TX,Athens,GA,Amazon Logistics,2024-04-11,2024-04-17,6,51.45,125.4,49.2,34.9,144.92,Delivered,1Z6UJRIGV0EH85M0DM,Overnight,2040.16,No
