company_id,company_name,plan,mrr_usd,usage_events,account_age_days,region,industry,contract_months,signup_date,churn_date,churned,nps_score,support_tickets,last_login_date,seats
CO-7228,Vertex Analytics,Professional,217.97,19409,1779,Middle East,Consulting,6,2021-02-16,2022-12-22,True,69,21,2023-12-18,104
CO-7229,Nimbus Digital,Professional,313.18,8338,1776,North America,Education,6,2021-02-19,2023-04-08,True,-74,47,2025-12-10,277
CO-7230,Forge Analytics,Starter,56.44,23864,343,Europe,Technology,6,2025-01-22,,False,74,26,2025-05-10,390
CO-7231,Acme Cloud,Starter,42.37,59,1311,Latin America,Manufacturing,6,2022-05-30,,False,29,19,2023-05-02,103
CO-7232,Acme Labs,Professional,352.69,34153,1272,Latin America,Finance,3,2022-07-08,,False,-24,21,2025-05-27,393
CO-7233,Zenith Labs,Professional,454.82,34594,1241,Latin America,Consulting,6,2022-08-08,,False,9,43,2024-04-19,372
CO-7234,Forge Tech,Enterprise,1045.59,45739,992,Latin America,Education,24,2023-04-14,2023-06-15,True,-99,10,2023-05-10,285
CO-7235,Apex AI,Starter,73.59,24053,577,Asia Pacific,Healthcare,1,2024-06-02,,False,38,46,2025-01-14,105
CO-7236,Wave Inc,Starter,62.96,10301,1476,Asia Pacific,Technology,6,2021-12-16,,False,7,13,2022-08-29,431
CO-7237,Spark Inc,Free,0.0,26266,1580,Latin America,Healthcare,1,2021-09-03,,False,-75,31,2022-11-29,433
CO-7238,Vertex Tech,Professional,173.81,3339,642,Middle East,Technology,24,2024-03-29,,False,42,39,2024-05-26,261
CO-7239,Spark AI,Professional,164.13,32851,1499,Asia Pacific,Education,24,2021-11-23,,False,91,30,2023-07-30,260
CO-7240,Acme Analytics,Enterprise,2267.67,8266,1192,Asia Pacific,Finance,6,2022-09-26,2022-12-24,True,60,4,2024-11-23,234
CO-7241,Wave Inc,Professional,224.73,4819,1600,Asia Pacific,Finance,24,2021-08-14,2022-06-07,True,-69,27,2025-10-22,242
CO-7242,Nova Analytics,Enterprise,1580.79,34800,1628,Asia Pacific,Technology,24,2021-07-17,,False,-18,39,2023-03-13,197
CO-7243,Apex Labs,Professional,268.76,18446,468,Latin America,Government,1,2024-09-19,,False,-58,32,2024-10-02,133
CO-7244,Pulse Cloud,Starter,92.54,8948,702,Latin America,Finance,1,2024-01-29,2025-05-14,True,2,38,2024-03-04,272
CO-7245,Nova Digital,Enterprise,2180.98,28535,1819,Middle East,Education,12,2021-01-07,,False,-47,49,2025-10-20,232
CO-7246,Pulse Labs,Enterprise,3507.67,31836,504,Europe,Healthcare,3,2024-08-14,,False,-56,15,2025-12-06,488
CO-7247,Nimbus Corp,Enterprise,3543.14,7414,660,Middle East,Technology,1,2024-03-11,,False,-67,0,2024-06-15,286
CO-7248,Wave Analytics,Professional,136.75,46903,1265,Middle East,Healthcare,3,2022-07-15,,False,-84,39,2024-09-06,454
CO-7249,Forge Corp,Professional,494.83,37381,2061,Latin America,Government,24,2020-05-10,,False,-98,10,2023-01-16,17
CO-7250,Apex Labs,Enterprise,3976.51,49468,1505,Latin America,Retail,12,2021-11-17,,False,45,45,2025-08-18,18
CO-7251,Apex Solutions,Starter,70.31,7782,1054,Latin America,Consulting,3,2023-02-11,,False,-71,45,2025-11-27,360
CO-7252,Nova Digital,Professional,467.55,29958,327,North America,Government,6,2025-02-07,,False,90,20,2025-04-27,206
CO-7253,Vertex Tech,Starter,59.93,25907,740,Asia Pacific,Media,3,2023-12-22,,False,-7,45,2024-07-04,151
CO-7254,Pulse Digital,Enterprise,3795.2,1546,802,Middle East,Retail,3,2023-10-21,,False,54,13,2025-09-16,334
CO-7255,Zenith Inc,Enterprise,3717.87,37599,2187,Latin America,Manufacturing,6,2020-01-05,2021-12-19,True,-31,1,2022-07-16,7
CO-7256,Nova AI,Professional,460.34,47149,1232,Middle East,Media,24,2022-08-17,,False,0,24,2023-01-04,377
CO-7257,Apex Inc,Professional,321.51,12308,1485,Europe,Consulting,1,2021-12-07,2023-01-03,True,-73,38,2024-04-28,483
CO-7258,Forge Analytics,Enterprise,2395.67,19112,911,Asia Pacific,Consulting,24,2023-07-04,,False,88,30,2025-02-24,352
CO-7259,Forge Cloud,Starter,78.11,5882,520,Middle East,Retail,12,2024-07-29,,False,97,11,2024-12-28,245
CO-7260,Nimbus Inc,Enterprise,530.47,29697,1811,Asia Pacific,Finance,6,2021-01-15,2022-10-14,True,-14,36,2024-09-19,325
CO-7261,Wave Inc,Free,0.0,14062,1634,Europe,Retail,6,2021-07-11,,False,-40,24,2021-07-17,391
CO-7262,Acme Tech,Professional,457.23,41518,244,Europe,Education,3,2025-05-01,,False,-29,47,2025-10-23,335
CO-7263,Pulse Digital,Starter,54.8,34129,1956,Latin America,Healthcare,24,2020-08-23,2022-01-10,True,-73,27,2024-05-30,450
CO-7264,Forge Corp,Enterprise,3477.09,17061,500,North America,Technology,3,2024-08-18,2026-08-30,True,3,42,2025-03-26,343
CO-7265,Acme Tech,Free,0.0,48067,608,Asia Pacific,Healthcare,6,2024-05-02,2025-06-11,True,-19,19,2025-01-20,286
CO-7266,Forge AI,Free,0.0,17675,762,Asia Pacific,Healthcare,12,2023-11-30,,False,1,48,2025-02-24,314
CO-7267,Zenith Inc,Enterprise,2929.48,35790,1649,Latin America,Technology,12,2021-06-26,,False,-15,30,2024-04-05,440
CO-7268,Nova Solutions,Professional,413.57,35775,1173,Asia Pacific,Education,24,2022-10-15,,False,-96,36,2023-11-29,479
CO-7269,Zenith Systems,Professional,478.57,3481,2172,Middle East,Finance,12,2020-01-20,,False,85,14,2023-10-30,379
CO-7270,Acme Tech,Professional,447.21,27061,772,Middle East,Non-profit,3,2023-11-20,2026-01-18,True,84,36,2024-06-08,114
CO-7271,Forge AI,Enterprise,1884.3,25633,668,Asia Pacific,Education,12,2024-03-03,,False,-10,49,2024-09-18,340
CO-7272,Nova Labs,Professional,460.38,34692,749,Middle East,Education,3,2023-12-13,,False,69,24,2025-06-06,311
CO-7273,Vertex Corp,Professional,470.78,25399,264,Middle East,Consulting,3,2025-04-11,2026-07-05,True,-17,16,2025-12-20,78
CO-7274,Acme Solutions,Professional,242.49,6115,623,North America,Consulting,6,2024-04-17,,False,2,23,2024-11-28,141
CO-7275,Vertex Analytics,Enterprise,1862.64,42822,1729,Latin America,Education,24,2021-04-07,,False,21,31,2022-12-15,452
CO-7276,Acme Systems,Starter,53.16,35778,1421,North America,Retail,24,2022-02-09,,False,54,43,2022-08-15,427
CO-7277,Vertex AI,Professional,295.63,12331,1204,Middle East,Technology,6,2022-09-14,,False,-76,25,2024-07-28,141
CO-7278,Nova Digital,Professional,108.59,49847,892,Asia Pacific,Education,24,2023-07-23,2024-06-05,True,48,15,2025-01-20,56
CO-7279,Zenith Systems,Professional,471.17,47683,1354,Europe,Healthcare,24,2022-04-17,,False,-72,44,2023-09-07,140
CO-7280,Apex Digital,Professional,234.11,29650,329,Asia Pacific,Government,1,2025-02-05,,False,93,28,2025-08-17,302
CO-7281,Nova Analytics,Professional,112.74,36643,2133,Middle East,Technology,3,2020-02-28,,False,-47,8,2020-08-08,174
CO-7282,Spark Corp,Professional,184.03,48709,1304,Asia Pacific,Media,12,2022-06-06,,False,-70,2,2024-05-12,378
CO-7283,Nova AI,Professional,473.78,41323,1274,North America,Education,3,2022-07-06,2022-12-26,True,84,16,2023-12-20,61
CO-7284,Nova Systems,Enterprise,1370.78,14532,861,Asia Pacific,Manufacturing,12,2023-08-23,,False,70,48,2024-06-07,417
CO-7285,Acme AI,Professional,209.11,42204,1371,North America,Retail,1,2022-03-31,2024-03-08,True,-62,20,2022-10-18,418
CO-7286,Apex Tech,Professional,201.05,2556,1274,Europe,Finance,6,2022-07-06,,False,36,7,2024-08-20,274
CO-7287,Nova Solutions,Enterprise,1279.02,29988,790,Europe,Manufacturing,6,2023-11-02,,False,-95,2,2025-06-03,353
CO-7288,Nova Labs,Enterprise,4583.39,10578,243,Latin America,Consulting,3,2025-05-02,,False,52,47,2025-06-19,291
CO-7289,Pulse Inc,Starter,31.71,23283,1830,North America,Media,3,2020-12-27,,False,-95,37,2025-02-05,354
CO-7290,Nova Tech,Enterprise,3954.47,12913,1083,Europe,Finance,3,2023-01-13,2024-06-13,True,-15,38,2025-11-15,139
CO-7291,Wave Labs,Enterprise,1160.86,35092,2172,Europe,Consulting,3,2020-01-20,,False,35,28,2020-06-02,378
CO-7292,Wave Inc,Free,0.0,5723,483,Europe,Technology,12,2024-09-04,,False,63,13,2024-11-20,41
CO-7293,Nimbus Cloud,Enterprise,1314.14,2483,2100,Asia Pacific,Consulting,3,2020-04-01,,False,33,17,2023-06-22,273
CO-7294,Wave Tech,Enterprise,3263.02,8663,400,Middle East,Technology,6,2024-11-26,2026-02-21,True,-4,39,2025-09-01,294
CO-7295,Acme Inc,Enterprise,1402.1,963,1033,Middle East,Education,6,2023-03-04,,False,1,9,2023-03-21,383
CO-7296,Nimbus Cloud,Free,0.0,10855,1712,North America,Manufacturing,6,2021-04-24,,False,-53,0,2023-09-03,347
CO-7297,Forge Inc,Professional,393.78,46201,1594,North America,Retail,1,2021-08-20,,False,-7,24,2023-02-20,23
CO-7298,Wave Inc,Professional,439.04,20967,800,Asia Pacific,Healthcare,1,2023-10-23,2024-02-10,True,-91,12,2025-04-15,148
CO-7299,Nimbus Analytics,Professional,305.13,6368,1435,Europe,Healthcare,24,2022-01-26,,False,-55,4,2022-09-21,193
CO-7300,Nova Labs,Free,0.0,46281,342,Middle East,Media,24,2025-01-23,,False,-100,14,2025-11-22,469
CO-7301,Acme Labs,Professional,221.71,39469,1854,Europe,Healthcare,6,2020-12-03,,False,55,19,2023-11-09,323
CO-7302,Forge Corp,Starter,60.0,5995,1778,Europe,Manufacturing,12,2021-02-17,2022-11-19,True,-5,12,2023-07-29,27
CO-7303,Zenith Inc,Starter,50.91,14788,651,North America,Manufacturing,24,2024-03-20,,False,40,45,2024-08-07,211
CO-7304,Spark Analytics,Enterprise,3659.73,21150,566,Europe,Retail,12,2024-06-13,,False,-6,25,2024-08-11,247
CO-7305,Pulse Digital,Professional,136.75,31457,477,Europe,Retail,12,2024-09-10,,False,0,14,2025-02-04,176
CO-7306,Pulse Digital,Professional,412.2,37178,2173,Asia Pacific,Technology,24,2020-01-19,,False,64,18,2023-05-31,316
CO-7307,Spark AI,Professional,368.11,25801,370,North America,Healthcare,1,2024-12-26,2026-11-12,True,-43,28,2025-12-30,202
CO-7308,Forge AI,Professional,170.89,46981,975,Asia Pacific,Consulting,1,2023-05-01,,False,-18,17,2023-05-25,54
CO-7309,Zenith Systems,Free,0.0,15529,1816,Europe,Non-profit,1,2021-01-10,,False,91,33,2021-10-19,424
CO-7310,Spark AI,Starter,50.89,39706,1539,Latin America,Healthcare,12,2021-10-14,,False,22,40,2025-08-27,97
CO-7311,Wave Systems,Professional,487.23,41377,2015,Europe,Consulting,6,2020-06-25,,False,79,28,2022-08-11,383
CO-7312,Apex Solutions,Professional,250.88,36724,1514,Asia Pacific,Manufacturing,12,2021-11-08,,False,-61,48,2022-11-30,308
CO-7313,Apex Solutions,Starter,69.29,18216,1063,Middle East,Technology,24,2023-02-02,,False,-1,39,2024-06-02,311
CO-7314,Nova Analytics,Professional,196.61,27925,772,Middle East,Manufacturing,6,2023-11-20,,False,-2,6,2024-06-02,149
CO-7315,Nova Digital,Enterprise,701.41,36239,1529,Latin America,Non-profit,3,2021-10-24,2022-07-25,True,48,15,2023-05-27,347
CO-7316,Apex Analytics,Professional,419.05,13516,973,Asia Pacific,Technology,6,2023-05-03,,False,71,21,2025-04-26,184
CO-7317,Apex Corp,Free,0.0,41900,519,Europe,Government,3,2024-07-30,,False,82,38,2025-02-13,485
CO-7318,Pulse AI,Enterprise,3155.77,8515,1077,Latin America,Education,3,2023-01-19,,False,-90,45,2025-07-18,61
CO-7319,Wave Labs,Professional,248.24,14366,1685,Asia Pacific,Retail,1,2021-05-21,,False,-22,13,2025-03-08,465
CO-7320,Nimbus Inc,Enterprise,4968.6,39780,1458,Middle East,Government,3,2022-01-03,,False,-34,20,2025-06-16,76
CO-7321,Spark AI,Enterprise,1140.32,26794,521,Europe,Healthcare,12,2024-07-28,,False,-79,17,2024-11-13,343
CO-7322,Zenith Cloud,Enterprise,2161.71,9782,1141,Latin America,Education,6,2022-11-16,,False,94,43,2025-04-23,393
CO-7323,Wave Tech,Professional,438.2,18861,550,Latin America,Manufacturing,12,2024-06-29,,False,26,8,2025-09-21,378
CO-7324,Zenith Systems,Professional,479.21,17500,1085,Europe,Retail,12,2023-01-11,,False,-36,36,2023-04-12,384
CO-7325,Vertex Inc,Professional,181.32,48931,1057,Middle East,Technology,3,2023-02-08,2023-05-07,True,-83,45,2024-03-21,292
CO-7326,Spark Analytics,Professional,481.73,28028,1249,Asia Pacific,Media,24,2022-07-31,,False,-80,14,2024-03-05,226
CO-7327,Pulse Digital,Starter,54.83,7659,1383,Asia Pacific,Technology,6,2022-03-19,,False,1,40,2024-08-09,215
CO-7328,Vertex Systems,Free,0.0,33139,1611,North America,Manufacturing,6,2021-08-03,,False,55,50,2022-03-17,223
CO-7329,Spark Digital,Starter,44.15,39957,582,Latin America,Government,12,2024-05-28,,False,43,8,2025-07-19,202
CO-7330,Zenith Cloud,Enterprise,3084.26,22557,753,Europe,Finance,24,2023-12-09,,False,-61,33,2025-12-08,201
CO-7331,Pulse Cloud,Free,0.0,27309,2057,Europe,Non-profit,6,2020-05-14,2021-04-15,True,0,17,2023-02-08,307
CO-7332,Nimbus Systems,Starter,88.37,13436,541,Latin America,Technology,12,2024-07-08,,False,91,19,2025-08-04,308
CO-7333,Pulse AI,Starter,66.62,44101,1777,North America,Healthcare,6,2021-02-18,,False,-11,11,2024-09-30,154
CO-7334,Wave Analytics,Free,0.0,4299,1027,Latin America,Media,12,2023-03-10,,False,-19,50,2023-09-08,141
CO-7335,Nimbus Digital,Professional,110.95,6449,1812,Asia Pacific,Government,6,2021-01-14,2022-07-31,True,-29,17,2023-11-13,118
CO-7336,Acme Analytics,Free,0.0,14378,1110,Asia Pacific,Education,24,2022-12-17,2023-03-19,True,92,13,2024-10-25,272
CO-7337,Nimbus Analytics,Starter,76.91,8403,461,Asia Pacific,Finance,12,2024-09-26,,False,-97,5,2025-05-25,37
CO-7338,Acme Corp,Professional,132.22,43366,1485,Latin America,Non-profit,12,2021-12-07,,False,-78,16,2023-07-04,2
CO-7339,Nimbus Labs,Professional,220.73,49063,921,North America,Manufacturing,6,2023-06-24,,False,99,12,2025-03-30,360
CO-7340,Pulse AI,Professional,212.1,43835,1562,Europe,Manufacturing,6,2021-09-21,,False,37,27,2022-01-21,65
CO-7341,Zenith Systems,Starter,85.43,26291,1828,North America,Media,6,2020-12-29,,False,58,48,2023-05-09,248
CO-7342,Vertex Inc,Professional,234.54,36914,1305,North America,Media,12,2022-06-05,,False,7,27,2023-07-22,68
CO-7343,Zenith Digital,Professional,162.75,24591,1834,Latin America,Finance,24,2020-12-23,,False,-39,13,2024-11-20,276
CO-7344,Forge Analytics,Free,0.0,18016,404,Europe,Media,3,2024-11-22,2025-05-24,True,-90,2,2025-03-24,285
CO-7345,Apex Cloud,Starter,91.69,45007,961,Europe,Technology,12,2023-05-15,,False,-19,0,2024-12-07,326
CO-7346,Zenith Analytics,Starter,77.62,34962,1783,Latin America,Retail,1,2021-02-12,,False,87,16,2021-09-02,461
CO-7347,Nimbus Corp,Professional,244.43,46300,418,Latin America,Media,1,2024-11-08,,False,74,36,2025-09-19,13
CO-7348,Pulse Systems,Enterprise,752.59,22402,1817,Latin America,Non-profit,1,2021-01-09,2021-09-03,True,-57,43,2024-08-02,269
CO-7349,Spark Systems,Enterprise,3995.42,39847,1825,North America,Finance,6,2021-01-01,,False,-2,14,2024-01-27,311
CO-7350,Vertex Tech,Professional,378.15,13654,1092,Latin America,Non-profit,3,2023-01-04,,False,-42,31,2025-10-12,268
CO-7351,Forge Analytics,Free,0.0,8187,1940,Latin America,Finance,1,2020-09-08,,False,-77,7,2021-04-20,172
CO-7352,Nova Digital,Professional,293.34,21584,1583,Middle East,Non-profit,1,2021-08-31,,False,85,5,2021-11-20,482
CO-7353,Nimbus Systems,Enterprise,2385.65,37596,1370,North America,Media,12,2022-04-01,,False,87,30,2022-09-12,53
CO-7354,Vertex Cloud,Enterprise,1778.37,28049,605,Asia Pacific,Technology,12,2024-05-05,,False,-56,18,2024-05-05,226
CO-7355,Spark Systems,Enterprise,561.03,33834,1368,North America,Technology,3,2022-04-03,,False,-83,49,2024-08-09,378
CO-7356,Pulse Inc,Starter,69.37,28497,1033,Asia Pacific,Media,12,2023-03-04,,False,95,3,2025-04-16,24
CO-7357,Wave AI,Starter,89.25,25063,1859,Middle East,Retail,1,2020-11-28,,False,-26,13,2023-11-30,300
CO-7358,Zenith Solutions,Starter,63.28,23351,1068,Middle East,Government,12,2023-01-28,2023-03-11,True,43,8,2024-11-30,48
CO-7359,Acme Solutions,Starter,65.55,27541,1888,Asia Pacific,Government,3,2020-10-30,,False,-51,9,2021-06-08,97
CO-7360,Pulse Cloud,Starter,37.48,36652,1330,Middle East,Government,24,2022-05-11,2023-02-28,True,-2,5,2025-02-18,330
CO-7361,Vertex Inc,Starter,98.43,2205,570,Middle East,Manufacturing,12,2024-06-09,,False,34,33,2024-11-09,78
CO-7362,Nova Inc,Professional,384.24,36000,696,Europe,Government,6,2024-02-04,,False,82,5,2024-11-26,398
CO-7363,Acme Systems,Enterprise,2974.14,41270,1286,Latin America,Education,6,2022-06-24,,False,-71,50,2025-02-15,255
CO-7364,Nimbus Digital,Starter,66.31,43442,468,North America,Education,12,2024-09-19,,False,-25,29,2025-05-18,60
CO-7365,Nova Labs,Professional,152.1,18743,787,Asia Pacific,Finance,1,2023-11-05,,False,-77,37,2024-05-17,178
CO-7366,Forge Systems,Starter,95.47,40771,835,North America,Media,24,2023-09-18,,False,-63,10,2024-05-19,7
CO-7367,Vertex Inc,Professional,477.7,4134,1144,Asia Pacific,Retail,6,2022-11-13,,False,-15,14,2024-05-01,131
CO-7368,Spark Solutions,Starter,94.45,42494,1563,Latin America,Retail,1,2021-09-20,,False,-13,20,2024-12-03,198
CO-7369,Acme Solutions,Professional,463.8,30042,455,Latin America,Finance,24,2024-10-02,,False,99,41,2025-05-31,147
CO-7370,Acme AI,Professional,475.53,3010,911,Asia Pacific,Finance,6,2023-07-04,,False,-25,22,2025-10-12,224
CO-7371,Spark Solutions,Enterprise,2786.75,37775,1214,Asia Pacific,Healthcare,3,2022-09-04,2022-10-07,True,-62,50,2024-10-20,183
CO-7372,Forge Systems,Starter,93.09,47178,1646,North America,Media,3,2021-06-29,,False,85,19,2025-12-01,207
CO-7373,Pulse Digital,Enterprise,3865.28,7398,953,Middle East,Finance,24,2023-05-23,,False,-99,37,2025-06-07,15
CO-7374,Zenith Solutions,Starter,41.34,13767,2005,North America,Education,3,2020-07-05,,False,2,20,2025-01-29,383
CO-7375,Apex Tech,Enterprise,1556.96,39595,2173,Europe,Consulting,6,2020-01-19,,False,-68,32,2024-05-08,365
CO-7376,Nimbus Corp,Enterprise,2370.35,29832,1474,Europe,Government,6,2021-12-18,,False,-35,29,2022-02-16,218
CO-7377,Apex Corp,Enterprise,3981.7,16872,801,Asia Pacific,Media,12,2023-10-22,2024-07-05,True,62,22,2025-11-13,100
CO-7378,Acme Analytics,Starter,35.49,24316,994,Europe,Finance,1,2023-04-12,2025-01-06,True,43,6,2023-09-26,68
CO-7379,Vertex AI,Free,0.0,21431,1465,North America,Non-profit,24,2021-12-27,,False,51,39,2025-05-21,498
CO-7380,Wave Tech,Professional,426.84,45853,1432,Asia Pacific,Healthcare,12,2022-01-29,2022-06-03,True,17,38,2022-02-17,14
CO-7381,Acme Analytics,Professional,363.91,39955,1436,North America,Manufacturing,24,2022-01-25,,False,24,13,2022-02-22,356
CO-7382,Pulse Labs,Professional,459.62,41526,1869,North America,Retail,24,2020-11-18,2021-02-04,True,72,48,2025-08-28,200
CO-7383,Nimbus Digital,Starter,57.77,48313,287,Asia Pacific,Healthcare,12,2025-03-19,2026-01-27,True,11,31,2025-07-13,170
CO-7384,Spark Cloud,Professional,428.17,9561,258,Europe,Government,1,2025-04-17,,False,40,20,2025-08-03,221
CO-7385,Zenith Cloud,Professional,253.59,39644,835,Europe,Retail,6,2023-09-18,,False,21,24,2024-09-23,333
CO-7386,Acme Solutions,Starter,43.63,27117,1482,Asia Pacific,Finance,24,2021-12-10,2023-12-07,True,-97,34,2025-04-09,335
CO-7387,Apex Corp,Starter,43.11,11960,1404,Asia Pacific,Consulting,3,2022-02-26,,False,-38,15,2024-08-23,285
CO-7388,Wave Systems,Free,0.0,15490,1382,Asia Pacific,Manufacturing,12,2022-03-20,,False,86,38,2025-03-06,28
CO-7389,Nimbus Corp,Starter,32.11,556,1726,Europe,Non-profit,3,2021-04-10,,False,-29,6,2023-04-01,244
CO-7390,Forge AI,Starter,52.11,433,1168,Europe,Government,24,2022-10-20,,False,88,0,2025-11-29,321
CO-7391,Nova Tech,Professional,439.04,30017,816,Middle East,Government,6,2023-10-07,2025-09-23,True,85,29,2025-05-07,429
CO-7392,Nova Digital,Professional,157.37,21993,213,Latin America,Government,6,2025-06-01,,False,3,27,2025-11-26,133
CO-7393,Wave Corp,Professional,264.89,48721,2006,North America,Media,3,2020-07-04,,False,-87,47,2023-03-10,312
CO-7394,Acme Digital,Starter,31.01,7735,536,North America,Finance,1,2024-07-13,,False,66,28,2024-10-10,481
CO-7395,Forge Analytics,Professional,307.71,32410,933,Middle East,Manufacturing,24,2023-06-12,,False,-25,40,2025-03-29,391
CO-7396,Nova Tech,Professional,365.65,14663,1540,Europe,Manufacturing,3,2021-10-13,2023-08-15,True,-20,4,2022-12-23,42
CO-7397,Forge Corp,Professional,407.51,21503,1583,North America,Retail,3,2021-08-31,,False,50,32,2023-06-04,188
CO-7398,Vertex Labs,Professional,162.35,946,1615,North America,Healthcare,6,2021-07-30,,False,-70,34,2023-10-13,396
CO-7399,Nimbus AI,Professional,231.06,862,1066,Middle East,Healthcare,1,2023-01-30,,False,-45,7,2024-11-01,319
CO-7400,Acme Analytics,Professional,199.63,49481,1090,Latin America,Finance,3,2023-01-06,,False,-47,46,2023-09-30,378
CO-7401,Wave Digital,Starter,37.22,21127,435,Latin America,Retail,3,2024-10-22,,False,-28,26,2025-02-24,400
CO-7402,Zenith Digital,Professional,257.28,13704,941,North America,Education,24,2023-06-04,,False,-89,42,2024-06-07,28
CO-7403,Nova Solutions,Starter,74.5,31518,861,North America,Healthcare,1,2023-08-23,,False,45,3,2024-10-09,381
CO-7404,Acme Analytics,Starter,83.8,35771,418,Asia Pacific,Finance,12,2024-11-08,,False,37,30,2025-05-10,186
CO-7405,Forge Labs,Enterprise,1755.2,17125,965,Latin America,Government,3,2023-05-11,2025-01-03,True,25,40,2024-10-18,325
CO-7406,Acme Cloud,Professional,465.59,2416,2110,Middle East,Media,6,2020-03-22,,False,-50,36,2022-02-17,118
CO-7407,Nimbus Digital,Professional,169.72,47546,1925,Latin America,Finance,24,2020-09-23,,False,-24,10,2025-02-15,233
CO-7408,Spark Labs,Professional,350.01,25383,700,Latin America,Non-profit,1,2024-01-31,,False,-24,26,2025-01-21,444
CO-7409,Spark Digital,Free,0.0,14031,1555,Asia Pacific,Healthcare,1,2021-09-28,,False,81,45,2023-07-20,186
CO-7410,Vertex Inc,Professional,340.41,31361,668,Asia Pacific,Finance,1,2024-03-03,,False,-31,10,2025-05-02,351
CO-7411,Zenith Labs,Enterprise,2109.15,44056,1624,Asia Pacific,Consulting,12,2021-07-21,,False,2,31,2022-05-20,331
CO-7412,Forge Corp,Starter,86.92,5464,1778,Middle East,Consulting,12,2021-02-17,,False,-98,5,2025-09-07,360
CO-7413,Pulse Systems,Enterprise,1966.14,46650,1641,Latin America,Finance,12,2021-07-04,,False,-52,7,2025-12-25,54
CO-7414,Pulse Corp,Starter,67.69,2553,2145,North America,Non-profit,6,2020-02-16,,False,-5,48,2023-01-14,86
CO-7415,Vertex Tech,Professional,333.53,3369,1575,Latin America,Manufacturing,24,2021-09-08,,False,35,15,2025-06-17,442
CO-7416,Acme AI,Professional,255.05,44088,2173,North America,Technology,12,2020-01-19,,False,52,33,2023-08-10,1
CO-7417,Vertex Labs,Enterprise,4441.6,38508,1940,Asia Pacific,Manufacturing,6,2020-09-08,,False,-91,5,2025-06-30,237
CO-7418,Forge Systems,Free,0.0,36748,636,Asia Pacific,Consulting,12,2024-04-04,,False,-74,44,2024-12-15,84
CO-7419,Wave Systems,Free,0.0,44382,1321,Latin America,Consulting,12,2022-05-20,2023-10-03,True,-47,16,2022-07-28,225
CO-7420,Pulse Analytics,Starter,74.81,28606,1618,Middle East,Technology,12,2021-07-27,2022-08-23,True,3,24,2021-08-21,315
CO-7421,Nimbus Solutions,Professional,142.58,20072,997,Asia Pacific,Healthcare,6,2023-04-09,,False,-11,13,2024-10-15,229
CO-7422,Forge Solutions,Enterprise,1695.74,43211,2119,Asia Pacific,Non-profit,3,2020-03-13,,False,-28,7,2025-03-12,105
CO-7423,Spark Inc,Professional,371.26,38099,1749,North America,Finance,1,2021-03-18,,False,44,35,2024-12-21,479
CO-7424,Nova Corp,Professional,340.51,41270,1631,Europe,Manufacturing,6,2021-07-14,,False,-72,22,2024-06-12,47
CO-7425,Spark AI,Starter,56.79,11893,2052,Asia Pacific,Retail,24,2020-05-19,,False,98,43,2021-07-30,425
CO-7426,Nimbus AI,Enterprise,4629.46,35974,1132,Latin America,Retail,3,2022-11-25,,False,-85,14,2025-11-10,231
CO-7427,Acme Cloud,Professional,163.12,49750,1091,Europe,Government,1,2023-01-05,2023-10-12,True,-23,9,2023-11-21,436
CO-7428,Nimbus AI,Professional,411.2,34091,318,North America,Media,3,2025-02-16,,False,-87,37,2025-11-07,4
CO-7429,Spark Corp,Starter,61.32,49054,1743,Middle East,Manufacturing,6,2021-03-24,,False,-79,8,2023-02-06,338
CO-7430,Wave AI,Free,0.0,47769,847,Latin America,Education,3,2023-09-06,2025-03-15,True,21,15,2025-06-30,289
CO-7431,Pulse Tech,Free,0.0,36699,915,Middle East,Consulting,24,2023-06-30,,False,35,34,2024-05-22,475
CO-7432,Forge Labs,Starter,74.46,17462,694,Europe,Consulting,3,2024-02-06,,False,-69,32,2025-01-12,485
CO-7433,Pulse Analytics,Professional,109.63,20349,396,Asia Pacific,Non-profit,3,2024-11-30,,False,73,25,2025-03-09,259
CO-7434,Forge AI,Starter,92.54,47839,2188,North America,Manufacturing,1,2020-01-04,,False,-70,47,2022-09-22,59
CO-7435,Acme Solutions,Professional,180.07,9720,366,Middle East,Finance,6,2024-12-30,,False,-80,11,2025-11-18,181
CO-7436,Zenith AI,Free,0.0,32513,1782,Middle East,Education,3,2021-02-13,,False,-25,34,2022-06-18,239
CO-7437,Nimbus Digital,Professional,240.12,7797,849,Latin America,Healthcare,6,2023-09-04,2024-12-15,True,41,14,2025-09-13,290
CO-7438,Acme Systems,Professional,224.89,26518,1754,Europe,Media,3,2021-03-13,,False,7,20,2021-04-06,167
CO-7439,Apex AI,Enterprise,4008.35,6619,1934,Europe,Media,6,2020-09-14,2022-03-15,True,59,3,2025-09-22,150
CO-7440,Pulse Systems,Professional,217.31,37354,397,Middle East,Manufacturing,6,2024-11-29,,False,-62,9,2025-08-01,362
CO-7441,Nova Systems,Starter,35.27,31024,423,Middle East,Government,3,2024-11-03,,False,-21,27,2024-11-24,344
CO-7442,Nimbus AI,Professional,308.87,12162,639,Latin America,Consulting,1,2024-04-01,2025-09-15,True,36,42,2025-01-20,66
CO-7443,Acme Analytics,Enterprise,4484.83,3783,269,Europe,Consulting,12,2025-04-06,2025-08-22,True,15,34,2025-07-11,494
