station_id,date,temp_celsius,temp_fahrenheit,humidity_pct,precipitation_inches,wind_speed_kmh,wind_direction,pressure_hpa,visibility_km,conditions,uv_index
WX-9,2025-06-29,20.6,69.1,18,0.54,20.8,NW,991.6,13.4,Rain,3
WX-7,2025-06-30,15.1,59.2,10,0.38,4.9,E,1006.5,10.7,Fog,11
WX-2,2025-06-30,16.5,61.7,28,0,12.2,SE,1009.2,12.1,Partly Cloudy,3
WX-6,2025-06-30,18.3,64.9,74,0.32,28.6,S,1012.2,9.7,Fog,7
WX-9,2025-06-30,22.4,72.3,34,0.29,10.1,E,1030.1,11.6,Haze,11
WX-10,2025-07-01,27.2,81.0,55,0,7.1,S,1032.4,5.8,Windy,11
WX-3,2025-07-01,13.8,56.8,97,0,23.1,S,1023.5,17.4,Windy,0
WX-3,2025-07-01,21.6,70.9,97,0,29.3,W,1031.6,12.9,Partly Cloudy,11
WX-4,2025-07-01,26.9,80.4,61,0.04,9.9,E,1001.9,10.5,Cloudy,9
WX-8,2025-07-02,18.8,65.8,97,0,19.0,SW,1003.3,10.8,Partly Cloudy,7
WX-1,2025-07-02,13.7,56.7,92,0.62,17.9,E,1005.6,9.1,Partly Cloudy,0
WX-3,2025-07-02,27.1,80.8,66,0,13.5,SW,1013.7,0.6,Partly Cloudy,5
WX-10,2025-07-02,22.7,72.9,94,0.07,27.1,NE,1001.1,9.8,Partly Cloudy,7
WX-10,2025-07-03,17.8,64.0,66,0,11.5,S,1008.5,7.6,Thunderstorm,0
WX-4,2025-07-03,19.1,66.4,22,0.17,12.3,NE,1010.0,10.3,Partly Cloudy,8
WX-7,2025-07-03,18.0,64.4,98,0,15.8,S,1006.7,14.0,Windy,3
WX-4,2025-07-03,26.8,80.2,86,0,30.9,NW,1017.5,8.1,Cloudy,1
WX-4,2025-07-03,11.8,53.2,79,0.25,0.3,W,1012.0,9.5,Rain,10
WX-8,2025-07-04,21.4,70.5,40,0.1,24.6,NE,1015.5,5.6,Drizzle,3
WX-1,2025-07-04,21.0,69.8,17,0.38,10.4,N,1021.9,15.1,Cloudy,3
WX-7,2025-07-04,8.1,46.6,40,0,5.1,NW,1007.7,13.9,Clear,7
WX-7,2025-07-04,12.9,55.2,72,0.23,27.5,NE,1033.8,10.2,Windy,1
WX-9,2025-07-05,16.9,62.4,46,0,9.4,W,999.6,5.5,Snow,10
WX-9,2025-07-05,26.9,80.4,39,0,21.0,SE,1011.1,13.4,Partly Cloudy,8
WX-1,2025-07-05,21.8,71.2,48,0,23.1,SW,997.5,10.4,Drizzle,1
WX-2,2025-07-05,20.9,69.6,91,0,15.2,E,1006.9,9.2,Cloudy,4
WX-2,2025-07-06,21.3,70.3,32,0,17.1,NW,1004.1,13.8,Windy,2
WX-1,2025-07-06,14.1,57.4,17,0,8.3,W,1022.0,12.6,Fog,1
WX-3,2025-07-06,24.3,75.7,14,0.49,13.3,NW,1002.3,3.4,Partly Cloudy,1
WX-2,2025-07-06,15.8,60.4,74,0,13.1,SE,1011.7,11.8,Rain,10
WX-4,2025-07-07,21.1,70.0,62,0,18.3,N,1011.6,9.4,Rain,10
WX-5,2025-07-07,21.1,70.0,68,0.48,1.1,SW,1000.0,8.6,Snow,6
WX-3,2025-07-07,18.2,64.8,23,0.04,20.0,E,993.4,15.2,Partly Cloudy,9
WX-9,2025-07-07,11.7,53.1,25,0.12,29.0,S,1028.6,13.3,Thunderstorm,0
WX-4,2025-07-08,19.8,67.6,19,0.14,10.4,NW,1010.1,4.4,Rain,7
WX-5,2025-07-08,16.4,61.5,32,0.1,8.8,S,1006.5,5.5,Fog,10
WX-6,2025-07-08,25.4,77.7,33,0.22,31.9,S,1015.0,14.6,Rain,8
WX-10,2025-07-08,19.7,67.5,22,0.16,9.8,E,1001.7,11.6,Rain,6
WX-7,2025-07-08,23.2,73.8,31,0,16.2,NW,999.5,13.1,Haze,9
WX-6,2025-07-09,16.5,61.7,46,0.21,14.3,SW,1027.0,13.7,Rain,9
WX-5,2025-07-09,16.3,61.3,99,0,31.2,NW,1028.6,8.9,Clear,4
WX-2,2025-07-09,16.4,61.5,36,0,8.0,SE,999.0,1.8,Partly Cloudy,5
WX-1,2025-07-09,24.9,76.8,92,0,15.2,SW,1012.7,11.3,Thunderstorm,11
WX-10,2025-07-10,23.9,75.0,28,0,19.9,W,1006.6,5.8,Rain,0
WX-9,2025-07-10,19.3,66.7,19,0.1,19.0,SE,1017.7,11.0,Drizzle,7
WX-10,2025-07-10,16.5,61.7,68,0.09,24.2,NW,1005.0,6.0,Rain,3
WX-8,2025-07-10,20.0,68.0,33,0.13,10.6,NE,1028.0,13.3,Drizzle,7
WX-5,2025-07-10,26.0,78.8,52,0,15.2,NW,1010.7,14.2,Cloudy,5
WX-4,2025-07-11,18.8,65.8,12,0.23,19.2,W,1014.8,11.7,Cloudy,3
WX-3,2025-07-11,23.0,73.4,16,0.02,18.1,SW,1013.7,15.9,Snow,2
WX-9,2025-07-11,17.4,63.3,13,0.01,9.6,NW,1023.9,12.8,Snow,3
WX-9,2025-07-11,18.6,65.5,48,0,10.3,NW,987.8,8.3,Thunderstorm,8
WX-3,2025-07-11,21.7,71.1,84,0.04,12.4,S,1017.0,9.1,Partly Cloudy,8
WX-5,2025-07-12,12.2,54.0,73,0.21,8.3,SE,980.4,10.4,Haze,9
WX-2,2025-07-12,21.2,70.2,100,0.63,15.2,SW,1019.3,3.2,Cloudy,5
WX-6,2025-07-12,18.7,65.7,28,0.06,20.3,W,1033.8,10.7,Partly Cloudy,10
WX-8,2025-07-12,24.1,75.4,68,0.24,8.5,NE,1018.9,12.4,Rain,0
WX-6,2025-07-12,26.9,80.4,68,0.53,7.5,SE,1033.7,11.7,Fog,5
WX-5,2025-07-13,28.4,83.1,58,0.61,27.8,NW,1010.8,5.7,Drizzle,10
WX-2,2025-07-13,24.0,75.2,62,0.45,9.9,E,1002.8,9.8,Fog,5
WX-1,2025-07-13,22.8,73.0,37,0.17,39.3,E,999.7,5.9,Thunderstorm,11
WX-7,2025-07-13,19.8,67.6,91,0.14,27.9,S,999.6,16.8,Thunderstorm,2
WX-9,2025-07-14,26.9,80.4,62,0,11.6,NE,1007.4,10.2,Haze,1
WX-6,2025-07-14,20.8,69.4,44,0.69,5.9,SW,1000.4,14.7,Clear,11
WX-9,2025-07-14,28.7,83.7,63,0.04,11.6,N,1018.0,16.3,Haze,9
WX-4,2025-07-14,21.9,71.4,52,0.54,26.9,SW,1012.0,20.4,Clear,4
WX-4,2025-07-14,21.2,70.2,95,0,7.9,NW,1015.1,14.7,Partly Cloudy,11
WX-2,2025-07-15,19.7,67.5,77,0.08,16.4,W,1022.8,13.3,Cloudy,10
WX-5,2025-07-15,29.9,85.8,12,0.28,27.1,W,1002.9,13.1,Snow,7
WX-7,2025-07-15,23.2,73.8,69,0.11,23.4,SW,1011.3,16.3,Windy,1
WX-2,2025-07-15,21.1,70.0,86,0.48,20.1,E,1011.2,7.5,Haze,3
WX-4,2025-07-16,17.4,63.3,50,0.18,9.5,E,1005.5,1.8,Windy,10
WX-1,2025-07-16,20.2,68.4,72,0,6.0,N,1007.9,11.8,Fog,5
WX-6,2025-07-16,12.5,54.5,81,0.14,3.9,W,1017.5,5.3,Rain,5
WX-1,2025-07-16,21.8,71.2,80,0,24.1,NW,1022.0,8.9,Haze,0
WX-10,2025-07-17,17.3,63.1,87,0.15,10.7,S,1012.2,18.1,Snow,5
WX-1,2025-07-17,13.5,56.3,16,0,10.4,SE,1008.7,9.3,Haze,5
WX-3,2025-07-17,17.9,64.2,52,0.03,12.7,E,1020.8,16.0,Drizzle,10
WX-8,2025-07-17,21.3,70.3,86,0,10.1,SE,1009.0,13.8,Snow,10
WX-8,2025-07-18,25.2,77.4,17,0.6,8.8,S,1020.1,5.1,Thunderstorm,4
WX-5,2025-07-18,25.6,78.1,27,0,4.2,NW,1012.0,7.6,Cloudy,8
WX-7,2025-07-18,13.8,56.8,33,0.44,10.7,S,1025.6,17.3,Snow,11
WX-4,2025-07-18,18.4,65.1,80,0.17,28.3,E,1008.9,11.8,Thunderstorm,10
WX-3,2025-07-19,27.8,82.0,55,0.13,19.2,N,1016.1,6.5,Thunderstorm,1
WX-7,2025-07-19,14.3,57.7,71,0.29,17.8,N,1012.2,15.0,Clear,7
WX-7,2025-07-19,15.6,60.1,26,0.54,15.7,W,1028.2,12.8,Cloudy,0
WX-7,2025-07-19,13.6,56.5,47,0,13.5,SW,1014.0,8.5,Clear,7
WX-9,2025-07-20,22.1,71.8,38,0.14,19.6,W,1033.8,7.5,Windy,8
WX-5,2025-07-20,20.3,68.5,34,0.08,20.6,SE,1022.2,11.0,Drizzle,2
WX-10,2025-07-20,10.2,50.4,28,0.26,6.3,E,1018.4,4.7,Windy,5
WX-4,2025-07-20,12.9,55.2,14,0,15.5,NE,1019.1,10.8,Windy,2
WX-8,2025-07-20,19.5,67.1,48,0.03,15.2,N,1015.2,7.9,Drizzle,8
WX-5,2025-07-21,16.0,60.8,35,0.0,12.2,E,1023.3,10.1,Fog,7
WX-4,2025-07-21,17.1,62.8,63,0.29,23.5,SW,1012.8,8.8,Cloudy,5
WX-4,2025-07-21,28.8,83.8,97,0.35,18.2,N,1023.0,8.1,Cloudy,0
WX-2,2025-07-21,14.8,58.6,93,0.01,16.6,N,1037.5,9.9,Cloudy,7
WX-10,2025-07-22,16.7,62.1,98,0.5,20.1,SW,1002.5,13.2,Cloudy,2
WX-9,2025-07-22,11.6,52.9,65,0.48,10.7,W,1013.2,4.9,Thunderstorm,4
WX-4,2025-07-22,20.2,68.4,96,0,3.1,E,1018.0,9.5,Drizzle,6
WX-8,2025-07-22,17.5,63.5,25,0,7.9,E,1012.1,9.7,Windy,1
WX-8,2025-07-23,19.3,66.7,32,0,16.1,N,1015.4,11.2,Thunderstorm,11
WX-6,2025-07-23,29.4,84.9,84,0.09,18.9,SE,1017.2,12.0,Clear,8
WX-3,2025-07-23,27.4,81.3,98,0.4,23.9,S,1010.1,8.1,Drizzle,2
WX-6,2025-07-23,23.2,73.8,23,0,13.5,S,1012.5,11.3,Haze,6
WX-3,2025-07-24,10.5,50.9,60,0.4,23.9,SE,1009.9,9.9,Haze,5
WX-3,2025-07-24,18.4,65.1,89,0.23,12.4,NW,1006.0,4.0,Cloudy,8
WX-5,2025-07-24,24.4,75.9,13,0.2,21.6,W,1009.2,23.0,Rain,7
WX-10,2025-07-24,20.8,69.4,28,0.71,10.0,NW,1021.1,3.6,Partly Cloudy,0
WX-6,2025-07-24,9.6,49.3,77,0.12,9.4,E,1000.6,13.4,Clear,8
WX-5,2025-07-24,31.7,89.1,99,0.14,5.8,NW,995.5,13.4,Haze,9
WX-9,2025-07-25,24.6,76.3,42,0,19.8,SW,1025.2,7.5,Fog,9
WX-5,2025-07-25,15.7,60.3,27,0.43,22.2,E,1025.4,9.8,Drizzle,11
WX-1,2025-07-25,16.3,61.3,26,0,15.5,E,1006.9,9.7,Partly Cloudy,5
WX-1,2025-07-25,12.4,54.3,93,0,19.6,N,1013.4,6.7,Clear,11
WX-2,2025-07-26,23.0,73.4,28,0.27,24.0,NE,1007.3,13.5,Cloudy,10
WX-10,2025-07-26,26.2,79.2,14,0,24.0,NE,1010.7,16.7,Rain,6
WX-8,2025-07-26,19.4,66.9,61,0.21,13.3,S,1008.6,14.1,Windy,8
WX-6,2025-07-26,17.1,62.8,59,0.31,2.4,S,1005.3,16.8,Thunderstorm,6
WX-2,2025-07-26,22.9,73.2,88,0,21.7,SW,1031.7,6.6,Cloudy,4
WX-3,2025-07-27,26.7,80.1,60,0,6.0,S,1004.6,8.0,Thunderstorm,4
WX-2,2025-07-27,16.8,62.2,20,0.19,11.5,SE,1034.7,14.2,Snow,10
WX-10,2025-07-27,14.1,57.4,20,0,10.0,SW,1016.5,10.8,Snow,2
WX-4,2025-07-28,22.8,73.0,95,0.71,10.9,E,1031.6,12.3,Partly Cloudy,10
WX-2,2025-07-28,15.5,59.9,50,0.22,13.8,S,1020.7,12.2,Partly Cloudy,5
WX-4,2025-07-28,19.3,66.7,12,0.15,24.0,NW,993.8,18.6,Rain,9
WX-3,2025-07-28,22.7,72.9,83,0.19,0,SE,1019.3,9.5,Drizzle,2
WX-2,2025-07-28,19.6,67.3,56,0.1,18.3,W,1004.7,13.0,Rain,6
WX-6,2025-07-29,30.0,86.0,56,0.51,5.8,S,1017.0,9.7,Fog,0
WX-6,2025-07-29,14.9,58.8,50,0.38,24.7,N,1024.9,11.1,Cloudy,10
WX-9,2025-07-29,25.7,78.3,59,0,14.8,W,1034.9,10.1,Snow,1
WX-2,2025-07-29,18.6,65.5,80,0.08,17.4,N,996.0,11.3,Thunderstorm,2
WX-10,2025-07-29,20.5,68.9,45,0.83,2.8,E,1015.6,6.7,Partly Cloudy,9
WX-8,2025-07-30,27.4,81.3,35,0,21.0,N,1018.6,8.5,Drizzle,11
WX-5,2025-07-30,12.2,54.0,59,0.69,9.4,W,1011.5,13.5,Haze,7
WX-7,2025-07-30,18.9,66.0,80,0,16.9,NW,1022.2,4.9,Clear,4
WX-8,2025-07-30,23.2,73.8,32,0.13,7.3,NE,1014.3,9.4,Windy,2
WX-2,2025-07-31,23.2,73.8,32,0.79,10.9,SW,1010.4,6.7,Clear,6
WX-1,2025-07-31,16.7,62.1,42,0,19.5,S,994.1,6.0,Thunderstorm,1
WX-10,2025-07-31,18.0,64.4,13,0.41,27.6,W,1018.1,6.5,Cloudy,9
WX-3,2025-07-31,18.1,64.6,18,0,17.5,SE,1010.9,14.0,Cloudy,4
WX-6,2025-08-01,12.0,53.6,80,0.34,25.7,SW,1004.4,8.3,Cloudy,0
WX-8,2025-08-01,19.9,67.8,29,0.2,18.3,E,1023.6,9.6,Rain,8
WX-8,2025-08-01,14.0,57.2,92,0.3,12.8,N,1009.6,11.9,Partly Cloudy,11
WX-3,2025-08-01,20.6,69.1,57,0.11,13.1,N,1019.1,15.3,Snow,9
WX-4,2025-08-01,19.5,67.1,34,0.4,17.2,W,1006.6,6.3,Snow,8
WX-9,2025-08-02,18.6,65.5,73,0.25,7.1,E,995.8,10.2,Cloudy,7
WX-2,2025-08-02,14.5,58.1,92,0.26,6.3,E,996.9,8.7,Drizzle,5
WX-4,2025-08-02,21.7,71.1,42,0.09,18.7,N,1010.9,8.3,Cloudy,2
WX-8,2025-08-02,19.4,66.9,32,0.85,9.7,SE,1030.0,9.2,Thunderstorm,5
WX-2,2025-08-02,15.2,59.4,65,0.74,19.2,S,1014.0,4.6,Partly Cloudy,4
WX-2,2025-08-03,16.5,61.7,14,0.44,17.6,SW,1016.6,6.4,Partly Cloudy,2
WX-7,2025-08-03,18.5,65.3,40,0.47,19.8,SE,995.5,8.7,Fog,10
WX-3,2025-08-03,17.7,63.9,56,0.59,0,NW,1024.5,15.3,Cloudy,10
WX-2,2025-08-03,19.0,66.2,44,0.08,15.7,W,1007.5,17.8,Clear,2
WX-7,2025-08-04,18.5,65.3,33,0.33,35.4,SE,1015.2,13.2,Fog,3
WX-1,2025-08-04,23.8,74.8,27,0.17,21.0,W,1013.7,0.5,Windy,2
WX-7,2025-08-04,14.1,57.4,82,0,18.3,N,1018.9,19.6,Windy,6
WX-7,2025-08-04,16.7,62.1,76,0.41,16.9,SW,1003.8,14.3,Fog,8
WX-4,2025-08-04,7.8,46.0,10,0.23,10.4,S,1006.2,8.4,Cloudy,2
WX-1,2025-08-05,16.4,61.5,33,0,0,E,1009.6,4.5,Rain,11
WX-8,2025-08-05,12.8,55.0,29,0.64,17.1,N,1003.2,5.9,Fog,1
WX-3,2025-08-05,14.6,58.3,27,0.56,21.9,E,1003.9,14.2,Partly Cloudy,0
WX-5,2025-08-06,18.4,65.1,18,0.42,16.3,W,1000.4,12.7,Clear,6
WX-8,2025-08-06,10.2,50.4,74,0,2.9,NE,993.6,7.4,Fog,8
WX-8,2025-08-06,22.2,72.0,87,0.02,5.4,N,1025.3,14.7,Thunderstorm,4
WX-9,2025-08-06,7.1,44.8,100,0,3.1,NW,1004.8,3.3,Snow,5
WX-9,2025-08-07,16.1,61.0,13,0.12,23.2,W,1012.8,6.6,Drizzle,11
WX-4,2025-08-07,20.4,68.7,70,0,24.7,NW,1003.6,5.4,Partly Cloudy,8
WX-10,2025-08-07,29.6,85.3,24,0.46,16.9,NE,1002.9,6.3,Partly Cloudy,1
WX-6,2025-08-07,18.4,65.1,61,0,11.2,E,1011.7,16.8,Haze,8
WX-7,2025-08-07,15.8,60.4,39,0.19,13.6,SW,1008.2,8.0,Drizzle,10
WX-7,2025-08-07,13.3,55.9,27,0,14.6,E,1012.6,1.4,Haze,0
WX-10,2025-08-08,16.5,61.7,40,0.13,18.6,NW,1019.9,10.9,Haze,3
WX-6,2025-08-08,26.3,79.3,80,0.03,17.9,NE,1016.3,13.6,Clear,5
WX-2,2025-08-08,26.3,79.3,14,0,25.6,W,1005.0,2.7,Partly Cloudy,0
WX-6,2025-08-08,3.8,38.8,19,0.81,29.9,SE,1015.1,12.4,Fog,1
WX-7,2025-08-09,16.3,61.3,93,0.26,14.6,E,1011.5,15.3,Drizzle,5
WX-5,2025-08-09,12.2,54.0,20,0.0,25.3,E,1002.3,4.5,Fog,0
WX-8,2025-08-09,13.1,55.6,12,0.63,7.9,N,1019.5,9.7,Drizzle,8
WX-6,2025-08-09,19.5,67.1,84,0.5,9.7,E,1020.1,7.6,Clear,10
WX-5,2025-08-09,21.5,70.7,69,0,10.3,SW,1019.9,11.1,Thunderstorm,9
WX-3,2025-08-10,20.1,68.2,66,0.36,14.5,N,1018.6,8.4,Clear,3
WX-7,2025-08-10,13.8,56.8,21,0,21.3,N,1020.2,13.0,Clear,11
WX-9,2025-08-10,15.7,60.3,14,0.65,29.0,SE,1002.2,8.6,Fog,0
WX-1,2025-08-10,23.1,73.6,38,0.08,10.1,E,1006.9,10.8,Windy,11
WX-8,2025-08-11,18.5,65.3,38,0,15.4,N,1023.0,14.2,Windy,3
WX-7,2025-08-11,13.6,56.5,27,0.56,25.3,S,1020.1,2.3,Snow,8
WX-8,2025-08-11,20.1,68.2,36,0,16.6,S,1014.4,13.1,Haze,10
WX-8,2025-08-11,22.5,72.5,30,0,12.1,W,1009.6,18.6,Drizzle,4
WX-2,2025-08-11,17.8,64.0,48,0,17.7,N,1028.3,7.1,Windy,1
WX-3,2025-08-12,17.4,63.3,92,0.07,4.9,NW,1022.0,8.9,Haze,0
WX-3,2025-08-12,14.4,57.9,78,0,0,SW,1003.3,8.6,Windy,7
WX-6,2025-08-12,29.2,84.6,81,0.23,0,SE,1016.8,10.1,Partly Cloudy,11
WX-3,2025-08-12,11.7,53.1,47,0.08,11.6,W,1018.4,12.2,Haze,3
WX-5,2025-08-13,22.3,72.1,20,0.18,22.4,W,1018.1,8.8,Thunderstorm,2
WX-6,2025-08-13,23.3,73.9,30,0.2,17.6,E,996.7,11.2,Partly Cloudy,6
WX-10,2025-08-13,13.5,56.3,56,0,16.6,SW,1014.6,7.9,Cloudy,9
WX-6,2025-08-13,17.8,64.0,19,0.32,15.3,NE,1003.6,8.8,Rain,11
WX-6,2025-08-14,15.1,59.2,45,0.48,22.6,NE,1017.8,13.7,Cloudy,4
WX-10,2025-08-14,21.2,70.2,17,0.14,15.6,S,1012.2,16.3,Rain,9
WX-8,2025-08-14,24.7,76.5,19,0,18.0,E,1018.7,16.4,Drizzle,3
WX-7,2025-08-14,16.6,61.9,57,0.02,25.4,NE,1012.6,5.9,Partly Cloudy,1
WX-4,2025-08-14,11.7,53.1,57,0.72,19.0,W,991.2,8.6,Fog,11
WX-4,2025-08-15,16.4,61.5,70,0.13,17.5,NE,1006.2,4.4,Fog,4
WX-5,2025-08-15,17.1,62.8,20,0.57,2.3,E,1020.1,11.1,Windy,7
WX-6,2025-08-15,22.9,73.2,93,0,14.4,E,1003.5,13.0,Fog,8
WX-7,2025-08-15,12.3,54.1,26,0.07,10.0,NE,1002.0,17.5,Windy,5
WX-9,2025-08-16,16.9,62.4,71,0.19,16.6,E,1020.7,16.6,Cloudy,3
WX-3,2025-08-16,15.3,59.5,40,0,11.2,E,1004.7,17.1,Snow,7
WX-5,2025-08-16,13.6,56.5,99,0,22.2,SW,1007.6,5.6,Clear,3
WX-7,2025-08-16,13.9,57.0,25,0.13,20.9,NE,1010.0,16.4,Thunderstorm,4
WX-1,2025-08-16,19.3,66.7,86,0.46,19.2,SE,1025.0,12.1,Rain,9
WX-1,2025-08-17,20.8,69.4,35,0,29.1,W,1006.8,3.6,Thunderstorm,6
WX-6,2025-08-17,22.9,73.2,37,0,25.9,SE,1011.7,9.6,Partly Cloudy,9
WX-6,2025-08-17,12.2,54.0,87,0,16.9,NE,1028.5,5.0,Fog,0
WX-10,2025-08-17,23.2,73.8,38,0.05,2.3,S,1025.8,4.3,Thunderstorm,5
WX-9,2025-08-18,14.4,57.9,89,0.04,9.1,N,1016.4,7.8,Clear,3
WX-2,2025-08-18,7.3,45.1,61,0.14,12.4,NE,1011.8,3.6,Rain,0
WX-7,2025-08-18,17.4,63.3,30,0,16.6,NE,995.5,13.4,Partly Cloudy,3
WX-8,2025-08-19,19.6,67.3,61,0.03,4.9,SW,1015.7,11.5,Partly Cloudy,11
WX-2,2025-08-19,9.6,49.3,46,0.21,19.3,N,1019.4,11.3,Clear,5
WX-8,2025-08-19,7.8,46.0,38,0.24,14.5,SW,998.6,9.9,Snow,11
WX-6,2025-08-19,11.6,52.9,31,0.38,35.7,SW,1002.0,2.1,Clear,7
WX-1,2025-08-20,15.0,59.0,88,0,11.7,S,994.5,9.7,Drizzle,9
WX-1,2025-08-20,22.4,72.3,78,1.03,7.8,W,1005.4,12.1,Clear,1
WX-1,2025-08-20,21.3,70.3,93,0.56,17.0,S,1032.2,10.6,Haze,10
WX-8,2025-08-20,21.2,70.2,16,0.43,1.8,N,1020.9,6.7,Fog,8
WX-1,2025-08-20,19.3,66.7,14,0.19,10.3,W,1028.9,9.7,Cloudy,4
WX-5,2025-08-21,22.1,71.8,10,0.11,9.3,NW,1030.5,9.7,Rain,2
WX-7,2025-08-21,22.0,71.6,49,0,6.0,N,1006.7,9.6,Haze,2
WX-3,2025-08-21,19.3,66.7,87,0.39,19.1,SE,1011.8,9.8,Cloudy,5
WX-2,2025-08-21,27.4,81.3,43,0.05,16.6,E,1016.8,6.9,Thunderstorm,3
WX-8,2025-08-22,21.3,70.3,31,0,7.9,W,1020.8,8.1,Rain,2
WX-10,2025-08-22,16.5,61.7,58,0.61,14.8,SW,1009.3,13.3,Windy,2
WX-4,2025-08-22,16.5,61.7,70,0,15.2,N,1015.7,8.7,Snow,2
WX-3,2025-08-22,13.3,55.9,55,0.35,11.2,NW,1017.4,9.6,Snow,1
WX-10,2025-08-22,10.6,51.1,39,0,14.3,E,1008.3,17.4,Rain,11
WX-10,2025-08-22,21.9,71.4,15,0.03,16.1,NE,1021.2,10.1,Thunderstorm,4
WX-8,2025-08-23,20.5,68.9,98,0.1,6.9,SE,999.0,0.5,Windy,3
WX-5,2025-08-23,19.0,66.2,67,0.43,21.9,NE,1019.1,9.9,Partly Cloudy,8
WX-6,2025-08-23,17.9,64.2,95,0,5.0,N,1000.7,7.1,Rain,10
WX-1,2025-08-23,29.4,84.9,53,0.6,16.8,SW,1014.4,6.3,Drizzle,2
WX-10,2025-08-24,11.1,52.0,97,0.58,5.0,N,1014.3,13.5,Haze,6
WX-5,2025-08-24,23.3,73.9,12,0.11,14.0,SE,1026.3,0.5,Partly Cloudy,10
WX-3,2025-08-24,18.1,64.6,63,0.16,5.6,E,1025.4,9.2,Windy,4
WX-5,2025-08-24,6.3,43.3,29,0.21,21.7,N,1018.3,11.4,Cloudy,9
WX-9,2025-08-24,25.0,77.0,66,0,20.3,W,1019.7,2.8,Cloudy,9
WX-10,2025-08-24,25.0,77.0,68,0.15,11.4,NE,1024.1,16.0,Clear,1
WX-9,2025-08-25,19.2,66.6,34,0.21,14.3,NW,1010.2,14.5,Rain,7
WX-9,2025-08-25,13.7,56.7,49,0,10.2,E,1021.5,7.7,Thunderstorm,10
WX-10,2025-08-25,22.3,72.1,34,0.05,10.8,SE,1020.7,11.1,Snow,9
WX-10,2025-08-25,12.3,54.1,94,0.25,6.3,NE,1002.7,8.6,Rain,7
WX-6,2025-08-26,22.2,72.0,11,0,9.0,N,983.0,8.5,Drizzle,5
WX-7,2025-08-26,21.0,69.8,85,0.03,19.4,S,1013.1,11.8,Snow,5
WX-7,2025-08-26,3.7,38.7,36,0,11.9,SW,1029.1,16.2,Thunderstorm,2
WX-1,2025-08-26,14.5,58.1,10,0,2.6,W,1033.6,11.0,Drizzle,0
WX-9,2025-08-27,14.3,57.7,79,0,26.3,SE,994.0,8.6,Partly Cloudy,11
WX-10,2025-08-27,21.1,70.0,91,0.05,19.2,N,1014.6,9.4,Cloudy,11
WX-5,2025-08-27,28.6,83.5,10,0.57,15.1,NE,1006.5,6.5,Thunderstorm,3
WX-9,2025-08-27,10.6,51.1,26,0,5.6,NE,1021.7,9.3,Partly Cloudy,1
WX-7,2025-08-28,29.3,84.7,44,0,2.3,NW,999.3,12.8,Windy,10
WX-2,2025-08-28,18.0,64.4,39,0.0,30.1,NE,1013.3,3.8,Cloudy,3
WX-1,2025-08-28,14.9,58.8,66,0.31,11.6,NE,1008.3,11.9,Drizzle,11
WX-10,2025-08-28,13.7,56.7,28,0,20.5,NW,1025.5,12.6,Windy,8
WX-6,2025-08-29,21.6,70.9,58,0.17,8.6,NE,1006.2,14.0,Clear,2
WX-9,2025-08-29,11.3,52.3,50,0,13.0,NW,1021.7,11.2,Clear,2
WX-1,2025-08-29,11.2,52.2,60,0,5.3,N,990.7,11.7,Fog,7
WX-9,2025-08-29,19.5,67.1,16,0,13.3,S,1024.4,8.6,Windy,4
WX-5,2025-08-29,17.0,62.6,67,0.24,12.7,S,1013.9,16.7,Haze,6
WX-9,2025-08-29,18.5,65.3,95,0.32,11.2,NW,1012.1,13.2,Haze,9
WX-4,2025-08-30,19.4,66.9,70,0.23,19.4,S,998.6,0.9,Haze,4
WX-10,2025-08-30,19.1,66.4,47,0.01,9.5,SW,1003.2,3.8,Clear,4
WX-2,2025-08-30,14.1,57.4,63,0.17,8.6,W,1005.0,17.1,Rain,10
WX-3,2025-08-30,18.4,65.1,45,0.01,22.2,N,998.2,10.8,Clear,6
WX-10,2025-08-30,14.9,58.8,32,0.34,9.6,W,1024.7,8.5,Drizzle,5
WX-7,2025-08-31,25.4,77.7,34,0.02,12.1,N,994.6,5.4,Fog,9
WX-9,2025-08-31,17.1,62.8,93,0.41,21.5,W,1007.1,10.4,Rain,0
WX-6,2025-08-31,7.5,45.5,96,0.29,0,SW,1012.1,13.1,Thunderstorm,1
WX-10,2025-08-31,16.6,61.9,99,0.47,7.8,NE,1013.2,10.9,Haze,1
WX-10,2025-09-01,10.6,51.1,92,0,16.6,SE,1015.4,11.8,Snow,10
WX-9,2025-09-01,6.1,43.0,16,0,24.7,SW,1005.9,4.7,Partly Cloudy,0
WX-4,2025-09-01,10.4,50.7,98,0.73,15.9,N,1016.0,7.5,Cloudy,3
WX-5,2025-09-01,11.6,52.9,41,0,8.9,E,1002.4,14.5,Haze,5
WX-1,2025-09-02,10.1,50.2,28,0.51,13.7,SW,1006.8,12.8,Haze,1
WX-10,2025-09-02,15.3,59.5,68,0.16,11.8,SE,1030.4,10.5,Drizzle,4
WX-7,2025-09-02,3.5,38.3,59,0.43,16.1,SE,1025.9,8.5,Partly Cloudy,3
WX-2,2025-09-02,18.3,64.9,63,0.24,21.0,W,1030.3,5.8,Partly Cloudy,8
WX-1,2025-09-03,11.3,52.3,54,0.01,8.6,SW,1021.4,12.4,Partly Cloudy,4
WX-10,2025-09-03,15.4,59.7,10,0.65,17.8,SE,999.5,10.1,Fog,2
