post_id,platform,post_date,post_type,content_category,likes,comments,shares,impressions,reach,engagement_rate,follower_count,hashtag_count,sentiment,link_clicks,video_views
POST-82530,Instagram,2025-02-06,Story,News,7519,24,149,210532,171987,3.65,1808440,28,Neutral,110,79210
POST-82531,LinkedIn,2023-01-01,Reel,Promotional,16664,1197,723,283288,201625,6.56,3590237,23,Positive,310,0
POST-82532,TikTok,2025-08-29,Text,Behind the Scenes,45436,1417,789,1135900,1037152,4.19,3773606,25,Positive,360,381359
POST-82533,YouTube,2023-05-28,Video,Promotional,45101,1335,949,676515,426087,7.0,169600,14,Neutral,810,20241
POST-82534,LinkedIn,2023-02-20,Image,Tutorial,5115,402,68,46035,32837,12.13,731642,9,Positive,15,0
POST-82535,Instagram,2024-06-29,Text,News,42993,2212,1130,601902,493078,7.7,3205451,28,Positive,363,287489
POST-82536,Instagram,2024-08-10,Image,Product Launch,45762,2365,184,732192,532926,6.6,645677,18,Negative,321,424376
POST-82537,TikTok,2023-03-23,Video,Promotional,4832,320,218,96640,87213,5.56,1458114,15,Positive,80,296325
POST-82538,TikTok,2023-08-04,Carousel,Promotional,26768,788,478,588896,401513,4.76,3590247,24,Positive,514,185158
POST-82539,Instagram,2023-09-20,Reel,Behind the Scenes,8482,29,370,135712,87554,6.54,3668228,30,Positive,86,261589
POST-82540,YouTube,2023-07-13,Carousel,News,3158,205,6,44212,39904,7.62,4746147,21,Positive,14,395300
POST-82541,YouTube,2024-10-18,Live,Product Launch,9780,130,376,254280,189738,4.05,1356643,27,Positive,195,300066
POST-82542,LinkedIn,2024-07-11,Image,User Generated,44474,249,1992,1200798,656816,3.89,1925424,13,Negative,813,0
POST-82543,LinkedIn,2023-01-29,Carousel,Promotional,36197,2987,1569,615349,387320,6.62,1614537,21,Positive,129,0
POST-82544,Instagram,2023-11-29,Live,Behind the Scenes,5694,538,108,56940,33163,11.13,2248693,18,Positive,64,151226
POST-82545,LinkedIn,2025-10-08,Carousel,Entertainment,18440,1016,148,184400,123170,10.63,225804,2,Positive,248,0
POST-82546,YouTube,2025-02-19,Reel,User Generated,19992,1698,710,579768,430739,3.86,2846,13,Positive,401,402519
POST-82547,Twitter,2024-02-24,Carousel,Behind the Scenes,40636,2322,332,853356,546551,5.07,4600194,6,Neutral,668,0
POST-82548,Instagram,2023-03-08,Story,User Generated,19421,170,847,116526,94648,17.54,527949,30,Neutral,163,203687
POST-82549,Twitter,2023-02-22,Story,Entertainment,13412,989,324,107296,100629,13.72,811233,2,Positive,252,0
POST-82550,Instagram,2023-09-09,Carousel,Product Launch,32119,2739,962,899332,676678,3.98,2188446,19,Positive,401,382256
POST-82551,YouTube,2024-05-05,Reel,Behind the Scenes,32725,642,1157,719950,472715,4.8,2272610,7,Positive,391,28547
POST-82552,Facebook,2024-01-04,Reel,News,11117,304,447,100053,84066,11.86,2812181,11,Positive,106,0
POST-82553,Instagram,2023-11-11,Image,Behind the Scenes,48362,4383,2136,386896,363385,14.18,1883587,13,Neutral,174,299741
POST-82554,LinkedIn,2024-01-01,Video,News,37961,794,1291,1100869,639681,3.64,3736678,16,Neutral,527,0
POST-82555,Facebook,2024-06-10,Video,News,18307,389,790,530903,299137,3.67,1867274,28,Negative,42,0
POST-82556,Twitter,2025-07-25,Text,Educational,25957,39,638,129785,110717,20.52,272030,12,Neutral,172,0
POST-82557,Twitter,2024-09-22,Story,Product Launch,28092,779,438,618024,370912,4.74,2470128,12,Positive,220,0
POST-82558,LinkedIn,2025-12-07,Image,News,27422,182,1375,630706,337486,4.59,1443009,24,Positive,312,0
POST-82559,LinkedIn,2023-11-26,Reel,Behind the Scenes,28089,1934,345,842670,679278,3.6,1285673,29,Positive,285,0
POST-82560,Instagram,2023-12-21,Live,Product Launch,22847,448,62,548328,435064,4.26,388663,10,Neutral,169,186017
POST-82561,YouTube,2023-07-10,Carousel,Promotional,26226,1591,803,393390,212565,7.28,2154540,16,Positive,322,358914
POST-82562,Instagram,2024-12-29,Story,News,30935,527,1540,216545,145484,15.24,111728,10,Positive,100,240271
POST-82563,Facebook,2024-06-25,Image,Educational,31522,1874,1051,283698,222825,12.14,2058948,25,Neutral,434,0
POST-82564,Instagram,2023-10-13,Reel,Tutorial,27646,555,802,442336,386112,6.56,520606,3,Neutral,551,72065
POST-82565,TikTok,2025-08-05,Video,User Generated,5387,186,255,161610,104149,3.61,391295,2,Positive,88,266063
POST-82566,Twitter,2025-10-18,Video,Behind the Scenes,32881,359,1508,394572,206522,8.81,1649606,11,Positive,151,0
POST-82567,Instagram,2024-03-10,Text,News,1147,21,56,30969,20648,3.95,4952137,16,Neutral,25,50901
POST-82568,YouTube,2023-04-03,Image,Product Launch,3279,241,136,88533,75563,4.13,253298,0,Neutral,20,254064
POST-82569,Instagram,2023-04-22,Carousel,Product Launch,22386,1586,1115,425334,362456,5.9,2279738,18,Neutral,301,366679
POST-82570,Instagram,2023-04-27,Live,Product Launch,24991,1342,559,699748,380110,3.84,1100280,25,Positive,153,356095
POST-82571,YouTube,2024-08-28,Text,Educational,1909,17,16,20999,10621,9.25,679949,1,Neutral,8,444783
POST-82572,Twitter,2024-03-15,Reel,Tutorial,45484,706,1745,363872,269562,13.17,3454435,9,Negative,303,0
POST-82573,Twitter,2024-10-20,Carousel,Entertainment,25104,251,1198,276144,227551,9.62,2545928,7,Positive,97,0
POST-82574,Twitter,2023-01-11,Image,News,5999,21,88,65989,47599,9.26,241328,7,Neutral,81,0
POST-82575,YouTube,2023-11-26,Story,Promotional,31964,2187,189,447496,405540,7.67,4764365,7,Positive,414,385198
POST-82576,Facebook,2024-05-27,Text,Product Launch,33006,112,625,858156,497400,3.93,3682304,24,Positive,386,0
POST-82577,YouTube,2023-07-31,Text,Product Launch,31093,1094,443,590767,434047,5.52,4424651,22,Neutral,186,192596
POST-82578,LinkedIn,2023-10-07,Story,Educational,30723,870,690,829521,456627,3.89,4477007,16,Positive,412,0
POST-82579,YouTube,2023-10-31,Live,Entertainment,49570,640,1577,743550,583952,6.96,3726854,9,Neutral,226,138167
POST-82580,Twitter,2023-07-02,Image,Entertainment,5390,44,174,75460,43053,7.43,1443490,13,Positive,4,0
POST-82581,Instagram,2024-02-03,Text,Product Launch,24076,693,1162,505596,291889,5.13,647123,22,Positive,295,424090
POST-82582,TikTok,2023-04-29,Carousel,Tutorial,13617,592,610,340425,319719,4.35,723865,1,Positive,171,65991
POST-82583,LinkedIn,2023-11-14,Carousel,User Generated,34233,3249,557,513495,450840,7.41,543090,18,Positive,2,0
POST-82584,Facebook,2023-10-11,Video,Promotional,636,64,33,8268,4560,8.87,854893,7,Negative,3,0
POST-82585,YouTube,2023-08-04,Video,User Generated,14731,669,465,206234,143126,7.69,3775458,3,Positive,273,93296
POST-82586,Facebook,2025-09-30,Carousel,Product Launch,32086,2367,892,609634,458285,5.8,1660302,2,Negative,193,0
POST-82587,TikTok,2025-04-20,Story,Promotional,12815,592,390,217855,180861,6.33,4520880,2,Negative,110,434845
POST-82588,LinkedIn,2023-10-25,Image,Product Launch,21205,1586,513,593740,537494,3.92,2144468,6,Negative,164,0
POST-82589,TikTok,2025-10-15,Story,Promotional,17928,828,779,537840,384785,3.63,2875011,19,Positive,45,266397
POST-82590,LinkedIn,2024-05-27,Text,Entertainment,26465,966,543,238185,189657,11.74,1040381,30,Negative,178,0
POST-82591,Facebook,2023-01-05,Image,Product Launch,41378,1638,490,206890,192571,21.03,2598781,25,Positive,257,0
POST-82592,Facebook,2025-04-24,Video,Product Launch,16777,115,808,335540,187521,5.28,759868,30,Neutral,240,0
POST-82593,Twitter,2025-02-09,Image,News,27471,1755,1099,412065,240470,7.36,144376,13,Positive,455,0
POST-82594,LinkedIn,2024-03-26,Story,Behind the Scenes,28014,666,419,700350,598138,4.15,3589112,11,Negative,56,0
POST-82595,Facebook,2024-05-10,Reel,User Generated,39536,144,1057,237216,220084,17.17,2414181,22,Positive,747,0
POST-82596,YouTube,2024-06-08,Carousel,Product Launch,8829,399,312,220725,193233,4.32,265133,29,Neutral,178,338732
POST-82597,LinkedIn,2024-03-19,Live,Behind the Scenes,5390,72,262,26950,18762,21.24,886161,14,Positive,86,0
POST-82598,YouTube,2025-01-06,Text,Behind the Scenes,22632,1698,406,588432,415855,4.2,4879020,21,Neutral,299,410872
POST-82599,YouTube,2024-05-23,Reel,User Generated,10743,764,358,279318,263257,4.25,4747120,30,Positive,182,193633
POST-82600,LinkedIn,2025-09-27,Reel,Tutorial,37095,3318,748,890280,788430,4.62,313237,29,Negative,428,0
POST-82601,Instagram,2025-05-08,Reel,Behind the Scenes,28141,551,410,759807,654958,3.83,804811,12,Positive,17,334146
POST-82602,YouTube,2024-06-15,Carousel,News,32226,107,1343,580068,423342,5.81,1485127,13,Positive,127,290531
POST-82603,Facebook,2023-02-20,Image,User Generated,33467,12,251,970543,494442,3.48,1684527,24,Neutral,32,0
POST-82604,TikTok,2023-01-06,Text,News,26478,1076,167,291258,163981,9.52,2160393,7,Negative,509,51791
POST-82605,Facebook,2024-03-14,Carousel,News,23885,1581,991,597125,512915,4.43,2118559,6,Positive,305,0
POST-82606,Twitter,2024-04-21,Text,News,16691,106,37,467348,257013,3.6,268184,27,Neutral,298,0
POST-82607,Facebook,2024-07-11,Image,Educational,12344,631,619,123440,107997,11.01,2618045,29,Positive,201,0
POST-82608,Twitter,2023-04-06,Live,News,27597,2592,1323,358761,251126,8.78,3467408,23,Positive,376,0
POST-82609,Facebook,2024-01-12,Text,Product Launch,45836,3379,528,275016,176713,18.09,1159031,1,Positive,156,0
POST-82610,Twitter,2024-04-30,Text,Tutorial,31229,2804,349,562122,356717,6.12,525504,13,Negative,406,0
POST-82611,TikTok,2023-12-24,Text,Product Launch,48850,3919,1883,537350,372580,10.17,1930111,3,Negative,526,395001
POST-82612,TikTok,2023-03-12,Live,News,44302,2151,1309,797436,599414,5.99,4865550,29,Positive,771,1170
POST-82613,LinkedIn,2023-06-18,Text,Educational,12646,524,235,75876,43782,17.67,1518895,23,Positive,220,0
POST-82614,Facebook,2024-04-16,Text,Product Launch,22140,2028,384,177120,94713,13.86,4197889,2,Neutral,68,0
POST-82615,Twitter,2024-06-01,Video,Behind the Scenes,19787,64,139,573823,530640,3.48,3598125,11,Neutral,107,0
POST-82616,Twitter,2023-03-12,Text,Tutorial,26945,2346,1122,565845,467617,5.37,1705582,29,Neutral,430,0
POST-82617,Twitter,2024-02-03,Story,Behind the Scenes,27928,53,571,167568,126061,17.04,1896205,27,Positive,220,0
POST-82618,Facebook,2023-07-14,Carousel,Product Launch,47561,14,1144,332927,183934,14.63,4816187,10,Positive,890,0
POST-82619,LinkedIn,2025-01-16,Carousel,News,22654,663,515,135924,81657,17.53,1193787,28,Positive,4,0
POST-82620,Twitter,2025-06-27,Live,News,33102,1330,759,364122,200120,9.66,4998032,1,Negative,345,0
POST-82621,LinkedIn,2023-06-15,Carousel,Product Launch,44668,263,1585,223340,136893,20.83,4959718,9,Neutral,137,0
POST-82622,TikTok,2024-05-07,Live,Entertainment,36025,3198,1024,612425,449384,6.57,3844511,29,Positive,409,347725
POST-82623,YouTube,2024-10-13,Video,Entertainment,19901,251,282,338317,282583,6.04,1801321,7,Neutral,301,184812
POST-82624,TikTok,2023-07-26,Story,Product Launch,40735,4067,248,1099845,682757,4.1,3690328,19,Neutral,90,459214
POST-82625,TikTok,2025-03-22,Reel,User Generated,12003,1041,178,204051,144507,6.48,4060399,26,Negative,229,217404
POST-82626,YouTube,2025-09-14,Live,Tutorial,29870,403,798,567530,499384,5.47,3292827,7,Positive,401,338280
POST-82627,Facebook,2024-08-12,Reel,Tutorial,36178,479,879,1049162,660821,3.58,184540,25,Positive,403,0
POST-82628,TikTok,2025-09-02,Reel,News,42172,1038,757,463892,301762,9.48,188508,2,Positive,294,391134
POST-82629,YouTube,2025-08-14,Text,User Generated,30803,2836,445,431242,370239,7.9,2247968,27,Positive,29,327332
POST-82630,LinkedIn,2025-10-09,Reel,User Generated,1551,31,11,35673,28322,4.47,1182502,8,Positive,23,0
POST-82631,TikTok,2023-12-17,Image,Tutorial,42991,3456,983,515892,442255,9.19,1854879,2,Negative,466,139054
POST-82632,LinkedIn,2023-11-26,Text,Behind the Scenes,7623,467,155,106722,88394,7.73,4130062,8,Positive,35,0
POST-82633,YouTube,2025-09-16,Image,Behind the Scenes,25031,2135,603,725899,585371,3.83,3250841,18,Positive,24,288784
POST-82634,Facebook,2024-03-19,Image,Product Launch,33426,1306,333,701946,543175,5.0,3774965,9,Neutral,309,0
POST-82635,TikTok,2024-03-06,Live,Promotional,46424,2723,290,928480,559454,5.32,704025,17,Neutral,788,290317
POST-82636,Twitter,2023-08-11,Image,Entertainment,3721,315,123,37210,30087,11.18,1970028,29,Positive,61,0
POST-82637,Facebook,2024-05-26,Carousel,News,35931,574,283,898275,450602,4.1,660815,21,Neutral,549,0
POST-82638,TikTok,2025-10-10,Text,Product Launch,42181,1356,117,801439,636432,5.45,3859708,21,Neutral,6,422285
POST-82639,Twitter,2024-05-28,Video,Tutorial,13917,510,584,167004,134425,8.99,2964528,0,Positive,75,0
POST-82640,Instagram,2024-09-16,Image,Promotional,32137,1911,1244,803425,408028,4.39,1995836,9,Positive,464,477344
POST-82641,LinkedIn,2023-05-22,Text,Behind the Scenes,28436,817,162,796208,405785,3.69,1297391,21,Neutral,426,0
POST-82642,Instagram,2025-12-25,Story,Promotional,4685,275,194,79645,52359,6.47,2423680,7,Positive,92,488050
POST-82643,TikTok,2024-05-09,Story,Promotional,7575,671,267,98475,68976,8.64,98555,21,Positive,122,61219
POST-82644,LinkedIn,2024-07-16,Video,User Generated,28467,484,636,711675,667860,4.16,3679981,4,Positive,104,0
POST-82645,LinkedIn,2024-04-22,Carousel,User Generated,19358,49,295,425876,236385,4.63,4108604,3,Negative,249,0
POST-82646,TikTok,2023-08-17,Story,Entertainment,24138,2126,345,603450,309479,4.41,3096225,7,Positive,406,422342
POST-82647,Instagram,2023-09-14,Carousel,Behind the Scenes,3021,218,141,36252,21391,9.32,2753716,4,Positive,40,21529
POST-82648,Facebook,2024-12-11,Video,Product Launch,16666,128,484,166660,143924,10.37,4980312,26,Positive,72,0
POST-82649,YouTube,2025-03-02,Carousel,User Generated,10000,772,501,160000,145180,7.05,2301718,2,Positive,15,133698
POST-82650,Facebook,2023-06-11,Carousel,User Generated,44059,2654,1056,1013357,636789,4.71,885493,14,Negative,442,0
POST-82651,YouTube,2024-07-16,Story,Promotional,14221,556,635,241757,203007,6.37,4467787,23,Positive,114,2761
POST-82652,Twitter,2025-05-21,Live,News,44898,1322,1577,808164,689431,5.91,4899761,28,Positive,414,0
POST-82653,LinkedIn,2024-01-05,Video,Product Launch,16409,1255,259,147681,106921,12.14,1150120,4,Positive,150,0
POST-82654,LinkedIn,2023-05-23,Live,Entertainment,5243,47,248,47187,33181,11.74,668581,30,Positive,10,0
POST-82655,LinkedIn,2025-07-11,Video,Product Launch,20588,237,957,226468,163574,9.62,4648942,6,Negative,21,0
POST-82656,Instagram,2025-01-21,Live,Promotional,7578,264,362,45468,28317,18.04,2459829,23,Positive,86,244224
POST-82657,Instagram,2025-11-27,Reel,Product Launch,39812,1931,107,517556,273762,8.09,90199,29,Positive,2,362682
POST-82658,Instagram,2024-04-04,Image,Behind the Scenes,15049,639,241,150490,106190,10.58,4270195,0,Neutral,293,347624
POST-82659,TikTok,2023-03-18,Carousel,Tutorial,9289,735,290,102179,71465,10.09,3201234,1,Neutral,46,343262
POST-82660,Twitter,2024-11-29,Carousel,Product Launch,34,6,4,884,532,4.98,1877419,19,Neutral,4,0
POST-82661,YouTube,2023-11-24,Image,News,14455,1157,699,433650,393152,3.76,2634928,28,Negative,52,76054
POST-82662,Facebook,2024-05-20,Text,Behind the Scenes,32559,1032,1286,683739,398100,5.1,4335827,7,Neutral,316,0
POST-82663,Instagram,2023-03-15,Carousel,Tutorial,12587,530,488,75522,59617,18.01,119598,28,Negative,115,376181
POST-82664,Facebook,2024-04-06,Reel,User Generated,48732,1945,2122,779712,523711,6.77,1812518,26,Negative,272,0
POST-82665,LinkedIn,2023-08-29,Story,User Generated,30920,1551,362,865760,452682,3.79,4539613,27,Positive,378,0
POST-82666,Facebook,2024-03-13,Text,Behind the Scenes,33993,1159,1138,1019790,626045,3.56,4048022,18,Neutral,550,0
POST-82667,Twitter,2023-06-19,Live,User Generated,7107,446,269,56856,46353,13.76,3287004,14,Positive,124,0
POST-82668,TikTok,2025-12-26,Image,Promotional,36150,347,264,180750,101574,20.34,724237,27,Positive,489,246098
POST-82669,YouTube,2024-08-24,Image,News,27916,738,1332,642068,424628,4.67,667851,23,Positive,165,272517
POST-82670,Facebook,2023-07-27,Live,Tutorial,32898,1884,668,296082,208303,11.97,940421,25,Positive,265,0
POST-82671,TikTok,2024-02-06,Video,User Generated,7095,69,1,99330,55348,7.21,482132,11,Neutral,54,318885
POST-82672,Instagram,2024-08-05,Image,Product Launch,20424,114,293,285936,174773,7.29,2697984,13,Positive,118,95911
POST-82673,TikTok,2025-05-27,Video,Behind the Scenes,41258,650,1462,1031450,678343,4.2,4581700,17,Neutral,422,483174
POST-82674,LinkedIn,2024-02-12,Image,Promotional,28574,2734,392,457184,391182,6.93,3919960,20,Neutral,503,0
POST-82675,Facebook,2024-03-31,Reel,Educational,34212,187,1392,684240,624500,5.23,941488,18,Positive,139,0
POST-82676,LinkedIn,2025-11-26,Text,Entertainment,20003,1062,199,380057,219699,5.59,3857384,9,Positive,201,0
POST-82677,Facebook,2025-09-21,Reel,Promotional,12153,1165,455,340284,232737,4.05,2629127,19,Negative,115,0
POST-82678,Instagram,2025-10-09,Image,Entertainment,44868,852,952,897360,453567,5.2,4850678,6,Positive,266,316031
POST-82679,YouTube,2025-10-23,Live,Tutorial,18313,1158,712,366260,298932,5.51,2641802,23,Positive,352,89633
POST-82680,Instagram,2024-11-06,Reel,Entertainment,8116,180,325,186668,166261,4.62,2642397,27,Neutral,14,459624
POST-82681,Instagram,2024-06-13,Video,Educational,44526,1777,1991,1335780,1245309,3.62,1171866,3,Positive,207,372291
POST-82682,Instagram,2025-09-22,Story,Product Launch,46364,1578,148,510004,324281,9.43,2092289,16,Positive,609,427949
POST-82683,Facebook,2025-06-27,Video,Product Launch,4095,246,94,90090,81679,4.92,4284347,30,Positive,39,0
POST-82684,Facebook,2024-02-20,Live,Tutorial,36220,1501,1156,470860,283467,8.26,2651384,20,Positive,92,0
POST-82685,Facebook,2023-07-15,Text,Tutorial,43011,2483,90,602154,334739,7.57,915782,16,Neutral,586,0
POST-82686,Twitter,2025-04-04,Video,User Generated,13009,343,92,247171,177037,5.44,2689588,27,Positive,196,0
POST-82687,YouTube,2025-10-04,Image,News,46412,3601,230,1299536,966880,3.87,2922148,17,Neutral,443,343749
POST-82688,YouTube,2023-05-31,Video,Entertainment,22302,1198,883,669060,481065,3.64,2083553,6,Negative,102,90814
POST-82689,Twitter,2025-11-30,Image,Product Launch,49700,1538,743,1491000,753695,3.49,3866195,25,Negative,863,0
POST-82690,LinkedIn,2024-07-17,Image,Educational,46756,2449,1502,888364,606749,5.71,1250051,4,Negative,183,0
POST-82691,Facebook,2024-12-19,Story,Educational,26220,1672,168,209760,136897,13.38,1298048,26,Neutral,374,0
POST-82692,TikTok,2023-04-08,Video,News,40617,643,95,528021,371745,7.83,2386848,15,Neutral,255,110998
POST-82693,TikTok,2025-12-28,Image,Educational,26094,1957,734,495786,312601,5.81,3210951,23,Positive,245,240971
POST-82694,YouTube,2023-07-08,Image,Product Launch,6383,563,272,146809,90612,4.92,1519955,8,Positive,55,215206
POST-82695,TikTok,2025-01-27,Live,User Generated,25746,1232,950,386190,336226,7.23,1168001,21,Neutral,443,433613
POST-82696,Facebook,2025-10-09,Reel,Promotional,17634,25,757,282144,196161,6.53,3000498,19,Positive,179,0
POST-82697,Instagram,2025-08-29,Text,News,45135,329,956,631890,508762,7.35,2808595,6,Positive,901,367195
POST-82698,LinkedIn,2025-11-09,Story,News,25510,153,151,535710,334978,4.82,4984486,3,Positive,281,0
POST-82699,LinkedIn,2023-04-20,Image,News,29592,519,1058,503064,253779,6.2,55165,22,Positive,230,0
POST-82700,Facebook,2023-04-05,Live,Entertainment,23107,1686,90,254177,199317,9.79,3065338,4,Positive,327,0
POST-82701,YouTube,2023-12-03,Text,Tutorial,10417,374,217,270842,185713,4.06,3786833,19,Positive,180,156449
POST-82702,YouTube,2023-08-11,Reel,Entertainment,12443,810,45,261303,137946,5.09,2477404,13,Neutral,145,271421
POST-82703,Facebook,2023-09-06,Live,User Generated,11585,130,410,196945,144034,6.16,4563388,1,Positive,11,0
POST-82704,Facebook,2023-03-11,Reel,User Generated,20708,1396,755,393452,212218,5.81,2056424,19,Positive,229,0
POST-82705,Twitter,2024-01-12,Live,Entertainment,11042,884,166,99378,59049,12.17,4809220,14,Positive,136,0
POST-82706,TikTok,2025-07-17,Image,Entertainment,42024,2880,414,1050600,968610,4.31,4610753,13,Positive,740,320611
POST-82707,Twitter,2025-06-16,Live,Promotional,41067,3098,171,1108809,578803,4.0,2709553,6,Positive,315,0
POST-82708,YouTube,2024-09-02,Live,Entertainment,40150,3684,39,1043900,917780,4.2,1678248,9,Positive,629,185470
POST-82709,LinkedIn,2024-05-15,Carousel,Behind the Scenes,39862,2407,1838,358758,261871,12.29,1165032,14,Negative,254,0
POST-82710,Twitter,2024-02-03,Text,User Generated,9555,392,181,152880,124421,6.62,1667511,14,Negative,86,0
POST-82711,Facebook,2024-01-22,Reel,User Generated,23122,466,1088,624294,496769,3.95,3024532,27,Positive,363,0
POST-82712,Instagram,2024-06-02,Live,Behind the Scenes,33691,1604,1157,909657,822456,4.01,3533713,20,Neutral,62,23898
POST-82713,Twitter,2025-08-25,Live,News,19908,776,203,477792,318110,4.37,2168370,18,Positive,323,0
POST-82714,Twitter,2025-09-04,Video,Educational,36751,2570,154,661518,447109,5.97,4701581,7,Positive,237,0
POST-82715,Twitter,2023-10-17,Carousel,Promotional,46877,694,1733,421893,242785,11.69,3208511,19,Positive,305,0
POST-82716,LinkedIn,2023-09-13,Video,Entertainment,8860,303,304,212640,166377,4.45,4207599,16,Positive,56,0
POST-82717,YouTube,2025-06-24,Reel,News,10696,733,289,106960,74691,10.96,4706533,26,Positive,54,423022
POST-82718,YouTube,2023-02-18,Live,News,22530,2191,632,405540,359266,6.25,4371591,19,Positive,132,113189
POST-82719,YouTube,2024-07-17,Live,Educational,33144,1554,1140,331440,257111,10.81,4618079,15,Neutral,596,180829
POST-82720,TikTok,2025-07-27,Carousel,Product Launch,7688,281,358,69192,63114,12.03,2088394,0,Neutral,125,134564
POST-82721,Instagram,2023-02-27,Video,User Generated,35568,3127,900,1031472,821441,3.84,3398180,7,Negative,359,219440
POST-82722,LinkedIn,2023-04-06,Reel,News,41805,2400,1468,961515,657324,4.75,2335919,9,Positive,813,0
POST-82723,LinkedIn,2023-12-10,Reel,Entertainment,33277,58,886,965033,806498,3.55,2766848,11,Neutral,195,0
POST-82724,LinkedIn,2024-04-17,Image,Promotional,3839,215,155,84458,47901,4.98,4867979,12,Positive,81,0
POST-82725,LinkedIn,2023-11-07,Carousel,Behind the Scenes,25239,389,1200,555258,486216,4.83,1621310,19,Positive,354,0
POST-82726,YouTube,2025-03-23,Image,Entertainment,9058,750,238,190218,116261,5.28,1797350,16,Positive,46,228713
POST-82727,TikTok,2025-06-15,Text,Entertainment,35302,3174,895,494228,340561,7.97,2194120,23,Positive,679,335529
POST-82728,YouTube,2024-06-22,Image,User Generated,26538,1593,633,583836,352640,4.93,1102114,22,Positive,15,87267
POST-82729,TikTok,2025-12-05,Text,Behind the Scenes,33086,599,377,231602,164690,14.71,56353,11,Neutral,196,64010
POST-82730,TikTok,2024-06-19,Live,Entertainment,5483,162,165,159007,115440,3.65,4380278,28,Positive,88,375951
POST-82731,Twitter,2025-01-21,Carousel,User Generated,8280,50,115,91080,65494,9.27,1916398,20,Positive,107,0
POST-82732,LinkedIn,2024-02-03,Live,Product Launch,2163,159,94,15141,12462,15.96,3186391,29,Negative,0,0
POST-82733,LinkedIn,2024-07-15,Reel,News,4928,319,135,24640,16290,21.84,2619940,13,Positive,26,0
POST-82734,TikTok,2024-09-04,Image,User Generated,17938,1575,715,197318,110267,10.25,4967839,18,Neutral,207,90867
POST-82735,Instagram,2024-01-11,Image,Product Launch,44440,3427,585,1288760,1050751,3.76,3453367,13,Positive,494,404198
POST-82736,TikTok,2024-06-20,Carousel,Product Launch,6364,190,111,178192,93196,3.74,4323297,23,Positive,11,7385
POST-82737,Facebook,2025-06-20,Text,Tutorial,15375,1226,221,292125,239101,5.76,4498324,3,Negative,150,0
POST-82738,TikTok,2025-12-21,Reel,News,1880,53,19,18800,11120,10.38,4377425,8,Positive,30,486493
POST-82739,Twitter,2025-09-19,Carousel,Product Launch,5566,202,41,144716,96492,4.01,1010493,0,Neutral,25,0
POST-82740,LinkedIn,2025-06-06,Text,News,17492,530,678,489776,385824,3.82,680150,30,Positive,259,0
POST-82741,Instagram,2024-03-22,Video,Entertainment,49206,340,1711,688884,426606,7.44,3435732,16,Neutral,104,441262
POST-82742,Instagram,2024-07-31,Reel,Promotional,22950,1088,837,413100,294436,6.02,394317,22,Positive,58,266958
POST-82743,TikTok,2025-08-23,Video,Tutorial,6148,64,116,147552,102855,4.29,1529573,1,Neutral,103,463684
POST-82744,YouTube,2023-04-10,Carousel,News,3539,45,151,31851,19454,11.73,1173438,5,Neutral,22,4779
POST-82745,Facebook,2025-10-20,Reel,Promotional,32658,2475,1366,685818,428385,5.32,4365201,14,Negative,16,0
POST-82746,Facebook,2025-02-19,Live,Product Launch,13893,1361,4,263967,147879,5.78,3750762,10,Neutral,274,0
POST-82747,Twitter,2024-03-28,Reel,Promotional,3886,362,54,62176,31849,6.92,1503336,29,Positive,42,0
POST-82748,Instagram,2025-10-26,Video,Tutorial,41363,2346,1931,206815,179616,22.07,2664381,27,Positive,786,310300
POST-82749,Facebook,2024-12-30,Live,Educational,4934,348,131,148020,81741,3.66,2003525,20,Neutral,59,0
POST-82750,LinkedIn,2025-05-25,Story,Promotional,38726,2728,1232,271082,149187,15.75,3943863,5,Positive,184,0
POST-82751,Instagram,2023-04-02,Carousel,Product Launch,48286,4222,379,1400294,918275,3.78,2270769,11,Positive,256,449233
POST-82752,YouTube,2024-11-12,Carousel,Educational,1363,23,61,16356,8326,8.85,3739793,22,Positive,8,423699
POST-82753,LinkedIn,2023-09-30,Video,News,13680,695,667,259920,199284,5.79,4263809,19,Neutral,211,0
POST-82754,Twitter,2025-02-17,Image,Behind the Scenes,3647,32,73,80234,61438,4.68,3297207,13,Positive,45,0
POST-82755,Twitter,2023-03-29,Text,Promotional,30801,2754,47,308010,264881,10.91,3504733,21,Negative,51,0
POST-82756,LinkedIn,2025-11-26,Image,Entertainment,6759,449,238,40554,37833,18.36,3962923,11,Neutral,77,0
POST-82757,YouTube,2025-01-28,Text,Product Launch,27636,1983,45,635628,348190,4.67,1539631,19,Positive,484,373346
POST-82758,LinkedIn,2024-04-10,Reel,Tutorial,24195,36,434,459705,318227,5.37,2154324,28,Neutral,211,0
POST-82759,TikTok,2023-03-16,Live,Tutorial,6048,293,80,151200,123303,4.25,4217395,9,Positive,47,1895
POST-82760,Facebook,2024-08-13,Story,User Generated,10,2,4,290,228,5.52,36508,11,Positive,0,0
POST-82761,LinkedIn,2023-01-03,Reel,News,24084,1161,1181,650268,515878,4.06,3193496,25,Neutral,334,0
POST-82762,Facebook,2024-08-22,Reel,Promotional,12052,437,6,120520,61559,10.37,4449219,3,Negative,216,0
POST-82763,YouTube,2024-06-06,Story,Tutorial,18990,38,48,170910,153906,11.16,2312891,17,Neutral,364,489389
