respondent_id,department,job_level,tenure_years,engagement_score,satisfaction_score,manager_score,worklife_balance,growth_opportunity,recognition,compensation_fairness,team_collaboration,overall_recommend,response_date,attrition_risk
RESP-32244,HR,Director,12.8,4.14,3.27,3.57,2.24,4.26,1.99,3.2,3.66,10,2025-11-14,Low
RESP-32245,Product,Director,2.6,4.31,3.46,4.03,2.01,2.92,4.04,2.32,3.27,2,2024-04-21,Low
RESP-32246,Finance,Manager,19.9,2.92,2.58,4.49,4.47,3.49,3.27,2.43,3.76,8,2025-10-02,Medium
RESP-32247,Engineering,Team Lead,2.4,4.3,2.78,4.12,3.28,2.28,4.08,3.35,2.84,4,2023-08-05,Low
RESP-32248,Finance,Manager,3.9,3.73,2.21,3.63,2.94,2.26,1.8,3.7,4.12,5,2024-12-25,Low
RESP-32249,HR,Director,0.8,5,3.53,3.1,3.82,2.56,3.6,2.56,4.38,4,2023-01-29,Low
RESP-32250,Product,Team Lead,9.2,3.34,3.57,3.98,3.14,3.49,2.58,3.96,4.23,8,2023-11-22,Low
RESP-32251,Customer Support,Individual Contributor,18.2,3.15,3.67,2.73,3.2,1.86,3.54,3.18,3.61,4,2025-10-06,Medium
RESP-32252,Legal,Team Lead,17.4,5,3.69,4.14,3.17,4.36,5,2.52,4.06,8,2025-08-19,Low
RESP-32253,Finance,Director,9.7,1.55,2.29,5,3.65,3.0,3.35,3.51,2.99,8,2023-02-08,High
RESP-32254,Marketing,Individual Contributor,8.3,3.44,3.65,3.75,3.46,4.05,4.17,2.31,3.3,3,2025-11-30,Low
RESP-32255,Legal,Senior IC,4.1,3.86,1.95,3.46,2.2,2.84,2.69,4.07,4.45,6,2024-04-13,Low
RESP-32256,Product,VP,5.5,2.79,3.22,2.87,2.33,2.04,3.47,4.25,3.11,1,2023-04-17,Medium
RESP-32257,Legal,Individual Contributor,7.9,1.84,3.89,2.94,2.86,4.07,3.99,4.75,2.98,7,2024-01-30,Medium
RESP-32258,Operations,Individual Contributor,18.8,3.33,2.06,3.41,4.21,2.9,3.75,1.79,1.89,3,2023-05-26,Low
RESP-32259,Design,Individual Contributor,19.0,4.55,4.38,3.11,2.81,3.16,3.82,3.38,2.83,5,2024-03-24,Low
RESP-32260,Customer Support,Individual Contributor,13.6,2.45,3.97,3.61,2.48,3.05,2.59,1.87,3.86,8,2024-12-09,Medium
RESP-32261,Legal,Director,17.3,3.67,3.61,3.12,3.47,3.29,2.92,1.52,3.72,9,2023-02-01,Low
RESP-32262,HR,VP,5.5,4.62,4.13,4.13,2.38,2.26,2.55,4.19,3.33,5,2023-06-20,Low
RESP-32263,Operations,VP,18.2,2.22,2.98,3.4,3.28,2.31,3.34,3.22,3.1,10,2023-04-01,Medium
RESP-32264,Marketing,VP,6.4,3.41,2.76,3.66,3.92,1.46,3.71,3.36,4.2,8,2025-04-19,Low
RESP-32265,Marketing,VP,13.0,2.27,3.83,3.77,2.64,3.8,2.19,3.03,2.8,10,2023-10-09,Medium
RESP-32266,Product,Senior IC,12.2,3.72,3.11,3.66,2.45,3.53,4.38,2.16,3.5,7,2024-08-26,Low
RESP-32267,Customer Support,Senior IC,5.4,3.54,2.59,3.77,2.48,2.78,3.81,4.0,4.66,3,2025-08-20,Low
RESP-32268,Product,Manager,11.4,4.1,4.67,3.09,3.36,4.45,3.93,1.8,4.77,1,2023-12-26,Low
RESP-32269,Sales,Team Lead,2.1,3.63,2.77,3.56,4.03,4.59,3.75,1.24,3.64,2,2025-08-09,Low
RESP-32270,Design,Senior IC,18.9,3.42,3.49,3.81,4.05,1.42,2.74,5,4.77,8,2024-09-19,Low
RESP-32271,HR,Team Lead,19.0,4.84,1.84,3.74,3.73,3.61,3.79,2.55,4.4,9,2023-03-23,Low
RESP-32272,HR,Manager,13.2,4.19,4.46,2.68,4.45,3.06,2.18,3.68,3.86,3,2025-02-24,Low
RESP-32273,Product,Manager,10.2,4.28,3.61,4.05,3.69,3.64,1.68,3.7,3.47,2,2024-06-05,Low
RESP-32274,Operations,Manager,7.9,3.53,3.84,3.47,4.83,2.66,2.95,1,3.78,10,2023-12-24,Low
RESP-32275,Operations,Individual Contributor,11.0,4.81,3.21,3.45,2.37,2.77,3.29,2.25,3.18,7,2025-07-02,Low
RESP-32276,Customer Support,VP,19.4,3.65,4.64,2.94,3.58,2.52,3.84,2.52,4.01,8,2025-09-20,Low
RESP-32277,Marketing,Team Lead,14.9,3.19,2.92,2.39,3.66,3.69,3.18,2.91,2.54,1,2025-08-30,Medium
RESP-32278,Sales,Senior IC,7.5,3.22,3.34,2.36,4.46,2.19,3.23,4.57,3.23,4,2023-02-08,Low
RESP-32279,HR,Director,19.4,2.2,3.1,2.42,3.37,3.3,3.36,3.49,3.53,8,2024-10-28,Medium
RESP-32280,Engineering,Director,3.8,3.39,3.85,4.3,4.62,2.39,2.28,3.24,4.18,7,2025-10-12,Low
RESP-32281,Customer Support,Manager,15.3,4.42,2.65,3.75,3.07,3.29,3.6,2.12,4.3,5,2023-12-07,Low
RESP-32282,Sales,Director,9.4,2.66,3.14,3.57,3.58,2.31,2.95,2.55,3.55,10,2024-05-14,Medium
RESP-32283,Sales,Director,16.7,4.31,3.16,2.32,3.0,2.83,3.13,4.17,3.21,10,2023-07-25,Low
RESP-32284,Design,VP,1.5,2.61,2.56,3.23,3.24,3.62,2.92,2.08,3.09,3,2025-09-05,Medium
RESP-32285,HR,Director,9.8,3.72,4.13,3.91,2.57,3.57,2.67,3.69,3.09,3,2023-03-11,Low
RESP-32286,Product,Team Lead,3.1,3.8,1,3.63,2.69,3.13,3.56,4.28,3.11,4,2024-09-26,Low
RESP-32287,Engineering,Manager,11.9,3.2,2.93,3.46,4.37,5,3.17,3.11,3.87,2,2024-05-20,Low
RESP-32288,Customer Support,VP,10.0,2.95,4.01,4.19,4.49,3.24,4.06,3.11,4.04,1,2025-04-13,Medium
RESP-32289,Design,Manager,4.9,3.57,3.08,3.89,2.36,3.28,2.8,4.05,2.8,7,2024-05-26,Low
RESP-32290,Engineering,Team Lead,6.5,4.21,3.22,3.73,2.69,3.33,3.05,4.34,3.4,5,2023-10-31,Low
RESP-32291,HR,Senior IC,18.7,4.05,5,2.87,2.19,2.37,1.18,2.33,2.09,5,2023-10-23,Low
RESP-32292,Engineering,Director,14.7,4.71,2.34,3.32,2.18,1.84,3.97,1.21,4.07,8,2024-02-13,Low
RESP-32293,Finance,Manager,17.2,4.25,4.73,3.81,4.57,3.72,3.31,3.56,2.64,10,2024-06-04,Low
RESP-32294,Operations,VP,10.1,4.3,3.84,1.63,2.64,4.47,3.74,2.91,2.92,9,2023-06-26,Low
RESP-32295,Legal,Team Lead,8.6,3.81,4.36,3.26,3.64,4.55,3.25,1,4.49,3,2024-02-13,Low
RESP-32296,Finance,Senior IC,18.1,5,1.91,3.71,3.88,2.12,4.06,3.51,2.7,5,2024-02-10,Low
RESP-32297,Marketing,Senior IC,10.9,3.53,5,3.08,4.04,1.89,3.57,2.7,2.94,7,2025-10-07,Low
RESP-32298,HR,Individual Contributor,14.5,2.89,2.68,4.03,2.66,3.48,2.71,3.39,3.81,5,2025-01-16,Medium
RESP-32299,Operations,VP,2.0,3.47,2.94,3.79,3.58,3.22,2.83,3.42,1.9,10,2025-08-01,Low
RESP-32300,Sales,Manager,15.4,2.32,3.32,2.87,4.07,2.07,2.94,3.53,3.0,7,2023-10-31,Medium
RESP-32301,Legal,Team Lead,16.6,4.58,3.31,4.31,2.36,3.5,4.22,2.79,3.12,8,2025-05-15,Low
RESP-32302,Operations,Individual Contributor,14.9,4.29,3.91,3.35,3.81,3.1,3.37,3.53,3.13,3,2024-08-09,Low
RESP-32303,Finance,Director,19.3,2.55,2.9,4.08,3.0,2.36,4.86,3.99,5,2,2024-03-08,Medium
RESP-32304,Operations,Team Lead,9.9,4.36,3.93,4.86,3.66,2.27,3.36,3.51,2.92,7,2024-02-24,Low
RESP-32305,Sales,Senior IC,10.1,5,2.27,3.34,3.55,3.57,2.92,1.39,3.64,9,2023-07-02,Low
RESP-32306,Operations,Team Lead,13.4,3.13,3.0,3.79,3.49,3.15,3.76,2.63,4.04,10,2025-11-13,Medium
RESP-32307,Sales,Manager,19.9,3.01,3.55,3.15,2.8,3.58,5,3.35,3.87,6,2024-01-29,Medium
RESP-32308,HR,Individual Contributor,1.3,5,2.52,4.03,3.59,3.13,3.85,2.35,4.02,6,2025-04-18,Low
RESP-32309,Design,Team Lead,0.8,3.33,3.44,3.3,3.81,3.33,3.74,5,3.29,4,2023-09-24,Low
RESP-32310,Legal,Senior IC,16.9,4.2,3.24,4.13,3.39,4.47,4.83,4.06,3.1,8,2024-10-29,Low
RESP-32311,Product,Individual Contributor,2.0,3.0,5,4.15,1.9,4.77,2.14,3.11,3.21,6,2024-06-25,Medium
RESP-32312,Sales,VP,6.8,3.28,3.53,5,2.73,3.75,3.18,1.2,3.6,4,2025-06-29,Low
RESP-32313,Sales,Manager,6.8,3.95,3.74,4.21,2.96,4.17,4.42,2.39,4.42,6,2023-01-19,Low
RESP-32314,Finance,Manager,13.7,4.55,2.39,4.2,2.19,3.56,2.17,1.72,3.5,4,2024-06-27,Low
RESP-32315,Legal,Individual Contributor,3.5,3.35,4.34,4.88,1.14,2.87,2.69,2.28,3.63,7,2025-08-10,Low
RESP-32316,Marketing,Senior IC,17.0,4.17,3.93,3.04,3.37,3.46,3.61,3.97,4.4,10,2024-09-14,Low
RESP-32317,Customer Support,Individual Contributor,14.5,3.63,3.7,3.92,2.49,3.41,4.1,3.11,2.43,6,2025-08-27,Low
RESP-32318,Engineering,Manager,15.8,5,3.99,3.24,1.93,2.88,3.51,3.09,3.48,4,2023-08-02,Low
RESP-32319,Operations,VP,9.1,4.74,3.76,4.37,3.7,3.24,3.87,4.26,3.19,6,2025-03-27,Low
RESP-32320,Sales,Team Lead,4.8,4.25,3.49,4.49,4.03,2.17,2.26,4.31,2.69,10,2024-12-25,Low
RESP-32321,Marketing,Manager,20.0,3.99,3.55,3.22,2.31,3.87,3.45,2.61,3.23,3,2024-02-14,Low
RESP-32322,Operations,Manager,1.6,4.01,2.7,3.37,3.13,3.25,3.33,2.52,3.0,5,2024-08-25,Low
RESP-32323,HR,Senior IC,11.3,3.3,2.85,3.65,5,3.17,3.18,1.82,3.85,7,2025-02-05,Low
RESP-32324,Operations,VP,13.3,3.95,3.57,2.5,4.74,2.84,2.59,3.62,3.47,3,2024-12-24,Low
RESP-32325,Design,Team Lead,9.7,2.76,3.36,2.82,1.46,2.6,3.96,1.6,4.48,2,2023-07-23,Medium
RESP-32326,Finance,Director,12.9,4.63,4.04,3.82,3.53,3.59,4.17,1.88,3.15,5,2025-08-25,Low
RESP-32327,Engineering,Team Lead,4.7,2.28,3.29,3.13,3.81,2.62,2.93,2.06,2.7,4,2024-10-24,Medium
RESP-32328,HR,Manager,3.5,2.7,3.09,3.36,4.72,2.36,3.21,2.22,3.27,4,2024-05-24,Medium
RESP-32329,Finance,Director,6.0,4.24,4.13,2.7,3.36,2.8,3.13,3.36,3.08,10,2023-01-12,Low
RESP-32330,Sales,Team Lead,6.8,4.08,3.27,4.14,1.48,2.94,2.86,3.94,3.1,2,2024-05-12,Low
RESP-32331,Engineering,Senior IC,13.0,4.13,4.02,3.59,2.93,1.79,3.01,4.82,2.64,3,2024-10-01,Low
RESP-32332,Operations,Team Lead,16.8,3.75,2.85,3.14,1.98,4.11,4.43,1.42,4.67,9,2025-10-13,Low
RESP-32333,Engineering,Senior IC,11.7,3.8,3.75,3.52,2.69,5,2.34,3.85,3.08,2,2025-07-14,Low
RESP-32334,Legal,VP,14.5,3.38,4.16,2.95,3.79,3.54,4.01,2.51,3.04,1,2025-04-09,Low
RESP-32335,Product,Team Lead,5.6,3.84,5,2.84,2.47,3.2,2.62,3.29,3.24,1,2024-05-05,Low
RESP-32336,Legal,Senior IC,8.9,5,4.27,4.82,3.5,3.09,3.38,1.46,3.44,5,2025-08-14,Low
RESP-32337,HR,VP,3.8,3.46,3.25,4.0,2.33,3.5,2.94,3.92,4.43,6,2024-11-12,Low
RESP-32338,Engineering,VP,8.4,3.09,5,4.16,5,2.77,3.33,1.84,4.13,5,2025-06-09,Medium
RESP-32339,Engineering,Individual Contributor,19.2,4.88,1.82,4.16,4.19,3.45,2.71,3.83,2.22,8,2025-06-23,Low
RESP-32340,Customer Support,Team Lead,3.4,2.94,4.17,3.29,2.53,4.08,3.02,3.61,4.2,6,2025-04-14,Medium
RESP-32341,HR,VP,8.9,2.84,4.0,3.73,3.46,2.28,3.43,2.76,3.94,9,2023-09-06,Medium
RESP-32342,Legal,Manager,3.0,4.1,2.42,3.85,3.73,2.99,2.97,2.26,3.35,7,2024-01-25,Low
RESP-32343,Finance,Team Lead,7.8,3.59,4.1,2.94,2.47,3.87,4.3,2.89,3.78,9,2025-02-10,Low
RESP-32344,HR,Director,17.5,3.41,4.24,3.65,2.89,2.63,3.05,5,3.43,3,2024-12-27,Low
RESP-32345,Legal,Manager,5.6,5,3.53,3.63,3.1,3.24,4.91,3.07,3.32,5,2024-09-24,Low
RESP-32346,Product,Senior IC,9.2,4.99,3.58,4.33,4.23,2.44,2.21,3.14,2.3,2,2024-01-28,Low
RESP-32347,Engineering,Manager,3.5,4.64,3.08,3.41,3.7,3.19,4.42,2.57,3.94,7,2023-03-01,Low
RESP-32348,Finance,Individual Contributor,17.9,3.41,3.75,3.53,3.18,3.14,3.83,4.32,3.63,3,2024-08-11,Low
RESP-32349,Marketing,Manager,0.6,3.83,3.64,3.81,3.51,2.49,3.31,2.42,3.3,7,2025-10-30,Low
RESP-32350,Design,Team Lead,15.8,3.17,3.72,4.18,2.82,4.59,3.7,3.03,3.11,2,2023-05-13,Medium
RESP-32351,Design,Manager,8.5,2.11,3.9,3.15,4.28,2.52,2.08,3.04,4.25,6,2024-08-16,Medium
RESP-32352,Operations,Manager,15.3,3.18,3.89,3.95,2.24,4.77,4.83,3.25,4.06,10,2023-01-16,Medium
RESP-32353,Engineering,Director,15.9,2.48,4.81,4.9,5,4.59,3.96,3.01,2.89,1,2023-10-07,Medium
RESP-32354,Marketing,Individual Contributor,3.0,3.33,4.12,2.95,5,3.68,4.18,2.21,3.78,5,2025-07-16,Low
RESP-32355,Customer Support,Senior IC,18.9,3.92,3.54,3.94,1.25,4.83,4.57,2.95,3.76,3,2024-06-24,Low
RESP-32356,Customer Support,Team Lead,16.6,3.87,4.89,3.27,3.0,3.47,3.55,3.38,3.59,3,2025-09-09,Low
RESP-32357,HR,Senior IC,11.7,3.87,2.97,4.9,2.3,4.27,3.39,4.34,2.88,3,2025-08-18,Low
RESP-32358,Legal,Senior IC,6.8,2.95,3.01,3.25,2.86,2.79,2.08,2.05,3.65,4,2023-09-27,Medium
RESP-32359,Customer Support,Individual Contributor,7.0,4.08,3.24,4.29,2.66,3.16,3.88,1.65,2.25,4,2023-10-17,Low
RESP-32360,Marketing,Director,15.5,3.53,2.86,5,2.59,2.62,3.98,3.72,3.92,9,2025-08-20,Low
RESP-32361,Customer Support,VP,5.4,2.9,3.19,4.29,3.07,4.49,4.0,4.84,4.24,2,2023-08-01,Medium
RESP-32362,Legal,Individual Contributor,3.7,3.07,2.92,1.28,4.16,2.9,3.58,4.51,4.39,10,2025-10-07,Medium
RESP-32363,Sales,Director,13.9,4.2,3.8,4.11,3.92,3.01,2.49,3.92,3.51,5,2025-08-18,Low
RESP-32364,Legal,Senior IC,17.2,5,3.99,5,3.02,3.66,3.33,1.73,3.6,8,2023-07-22,Low
RESP-32365,HR,Manager,14.0,3.96,2.0,3.93,4.55,2.74,3.24,3.87,2.9,2,2025-05-24,Low
RESP-32366,Design,Team Lead,6.5,2.52,3.19,3.66,4.72,2.24,4.72,2.6,4.58,5,2023-05-22,Medium
RESP-32367,HR,Manager,17.6,2.54,4.49,3.48,4.09,1.96,3.37,1,4.36,5,2024-07-31,Medium
RESP-32368,Sales,Manager,12.4,3.15,3.96,2.7,2.54,2.84,1.99,2.52,1.84,4,2025-11-20,Medium
RESP-32369,Marketing,Individual Contributor,13.1,3.5,2.35,3.9,2.76,2.77,3.86,4.42,3.9,2,2024-03-03,Low
RESP-32370,Operations,VP,5.8,4.2,4.07,3.09,4.95,3.24,3.2,3.06,3.33,10,2025-10-17,Low
RESP-32371,Operations,Senior IC,1.5,4.75,3.04,2.96,4.07,2.71,2.16,2.69,3.51,6,2023-08-04,Low
RESP-32372,Engineering,Director,4.0,4.48,3.41,4.24,3.4,2.4,3.04,2.41,3.6,3,2025-11-21,Low
RESP-32373,Customer Support,Senior IC,13.2,3.84,3.76,3.6,2.97,2.03,4.02,3.55,3.92,4,2024-03-11,Low
RESP-32374,Customer Support,Manager,4.0,4.46,3.59,4.04,4.2,2.47,3.59,3.74,3.73,6,2025-01-27,Low
RESP-32375,Design,Senior IC,18.2,3.52,3.06,3.76,3.33,2.16,3.38,3.61,3.21,3,2025-11-17,Low
RESP-32376,Product,Manager,9.1,4.01,3.04,3.75,4.09,3.01,3.56,4.02,4.05,5,2024-03-26,Low
RESP-32377,Product,Team Lead,1.1,4.78,2.71,4.02,2.3,2.95,3.71,2.23,2.6,5,2024-04-15,Low
RESP-32378,HR,Director,2.5,2.65,2.17,3.51,3.64,2.68,3.17,4.04,2.57,6,2025-03-06,Medium
RESP-32379,HR,Individual Contributor,16.8,3.12,4.08,4.48,3.03,1.72,2.95,2.54,3.68,9,2024-03-10,Medium
RESP-32380,Design,VP,11.3,3.09,4.6,3.24,3.31,3.55,2.6,2.36,3.48,1,2024-04-16,Medium
RESP-32381,Operations,Senior IC,2.7,3.69,4.29,2.91,3.4,3.87,3.28,3.1,3.68,3,2023-07-09,Low
RESP-32382,Finance,Individual Contributor,6.8,3.46,3.39,3.11,4.0,3.33,2.72,3.05,3.6,4,2025-10-16,Low
RESP-32383,HR,VP,2.3,1.64,2.44,3.71,2.28,3.41,2.26,2.33,4.76,9,2024-02-28,High
RESP-32384,Engineering,Manager,17.5,2.89,3.42,4.42,2.32,2.45,3.16,2.7,3.52,5,2025-03-02,Medium
RESP-32385,Product,Director,13.2,5,3.71,3.55,2.61,3.63,2.12,5,4.37,4,2023-01-14,Low
RESP-32386,Product,Team Lead,13.1,2.87,2.93,4.15,3.35,2.5,2.28,3.22,1.26,8,2024-05-19,Medium
RESP-32387,Product,Director,7.8,2.06,2.68,3.7,3.99,3.68,3.82,3.38,3.0,4,2023-10-15,Medium
RESP-32388,Product,Team Lead,6.5,3.97,2.55,2.95,2.56,2.57,2.37,2.99,3.62,2,2025-03-04,Low
RESP-32389,Marketing,VP,0.9,4.15,3.17,3.95,4.81,2.61,2.63,3.55,3.41,2,2025-01-21,Low
RESP-32390,Customer Support,Senior IC,16.8,3.15,5,3.83,3.8,3.49,2.87,2.98,2.59,8,2025-08-24,Medium
RESP-32391,Engineering,Director,15.5,1.83,4.05,3.0,2.3,3.3,3.93,2.39,3.97,4,2023-08-15,Medium
RESP-32392,Finance,Team Lead,19.3,4.47,4.19,4.1,2.85,2.52,4.05,3.56,3.14,7,2023-11-23,Low
RESP-32393,Product,Director,2.0,5,4.74,3.37,3.58,2.51,5,2.86,4.13,6,2024-08-15,Low
RESP-32394,Product,Team Lead,15.4,3.16,2.79,2.53,3.19,4.82,3.11,2.51,2.42,2,2023-06-10,Medium
RESP-32395,Design,Director,14.6,3.24,4.12,3.66,2.86,3.72,2.68,4.08,4.19,7,2024-04-24,Low
RESP-32396,HR,VP,9.0,4.18,3.07,2.93,2.17,2.32,2.94,3.41,4.06,8,2025-01-22,Low
RESP-32397,Customer Support,Manager,12.6,3.81,3.45,3.82,3.65,4.33,2.86,2.14,2.63,1,2025-06-12,Low
RESP-32398,Product,VP,1.2,4.37,3.26,4.71,4.41,2.98,2.25,2.88,2.7,8,2025-03-28,Low
RESP-32399,Design,Senior IC,8.9,2.4,4.41,2.29,2.62,2.24,4.01,2.86,2.7,7,2025-09-05,Medium
RESP-32400,HR,Director,12.6,4.09,2.93,4.22,2.11,3.3,4.44,3.46,3.17,6,2025-05-20,Low
RESP-32401,HR,Director,10.4,2.99,4.28,2.61,4.19,2.2,3.36,3.32,2.56,5,2024-05-18,Medium
RESP-32402,Operations,VP,2.8,3.7,1.52,3.81,4.56,2.92,3.09,4.81,2.9,1,2025-08-02,Low
RESP-32403,Sales,Individual Contributor,19.9,2.93,5,3.6,1.81,2.72,2.84,4.18,4.33,10,2025-02-21,Medium
RESP-32404,Customer Support,Director,6.1,3.03,2.29,3.09,2.11,2.58,2.67,3.09,2.75,6,2025-02-18,Medium
RESP-32405,Operations,Individual Contributor,7.2,3.7,1.65,3.66,2.94,2.96,3.16,3.37,2.92,9,2025-02-13,Low
RESP-32406,Customer Support,Senior IC,6.7,2.84,2.55,3.98,3.91,3.73,2.85,1.38,4.3,4,2025-01-29,Medium
RESP-32407,Product,Director,15.9,5,3.26,2.95,3.11,2.26,3.78,1.06,3.91,1,2024-06-03,Low
RESP-32408,Design,Senior IC,8.5,3.91,3.97,3.17,2.23,2.46,2.06,3.81,4.49,3,2023-12-22,Low
RESP-32409,Operations,Director,11.1,3.53,2.06,3.91,2.91,2.49,3.99,2.3,4.09,2,2025-03-09,Low
RESP-32410,Engineering,Individual Contributor,3.2,3.58,3.63,2.92,3.79,3.17,1.52,1.12,4.04,2,2025-08-10,Low
RESP-32411,Customer Support,Team Lead,3.5,2.63,3.4,3.59,3.98,1.8,4.81,2.98,4.15,4,2023-09-04,Medium
RESP-32412,Customer Support,Team Lead,16.3,2.18,3.0,3.12,3.87,2.66,2.64,2.96,3.52,10,2025-05-02,Medium
RESP-32413,Marketing,VP,2.7,4.44,3.47,3.12,3.71,1.33,4.45,2.3,3.22,3,2023-02-10,Low
RESP-32414,Legal,Director,8.3,2.56,1.07,2.9,5,3.54,3.8,3.39,4.61,6,2023-04-11,Medium
RESP-32415,Marketing,Senior IC,14.1,3.75,3.85,2.74,2.59,2.63,2.83,2.35,3.36,9,2024-12-18,Low
RESP-32416,Engineering,Team Lead,18.2,1.74,3.84,3.91,1.61,3.62,4.32,2.6,3.97,8,2025-07-09,Medium
RESP-32417,Customer Support,VP,3.5,3.59,3.49,3.1,3.01,1.98,3.17,2.9,4.62,4,2024-11-23,Low
RESP-32418,Finance,VP,14.9,4.8,2.95,4.46,3.09,2.57,3.7,3.54,3.07,3,2025-01-16,Low
RESP-32419,Operations,Individual Contributor,18.9,2.18,4.08,3.4,3.24,2.57,3.74,3.12,2.74,6,2023-12-17,Medium
RESP-32420,Marketing,Individual Contributor,7.5,3.37,2.18,4.39,2.02,2.33,4.76,3.84,4.23,1,2023-10-11,Low
RESP-32421,Legal,Director,7.0,4.3,2.63,3.21,1.65,2.29,5,3.28,3.06,3,2024-11-25,Low
RESP-32422,Operations,Senior IC,13.2,3.37,2.85,3.15,3.03,2.45,3.62,1.88,3.26,1,2025-06-20,Low
RESP-32423,Engineering,VP,3.5,3.29,1.46,3.56,3.49,4.35,2.0,2.71,2.17,10,2024-10-25,Low
RESP-32424,Product,Director,9.7,3.8,3.65,4.1,2.05,2.77,4.18,2.29,1.98,2,2025-08-09,Low
RESP-32425,HR,Director,7.6,2.96,3.29,3.57,4.23,4.24,4.65,3.0,4.19,8,2024-07-02,Medium
RESP-32426,Operations,Team Lead,7.3,4.49,3.74,3.67,1,1.33,4.07,2.93,3.75,6,2024-08-27,Low
RESP-32427,Marketing,Director,6.9,2.36,3.27,4.13,3.22,2.9,2.35,2.74,3.79,8,2025-08-31,Medium
RESP-32428,Design,Team Lead,3.3,2.81,2.64,4.19,2.87,2.93,4.18,3.43,2.86,10,2023-06-24,Medium
RESP-32429,Engineering,Manager,5.0,2.91,5,3.38,2.38,3.23,3.49,2.7,3.2,7,2023-04-29,Medium
RESP-32430,Product,VP,11.5,3.45,3.09,5,2.92,2.54,2.4,4.69,3.25,1,2024-12-06,Low
RESP-32431,Customer Support,Team Lead,14.6,2.99,2.32,3.47,3.48,2.33,2.06,1,2.97,1,2025-07-05,Medium
RESP-32432,Marketing,Senior IC,5.9,3.03,3.98,2.91,2.71,3.26,3.2,3.12,2.18,7,2023-04-19,Medium
RESP-32433,Customer Support,Director,10.0,3.69,4.06,3.93,3.09,3.47,3.12,2.57,4.56,3,2023-01-04,Low
RESP-32434,Finance,Director,17.3,1.52,4.02,4.42,2.59,3.73,5,2.99,2.91,1,2023-06-29,Medium
RESP-32435,Product,Manager,18.0,2.27,1.6,2.88,2.54,3.98,2.11,4.22,3.28,2,2023-03-26,High
RESP-32436,Engineering,VP,3.2,4.39,2.99,3.94,2.85,1.59,2.2,3.39,2.74,10,2024-03-30,Low
RESP-32437,Legal,Manager,10.8,3.31,2.56,3.8,2.62,2.34,2.38,4.02,2.93,4,2024-02-21,Low
RESP-32438,Customer Support,VP,2.5,3.68,4.59,3.08,2.88,3.15,2.45,2.53,4.26,3,2025-07-12,Low
RESP-32439,Product,VP,6.8,3.14,3.89,3.39,2.68,3.01,3.43,2.37,4.76,9,2023-04-10,Medium
RESP-32440,Legal,Manager,19.0,4.43,4.49,3.02,3.45,4.22,3.14,3.59,4.46,4,2025-09-20,Low
RESP-32441,Design,VP,8.2,5,3.0,4.64,4.18,1.86,4.32,3.65,3.2,8,2023-07-19,Low
RESP-32442,Marketing,Manager,11.5,5,2.74,3.25,2.87,2.84,3.05,2.87,2.59,10,2025-01-19,Low
RESP-32443,Finance,Team Lead,17.1,4.09,2.56,3.9,3.38,3.77,4.15,3.39,4.27,8,2023-06-26,Low
RESP-32444,Finance,Team Lead,1.7,2.94,1.62,3.64,4.74,1.82,3.64,3.98,2.79,5,2025-06-11,Medium
RESP-32445,HR,VP,16.2,3.26,3.08,4.21,3.64,3.74,4.86,2.13,4.32,10,2025-11-18,Low
RESP-32446,Design,Individual Contributor,12.1,2.42,2.71,4.72,4.06,2.96,4.51,5,2.97,10,2024-01-06,Medium
RESP-32447,Customer Support,Manager,7.5,3.7,4.27,3.44,3.7,3.98,2.08,2.79,3.1,9,2024-01-18,Low
RESP-32448,Finance,Manager,19.0,3.75,2.86,4.02,3.86,2.49,3.12,2.33,3.68,8,2024-12-15,Low
RESP-32449,Engineering,Team Lead,5.2,4.29,4.22,3.11,3.12,4.14,3.82,1.94,4.52,1,2023-07-24,Low
RESP-32450,Operations,Manager,7.9,3.16,4.59,3.88,3.51,3.93,3.62,4.66,2.92,8,2023-12-29,Medium
RESP-32451,Finance,Team Lead,2.6,4.17,5,2.86,2.72,3.52,3.42,3.99,3.47,5,2025-03-27,Low
RESP-32452,Finance,Individual Contributor,9.3,4.12,3.47,3.72,4.11,3.22,4.12,4.48,2.84,2,2023-03-19,Low
RESP-32453,Product,Individual Contributor,17.1,5,2.75,2.96,2.23,3.7,1.57,1,3.49,6,2025-06-15,Low
RESP-32454,Engineering,Individual Contributor,3.4,5,3.12,3.26,3.77,5,3.79,3.21,3.34,5,2023-02-05,Low
RESP-32455,Sales,VP,17.9,2.95,3.74,2.82,3.54,2.86,3.54,2.38,3.14,8,2023-11-23,Medium
RESP-32456,Finance,Director,13.1,2.93,3.58,4.14,2.33,3.25,1.56,1,2.49,8,2025-11-14,Medium
RESP-32457,Marketing,Individual Contributor,5.0,4.22,3.61,3.84,3.04,3.43,5,2.91,3.38,10,2023-12-13,Low
RESP-32458,Marketing,Team Lead,9.9,4.71,3.73,5,3.19,3.58,2.29,3.21,4.26,4,2023-09-20,Low
RESP-32459,Marketing,Director,5.8,2.38,1.67,4.12,3.78,2.76,4.5,2.96,4.39,7,2025-05-22,High
RESP-32460,Sales,Director,9.4,3.71,4.13,3.65,3.97,3.92,3.95,3.21,2.74,9,2024-02-11,Low
RESP-32461,Operations,Senior IC,15.3,3.26,3.79,4.26,3.67,3.85,2.97,2.8,3.94,4,2024-12-21,Low
