trip_id,pickup_datetime,dropoff_datetime,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,passenger_count,trip_distance_miles,fare_amount,tip_amount,total_amount,payment_type,trip_duration_min
TRIP-413125,2024-06-19 08:39:17,2024-06-19 09:01:17,40.655829,-73.990798,40.701236,-73.943161,1,6.64,26.28,2.74,29.02,Credit Card,22.7
TRIP-413126,2025-07-17 00:12:17,2025-07-17 00:19:17,40.700538,-73.900498,40.712304,-73.915285,1,1.91,9.56,0.36,9.92,Cash,7.4
TRIP-413127,2025-03-18 05:53:22,2025-03-18 06:12:22,40.758726,-73.992689,40.760409,-74.000614,1,1.81,9.98,0.01,9.99,Mobile,19.1
TRIP-413128,2025-06-21 16:27:59,2025-06-21 17:10:59,40.730244,-73.913475,40.746965,-73.98362,4,6.12,29.34,0.38,29.72,Mobile,43.3
TRIP-413129,2024-05-12 01:45:06,2024-05-12 02:10:06,40.704505,-73.954639,40.706433,-73.96666,3,2.13,11.63,3.44,15.07,Debit Card,25.8
TRIP-413130,2024-04-21 04:44:57,2024-04-21 05:23:57,40.702036,-73.987018,40.650856,-73.946585,4,6.31,31.7,1.2,32.9,Debit Card,39.6
TRIP-413131,2024-08-09 22:12:33,2024-08-09 22:50:33,40.736062,-73.996217,40.678416,-73.914336,1,9.68,41.24,8.67,49.91,Debit Card,38.5
TRIP-413132,2025-02-02 17:07:57,2025-02-02 18:02:57,40.845608,-73.931041,40.768522,-73.903826,6,7.65,34.66,8.37,43.03,Mobile,55.0
TRIP-413133,2024-11-28 01:20:30,2024-11-28 01:45:30,40.729323,-73.956714,40.70336,-73.906667,2,5.59,26.17,5.32,31.49,Mobile,25.9
TRIP-413134,2025-02-22 10:29:51,2025-02-22 12:22:51,40.849502,-73.949335,40.693695,-73.990261,5,14.44,68.44,18.13,86.57,Mobile,113.5
TRIP-413135,2025-07-07 17:58:17,2025-07-07 18:31:17,40.798109,-74.01003,40.765768,-73.981804,5,4.58,19.05,1.79,20.84,Mobile,33.0
TRIP-413136,2025-02-12 14:20:01,2025-02-12 14:43:01,40.741531,-73.935993,40.730848,-74.013025,4,6.69,23.89,0.43,24.32,Mobile,23.8
TRIP-413137,2024-09-22 19:50:54,2024-09-22 20:09:54,40.694778,-73.961889,40.709654,-73.98775,4,2.89,12.57,0.54,13.11,Mobile,19.0
TRIP-413138,2024-04-09 01:53:14,2024-04-09 02:22:14,40.800907,-73.97639,40.794544,-73.910016,5,4.85,16.36,0.55,16.91,Credit Card,29.1
TRIP-413139,2024-04-20 21:26:59,2024-04-20 22:02:59,40.688946,-73.932724,40.713298,-73.904541,2,4.71,17.53,0.54,18.07,Debit Card,36.9
TRIP-413140,2025-10-26 09:44:49,2025-10-26 11:00:49,40.822071,-73.987657,40.715057,-73.940294,6,11.29,44.33,2.63,46.96,Debit Card,76.1
TRIP-413141,2025-03-26 15:08:21,2025-03-26 15:53:21,40.779955,-73.946438,40.848701,-73.981653,4,7.26,29.35,1.18,30.53,Cash,45.7
TRIP-413142,2024-02-06 12:47:39,2024-02-06 13:50:39,40.679193,-74.01917,40.821546,-73.955687,2,13.5,60.91,8.8,69.71,Debit Card,63.1
TRIP-413143,2024-05-14 22:42:43,2024-05-14 23:20:43,40.676361,-73.939427,40.752684,-73.973491,3,8.79,28.74,8.39,37.13,Debit Card,38.5
TRIP-413144,2025-06-26 09:22:15,2025-06-26 09:41:15,40.843012,-73.967727,40.847276,-73.967555,1,1.86,9.68,2.85,12.53,Cash,19.3
TRIP-413145,2025-09-03 03:02:19,2025-09-03 03:14:19,40.748654,-73.941231,40.748428,-73.957407,3,2.18,9.7,1.81,11.51,Cash,12.1
TRIP-413146,2025-01-17 22:56:49,2025-01-17 23:54:49,40.680718,-74.00529,40.790862,-74.011539,1,9.04,32.36,1.5,33.86,Debit Card,58.9
TRIP-413147,2025-03-26 14:07:45,2025-03-26 14:19:45,40.808914,-73.964619,40.818682,-73.980127,6,1.73,9.99,2.52,12.51,Credit Card,12.2
TRIP-413148,2024-12-23 05:35:20,2024-12-23 05:51:20,40.787843,-73.95665,40.772533,-73.993392,4,3.27,13.85,2.88,16.73,Credit Card,16.4
TRIP-413149,2025-01-18 09:58:55,2025-01-18 10:20:55,40.746901,-73.94036,40.837305,-73.970632,6,9.09,32.13,5.04,37.17,Mobile,22.0
TRIP-413150,2025-02-27 17:55:34,2025-02-27 18:51:34,40.671559,-73.924119,40.756512,-73.921032,6,7.58,26.23,6.57,32.8,Cash,56.3
TRIP-413151,2024-04-18 07:04:31,2024-04-18 07:42:31,40.722282,-74.015325,40.811416,-74.014786,6,7.96,22.51,2.29,24.8,Cash,38.0
TRIP-413152,2025-07-18 09:37:35,2025-07-18 10:24:35,40.682179,-73.919919,40.837388,-73.921573,1,12.61,51.81,7.9,59.71,Cash,47.8
TRIP-413153,2024-10-07 03:29:54,2024-10-07 05:24:54,40.708862,-73.915568,40.849897,-74.005039,6,16.01,68.91,19.42,88.33,Cash,115.0
TRIP-413154,2024-01-13 07:43:52,2024-01-13 08:21:52,40.753673,-73.900877,40.824399,-73.987037,3,10.47,30.2,5.44,35.64,Credit Card,38.1
TRIP-413155,2024-05-04 17:54:54,2024-05-04 18:19:54,40.737983,-73.984562,40.707295,-73.998102,2,4.77,20.86,4.84,25.7,Debit Card,25.2
TRIP-413156,2025-08-05 19:28:06,2025-08-05 20:51:06,40.814232,-73.949066,40.698793,-73.921779,2,10.15,35.75,1.99,37.74,Credit Card,83.9
TRIP-413157,2025-01-31 09:12:09,2025-01-31 09:22:09,40.652229,-73.914233,40.650859,-73.91255,5,1.25,7.91,0.66,8.57,Credit Card,10.7
TRIP-413158,2025-06-20 19:14:52,2025-06-20 19:27:52,40.670921,-73.908577,40.674924,-73.905228,5,0.97,5.93,0.54,6.47,Credit Card,13.1
TRIP-413159,2024-03-25 16:44:30,2024-03-25 17:56:30,40.71459,-73.914663,40.813422,-74.007581,5,12.46,44.89,6.45,51.34,Cash,72.8
TRIP-413160,2025-10-25 09:20:51,2025-10-25 09:57:51,40.719439,-73.955207,40.849462,-73.935924,5,10.2,33.53,7.67,41.2,Debit Card,37.6
TRIP-413161,2024-11-12 15:46:24,2024-11-12 16:43:24,40.655991,-73.981255,40.813331,-73.948766,3,13.01,34.77,6.91,41.68,Credit Card,57.3
TRIP-413162,2025-11-02 20:52:36,2025-11-02 21:35:36,40.665261,-73.924449,40.808236,-73.903982,2,12.8,43.0,3.19,46.19,Cash,43.2
TRIP-413163,2024-01-15 06:08:52,2024-01-15 07:23:52,40.790485,-74.01354,40.685876,-73.904335,4,13.9,38.87,0.22,39.09,Debit Card,75.5
TRIP-413164,2025-07-16 09:17:08,2025-07-16 09:52:08,40.834243,-73.93749,40.708373,-73.974186,3,12.13,54.34,5.02,59.36,Credit Card,35.8
TRIP-413165,2025-06-30 20:30:42,2025-06-30 20:49:42,40.781784,-73.959323,40.770205,-73.955914,6,2.73,10.57,0.86,11.43,Cash,19.0
TRIP-413166,2025-09-10 08:42:03,2025-09-10 10:41:03,40.8265,-73.901359,40.661836,-73.94678,2,15.54,67.02,9.47,76.49,Mobile,119.9
TRIP-413167,2024-06-04 04:48:16,2024-06-04 05:10:16,40.695417,-74.003601,40.70777,-73.999285,4,2.38,12.13,1.0,13.13,Credit Card,22.9
TRIP-413168,2024-04-15 05:27:50,2024-04-15 05:42:50,40.713406,-73.974058,40.676923,-73.926791,3,5.73,25.41,5.42,30.83,Mobile,15.1
TRIP-413169,2024-04-22 13:02:54,2024-04-22 13:28:54,40.72186,-73.963113,40.70053,-73.984429,1,4.23,17.08,0.24,17.32,Credit Card,26.7
TRIP-413170,2025-04-23 07:19:03,2025-04-23 07:58:03,40.844272,-73.972238,40.826884,-73.913612,2,5.6,25.13,0.33,25.46,Cash,39.3
TRIP-413171,2024-05-03 12:26:59,2024-05-03 13:24:59,40.789939,-73.960462,40.672102,-73.999043,5,10.41,40.87,10.07,50.94,Debit Card,58.4
TRIP-413172,2024-01-19 14:48:05,2024-01-19 15:28:05,40.803446,-73.930682,40.663733,-73.949157,4,10.89,41.57,6.01,47.58,Debit Card,40.5
TRIP-413173,2025-08-04 13:49:52,2025-08-04 14:37:52,40.771284,-73.96683,40.833748,-73.914323,3,7.58,25.0,4.46,29.46,Mobile,48.8
TRIP-413174,2024-01-24 09:54:22,2024-01-24 10:17:22,40.75255,-73.962941,40.808893,-74.016601,2,7.46,22.06,6.62,28.68,Cash,23.3
TRIP-413175,2024-02-06 21:16:17,2024-02-06 23:03:17,40.848085,-73.995068,40.691551,-73.951751,5,14.74,52.02,0.46,52.48,Credit Card,107.5
TRIP-413176,2024-06-16 15:31:40,2024-06-16 16:18:40,40.746498,-73.921633,40.691858,-73.941261,5,5.8,19.23,5.05,24.28,Debit Card,47.9
TRIP-413177,2024-02-16 17:26:03,2024-02-16 17:57:03,40.730178,-73.956384,40.796461,-73.953999,3,5.85,20.29,2.24,22.53,Credit Card,31.5
TRIP-413178,2024-09-13 07:57:59,2024-09-13 08:33:59,40.748771,-73.956572,40.6973,-73.980971,3,5.44,17.52,0.57,18.09,Credit Card,36.6
TRIP-413179,2025-03-03 16:51:59,2025-03-03 17:30:59,40.7117,-73.920999,40.662024,-73.958208,1,5.86,28.14,5.47,33.61,Debit Card,39.6
TRIP-413180,2025-12-27 14:49:34,2025-12-27 15:35:34,40.702687,-73.979979,40.849951,-73.911281,3,14.51,45.27,3.6,48.87,Mobile,46.4
TRIP-413181,2024-08-01 10:20:28,2024-08-01 10:46:28,40.669094,-73.979506,40.731177,-73.916246,4,8.29,35.42,2.37,37.79,Debit Card,26.6
TRIP-413182,2024-08-20 12:53:28,2024-08-20 13:21:28,40.679471,-74.013371,40.706884,-74.00519,4,3.21,16.9,1.71,18.61,Mobile,28.3
TRIP-413183,2025-01-18 18:49:10,2025-01-18 20:17:10,40.807225,-73.99631,40.662185,-73.939444,6,13.67,47.92,9.15,57.07,Mobile,88.5
TRIP-413184,2025-07-18 00:50:04,2025-07-18 01:41:04,40.807438,-73.920148,40.846223,-73.966169,6,6.51,31.97,9.45,41.42,Mobile,51.1
TRIP-413185,2025-09-04 02:52:00,2025-09-04 03:26:00,40.812692,-74.008398,40.786056,-73.900196,2,7.7,33.04,7.82,40.86,Debit Card,34.8
TRIP-413186,2024-06-01 06:01:34,2024-06-01 06:43:34,40.81211,-73.913357,40.800699,-73.991974,2,6.26,21.57,3.52,25.09,Mobile,42.9
TRIP-413187,2024-04-11 07:14:31,2024-04-11 07:56:31,40.797625,-73.914691,40.660843,-73.941936,6,11.55,51.56,4.43,55.99,Credit Card,42.0
TRIP-413188,2024-10-22 09:23:47,2024-10-22 10:03:47,40.680686,-73.935351,40.848789,-74.000652,4,16.11,43.03,0.39,43.42,Credit Card,40.9
TRIP-413189,2024-05-30 06:17:37,2024-05-30 07:06:37,40.660297,-73.927331,40.707164,-73.971638,2,6.89,31.9,4.34,36.24,Credit Card,49.5
TRIP-413190,2024-04-12 08:21:47,2024-04-12 09:33:47,40.665755,-73.90561,40.821221,-73.99607,2,17.01,62.04,17.4,79.44,Cash,72.2
TRIP-413191,2024-03-21 23:08:41,2024-03-21 23:26:41,40.844948,-73.958774,40.844199,-74.001636,1,4.26,21.18,5.16,26.34,Mobile,18.7
TRIP-413192,2025-12-09 14:20:20,2025-12-09 14:35:20,40.651567,-73.975681,40.706052,-73.987877,4,4.8,17.73,4.09,21.82,Cash,15.6
TRIP-413193,2024-11-21 12:35:41,2024-11-21 13:41:41,40.810595,-73.966154,40.726303,-74.017885,4,9.35,37.4,10.75,48.15,Credit Card,66.2
TRIP-413194,2024-11-05 10:11:12,2024-11-05 10:47:12,40.736439,-73.938963,40.760988,-73.968295,4,4.65,24.68,4.76,29.44,Debit Card,36.1
TRIP-413195,2024-01-26 18:46:25,2024-01-26 19:34:25,40.724042,-73.981846,40.665376,-73.961868,6,5.79,21.53,2.77,24.3,Debit Card,48.8
TRIP-413196,2024-12-24 09:14:55,2024-12-24 10:21:55,40.689355,-73.904498,40.841321,-73.935085,3,13.32,62.45,18.13,80.58,Cash,67.8
TRIP-413197,2025-09-04 03:40:23,2025-09-04 04:23:23,40.800316,-73.992891,40.743212,-73.942575,4,8.29,36.83,3.15,39.98,Cash,43.1
TRIP-413198,2024-02-01 16:21:56,2024-02-01 17:37:56,40.792425,-73.930275,40.685389,-73.949059,6,10.32,37.61,10.38,47.99,Cash,76.3
TRIP-413199,2025-02-17 02:43:48,2025-02-17 04:11:48,40.658999,-73.979257,40.844185,-73.944796,4,15.0,43.89,3.66,47.55,Debit Card,88.9
TRIP-413200,2024-02-18 10:51:27,2024-02-18 11:15:27,40.795171,-73.991105,40.715295,-73.915325,6,9.94,43.69,12.87,56.56,Mobile,24.6
TRIP-413201,2024-03-10 16:42:13,2024-03-10 17:41:13,40.7081,-73.957864,40.788143,-73.931991,1,7.19,32.87,0.52,33.39,Debit Card,59.5
TRIP-413202,2025-07-06 11:43:20,2025-07-06 12:01:20,40.662507,-73.943698,40.669118,-73.957398,2,1.64,10.81,2.11,12.92,Cash,18.4
TRIP-413203,2024-07-02 14:57:34,2024-07-02 15:45:34,40.811957,-73.913032,40.70386,-73.994223,2,12.69,46.82,6.92,53.74,Debit Card,48.3
TRIP-413204,2024-11-13 15:33:26,2024-11-13 16:18:26,40.759775,-73.950205,40.693314,-73.957031,2,5.19,20.3,5.36,25.66,Mobile,45.8
TRIP-413205,2025-12-13 21:51:12,2025-12-13 22:40:12,40.662617,-73.973522,40.711362,-73.949939,1,6.15,21.41,2.21,23.62,Debit Card,49.6
TRIP-413206,2025-02-10 08:27:52,2025-02-10 09:11:52,40.800518,-74.003436,40.701929,-74.004496,2,7.25,32.83,6.67,39.5,Mobile,44.9
TRIP-413207,2025-10-16 13:42:36,2025-10-16 15:13:36,40.680327,-74.01811,40.839791,-73.92005,2,16.84,52.41,7.72,60.13,Mobile,91.2
TRIP-413208,2025-12-16 01:01:28,2025-12-16 01:57:28,40.833239,-73.999194,40.779339,-73.965852,2,6.97,33.91,5.93,39.84,Mobile,56.4
TRIP-413209,2025-01-04 06:02:37,2025-01-04 06:29:37,40.773317,-73.991358,40.700542,-73.906602,4,9.72,34.26,6.03,40.29,Mobile,27.9
TRIP-413210,2024-05-13 10:53:49,2024-05-13 11:40:49,40.758111,-73.937613,40.794101,-73.912554,2,5.5,26.93,3.55,30.48,Mobile,47.4
TRIP-413211,2024-06-04 11:26:27,2024-06-04 11:54:27,40.818566,-73.978632,40.828678,-74.013387,5,3.64,16.37,1.49,17.86,Cash,28.1
TRIP-413212,2025-08-10 14:13:57,2025-08-10 15:19:57,40.835114,-73.917814,40.77419,-73.990349,2,8.8,44.32,6.75,51.07,Cash,66.6
TRIP-413213,2024-06-07 02:04:20,2024-06-07 02:46:20,40.823701,-73.911591,40.695799,-73.945273,4,11.45,30.97,0.52,31.49,Mobile,42.0
TRIP-413214,2024-04-21 07:08:21,2024-04-21 07:20:21,40.738357,-74.008925,40.775806,-73.991345,6,4.59,19.37,2.71,22.08,Mobile,12.4
TRIP-413215,2025-06-24 14:33:39,2025-06-24 15:33:39,40.815519,-74.004728,40.663642,-73.980323,2,13.74,48.72,6.8,55.52,Credit Card,60.5
TRIP-413216,2024-11-06 07:39:12,2024-11-06 08:22:12,40.726984,-74.005701,40.828523,-73.941872,5,12.12,33.64,4.02,37.66,Mobile,43.4
TRIP-413217,2024-09-21 15:16:38,2024-09-21 15:43:38,40.81435,-73.969391,40.808778,-73.911692,4,3.92,14.72,1.68,16.4,Mobile,27.6
TRIP-413218,2024-12-23 04:08:35,2024-12-23 05:49:35,40.821967,-74.012706,40.659997,-73.96331,6,15.64,52.15,14.87,67.02,Cash,101.2
TRIP-413219,2025-07-14 14:00:20,2025-07-14 14:27:20,40.752548,-73.968445,40.77659,-74.00984,4,5.49,18.71,0.84,19.55,Credit Card,27.8
TRIP-413220,2025-07-21 07:53:11,2025-07-21 08:38:11,40.818648,-73.981472,40.773349,-73.927919,4,6.57,21.73,3.68,25.41,Mobile,45.0
TRIP-413221,2024-05-26 05:35:30,2024-05-26 06:06:30,40.764667,-74.016353,40.706098,-73.945898,6,8.1,24.27,7.28,31.55,Credit Card,31.7
TRIP-413222,2024-11-15 09:45:32,2024-11-15 10:08:32,40.760594,-73.930098,40.691516,-73.931459,2,6.3,23.59,1.08,24.67,Cash,23.0
TRIP-413223,2024-11-15 15:50:11,2024-11-15 16:42:11,40.816472,-73.904321,40.713379,-73.984118,6,12.79,55.14,1.07,56.21,Cash,52.5
TRIP-413224,2024-07-23 23:01:43,2024-07-23 23:22:43,40.75269,-73.921103,40.794098,-73.943051,4,4.35,17.88,2.31,20.19,Cash,21.8
TRIP-413225,2025-08-14 15:29:06,2025-08-14 16:11:06,40.831959,-73.937916,40.69432,-73.965183,1,12.81,54.32,4.08,58.4,Credit Card,42.0
TRIP-413226,2025-01-25 09:44:59,2025-01-25 11:25:59,40.658202,-73.935902,40.804166,-74.019597,6,15.75,44.22,2.68,46.9,Credit Card,101.5
TRIP-413227,2024-04-14 19:24:26,2024-04-14 20:15:26,40.846645,-74.004525,40.787573,-73.964647,5,8.14,28.55,1.69,30.24,Mobile,51.6
TRIP-413228,2024-04-01 01:23:37,2024-04-01 02:10:37,40.807084,-73.990078,40.835588,-73.911157,3,7.46,22.58,5.85,28.43,Credit Card,47.9
TRIP-413229,2024-04-13 18:53:20,2024-04-13 19:20:20,40.730487,-74.009635,40.679366,-73.900608,2,9.47,41.12,9.2,50.32,Mobile,27.1
TRIP-413230,2025-12-20 08:28:29,2025-12-20 08:50:29,40.8206,-73.97974,40.740306,-73.987915,3,6.77,22.6,4.23,26.83,Mobile,22.5
TRIP-413231,2025-10-24 01:48:22,2025-10-24 02:32:22,40.841496,-73.942889,40.768598,-73.971505,6,7.31,35.99,2.66,38.65,Credit Card,44.8
TRIP-413232,2024-10-31 03:31:55,2024-10-31 04:52:55,40.712544,-74.002089,40.784944,-73.914814,1,11.12,36.97,4.51,41.48,Cash,81.7
TRIP-413233,2025-03-20 22:42:53,2025-03-20 23:43:53,40.797522,-73.913543,40.673928,-73.907548,2,9.75,40.88,10.45,51.33,Debit Card,61.8
TRIP-413234,2025-11-29 17:25:28,2025-11-29 18:15:28,40.736216,-73.900132,40.795288,-73.948315,5,7.63,28.95,3.4,32.35,Debit Card,50.3
TRIP-413235,2025-08-21 16:18:15,2025-08-21 18:02:15,40.840527,-73.970697,40.671912,-74.005231,3,15.22,62.62,11.19,73.81,Credit Card,104.6
TRIP-413236,2025-12-11 17:43:54,2025-12-11 18:09:54,40.72824,-73.953601,40.650822,-73.980327,3,6.97,28.84,4.34,33.18,Credit Card,26.9
TRIP-413237,2025-10-10 12:16:48,2025-10-10 13:00:48,40.790052,-73.93595,40.824367,-74.000659,4,7.27,23.94,0.94,24.88,Debit Card,44.9
TRIP-413238,2024-03-02 20:06:01,2024-03-02 20:55:01,40.671691,-74.011008,40.663695,-73.913684,4,6.21,25.86,6.26,32.12,Debit Card,49.2
TRIP-413239,2025-03-17 06:12:51,2025-03-17 06:56:51,40.78053,-73.997241,40.71361,-73.927234,2,8.59,24.29,5.54,29.83,Debit Card,44.1
TRIP-413240,2024-01-07 21:57:31,2024-01-07 22:43:31,40.824395,-73.948028,40.713648,-73.994245,3,10.28,40.35,6.51,46.86,Debit Card,46.1
TRIP-413241,2025-10-10 21:06:53,2025-10-10 21:41:53,40.667122,-73.9469,40.650293,-73.917452,4,4.66,16.03,0.64,16.67,Cash,35.1
TRIP-413242,2025-06-23 06:16:19,2025-06-23 06:59:19,40.761016,-73.932495,40.678765,-73.907076,4,8.25,31.18,6.52,37.7,Mobile,43.9
TRIP-413243,2024-12-31 08:07:44,2024-12-31 09:01:44,40.842398,-73.944419,40.672624,-73.996071,5,14.95,45.87,1.6,47.47,Debit Card,54.1
TRIP-413244,2024-06-02 21:21:29,2024-06-02 22:37:29,40.72747,-73.939484,40.803239,-74.006223,2,9.91,46.93,6.83,53.76,Mobile,76.6
TRIP-413245,2024-11-07 10:32:51,2024-11-07 11:47:51,40.819914,-73.924547,40.658476,-73.959453,5,14.34,58.76,12.88,71.64,Cash,75.3
TRIP-413246,2025-07-10 23:41:52,2025-07-11 00:22:52,40.654537,-73.909971,40.757567,-73.906669,3,8.55,39.93,3.8,43.73,Mobile,41.6
TRIP-413247,2024-12-20 00:07:45,2024-12-20 00:40:45,40.671455,-73.97083,40.763334,-73.949364,4,9.32,34.06,1.35,35.41,Cash,33.6
TRIP-413248,2025-10-25 21:20:53,2025-10-25 21:57:53,40.75795,-73.988341,40.785838,-73.943437,5,5.37,24.1,4.87,28.97,Cash,37.1
TRIP-413249,2024-08-06 21:54:24,2024-08-06 22:43:24,40.703185,-73.984812,40.813761,-73.960444,4,9.68,33.82,1.35,35.17,Mobile,49.6
TRIP-413250,2024-04-06 16:42:11,2024-04-06 17:53:11,40.834584,-73.91481,40.75988,-74.005432,3,11.27,40.01,6.71,46.72,Mobile,71.7
TRIP-413251,2025-08-03 18:11:59,2025-08-03 18:28:59,40.74275,-73.930342,40.709215,-73.957032,1,4.75,21.51,2.76,24.27,Debit Card,17.2
TRIP-413252,2025-11-29 00:49:23,2025-11-29 01:04:23,40.821618,-73.947772,40.828118,-73.976107,2,3.31,10.77,1.57,12.34,Mobile,15.3
TRIP-413253,2025-05-04 23:19:07,2025-05-04 23:50:07,40.737738,-73.908968,40.678478,-73.911112,4,5.05,23.85,5.47,29.32,Credit Card,31.9
TRIP-413254,2025-08-04 20:48:49,2025-08-04 21:22:49,40.761641,-73.912097,40.783031,-73.947016,6,3.93,20.54,4.9,25.44,Cash,34.0
TRIP-413255,2024-05-27 12:21:01,2024-05-27 12:58:01,40.763166,-74.003411,40.690861,-73.969762,3,7.45,35.44,3.2,38.64,Mobile,37.0
TRIP-413256,2024-03-06 20:40:12,2024-03-06 21:24:12,40.803571,-73.957468,40.730541,-73.958887,6,6.62,23.99,4.87,28.86,Cash,44.2
TRIP-413257,2025-07-30 20:42:17,2025-07-30 21:03:17,40.690997,-73.984362,40.759406,-73.988631,1,5.82,19.06,2.67,21.73,Debit Card,21.0
TRIP-413258,2024-07-03 16:30:56,2024-07-03 16:47:56,40.749586,-73.914067,40.750099,-73.980599,3,4.85,19.94,2.96,22.9,Debit Card,17.4
TRIP-413259,2025-06-17 18:11:15,2025-06-17 19:46:15,40.847592,-73.995043,40.655194,-73.981041,5,15.83,49.8,10.29,60.09,Credit Card,95.9
TRIP-413260,2025-10-25 06:10:34,2025-10-25 07:05:34,40.79977,-73.999554,40.73685,-73.94853,3,8.93,33.62,2.08,35.7,Credit Card,55.1
TRIP-413261,2024-12-02 09:26:30,2024-12-02 09:50:30,40.70305,-73.96696,40.743209,-73.991655,1,4.87,19.85,4.95,24.8,Cash,24.0
TRIP-413262,2024-09-14 21:32:49,2024-09-14 23:09:49,40.823441,-73.99107,40.696077,-73.948185,2,11.84,56.25,1.68,57.93,Debit Card,97.0
TRIP-413263,2025-04-16 23:57:49,2025-04-17 01:35:49,40.680977,-73.977463,40.820117,-73.914236,3,13.13,42.68,4.58,47.26,Mobile,98.7
TRIP-413264,2024-10-28 03:03:04,2024-10-28 04:24:04,40.713766,-73.992602,40.80223,-73.928812,5,10.32,47.7,5.39,53.09,Debit Card,81.1
TRIP-413265,2024-11-16 01:13:45,2024-11-16 01:47:45,40.666691,-73.943717,40.661247,-73.914843,5,3.76,20.49,3.97,24.46,Cash,34.6
TRIP-413266,2024-12-20 09:16:26,2024-12-20 09:57:26,40.846021,-73.913198,40.654783,-73.90166,5,15.61,51.94,5.05,56.99,Debit Card,41.2
TRIP-413267,2025-03-30 00:02:14,2025-03-30 01:27:14,40.740107,-73.965145,40.835008,-73.929771,1,10.28,39.38,2.39,41.77,Credit Card,85.1
TRIP-413268,2025-01-12 18:00:56,2025-01-12 18:32:56,40.655049,-74.002481,40.652636,-73.922348,3,6.24,21.67,3.15,24.82,Mobile,32.3
TRIP-413269,2024-03-06 13:44:52,2024-03-06 14:11:52,40.771475,-73.925074,40.802733,-73.988316,2,6.72,19.0,1.71,20.71,Cash,27.0
TRIP-413270,2024-09-15 05:09:04,2024-09-15 06:00:04,40.819274,-73.900211,40.816649,-73.980863,1,6.31,21.11,2.64,23.75,Mobile,51.3
TRIP-413271,2025-05-13 01:33:36,2025-05-13 03:22:36,40.830976,-73.966995,40.695316,-74.017141,6,13.05,58.27,11.04,69.31,Credit Card,109.1
TRIP-413272,2024-07-20 08:15:42,2024-07-20 08:41:42,40.680736,-73.955859,40.688404,-74.016458,2,4.61,21.05,2.08,23.13,Debit Card,26.3
TRIP-413273,2024-07-13 11:42:42,2024-07-13 12:21:42,40.727283,-73.923512,40.761493,-73.986844,1,7.32,31.94,7.53,39.47,Mobile,39.9
TRIP-413274,2024-06-02 15:46:31,2024-06-02 16:35:31,40.726419,-73.991209,40.764176,-73.910006,2,7.84,32.38,8.95,41.33,Credit Card,49.4
TRIP-413275,2024-09-08 18:30:25,2024-09-08 19:15:25,40.824516,-73.99528,40.73698,-73.995026,4,7.37,35.02,10.38,45.4,Cash,45.7
TRIP-413276,2025-11-23 19:39:58,2025-11-23 20:34:58,40.826185,-73.912146,40.671904,-73.93767,6,13.23,38.27,6.49,44.76,Credit Card,55.5
TRIP-413277,2024-03-07 15:52:34,2024-03-07 17:05:34,40.754937,-73.990468,40.656435,-73.902692,6,13.01,51.96,4.59,56.55,Credit Card,73.2
TRIP-413278,2025-04-11 02:38:40,2025-04-11 03:06:40,40.685048,-73.902118,40.734366,-73.955566,6,6.89,26.64,5.01,31.65,Cash,28.1
TRIP-413279,2024-11-05 16:44:17,2024-11-05 18:21:17,40.805764,-73.928811,40.689074,-74.006058,3,12.63,51.3,13.91,65.21,Mobile,97.5
TRIP-413280,2024-10-31 11:37:44,2024-10-31 12:51:44,40.822244,-74.014731,40.663962,-73.968605,4,14.28,55.22,7.57,62.79,Credit Card,74.8
TRIP-413281,2024-08-01 12:53:38,2024-08-01 13:37:38,40.656985,-73.914605,40.746014,-73.996781,5,11.43,52.01,11.43,63.44,Cash,44.9
TRIP-413282,2025-10-29 04:06:48,2025-10-29 04:33:48,40.742065,-73.989118,40.764822,-73.914844,1,5.69,23.13,0.93,24.06,Mobile,27.6
TRIP-413283,2025-12-01 13:42:20,2025-12-01 14:29:20,40.682532,-73.915387,40.698683,-73.996863,4,7.05,35.28,2.68,37.96,Mobile,47.4
TRIP-413284,2025-07-14 19:15:52,2025-07-14 20:00:52,40.674011,-73.975248,40.721186,-73.987632,2,4.71,24.21,5.71,29.92,Cash,45.7
TRIP-413285,2024-04-08 13:25:29,2024-04-08 14:38:29,40.658144,-73.92302,40.736833,-73.99627,1,9.47,45.3,0.91,46.21,Cash,73.2
TRIP-413286,2024-02-10 07:07:53,2024-02-10 07:26:53,40.81269,-73.95648,40.786479,-73.908697,1,4.61,18.15,4.22,22.37,Debit Card,19.3
TRIP-413287,2024-08-15 06:41:08,2024-08-15 06:59:08,40.797243,-74.000954,40.787291,-73.979536,1,3.37,11.5,1.89,13.39,Mobile,18.8
TRIP-413288,2025-08-19 15:41:04,2025-08-19 17:03:04,40.686219,-73.904544,40.84132,-74.017168,5,17.92,46.93,8.55,55.48,Debit Card,82.1
TRIP-413289,2025-12-07 04:08:56,2025-12-07 04:39:56,40.804287,-73.958081,40.771397,-73.937442,4,3.98,19.86,4.38,24.24,Mobile,31.9
TRIP-413290,2025-03-30 03:31:58,2025-03-30 04:10:58,40.815475,-73.964975,40.721061,-74.008888,5,9.89,42.81,0.82,43.63,Cash,39.1
TRIP-413291,2025-03-07 18:47:14,2025-03-07 21:11:14,40.664122,-74.003653,40.846916,-73.901305,3,19.08,75.36,13.79,89.15,Cash,144.8
