fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,type
6.2,0.35,0.33,5.4,0.071,-2,143,0.9871,3.34,0.55,12.9,5,white
7.6,0.19,0.26,4.3,0.056,39,69,0.9924,3.16,0.55,12.0,6,white
5.6,0.15,0.31,-1.2,-0.007,40,124,0.992,3.18,0.65,9.5,7,white
6.3,0.29,0.21,-0.1,0.074,0,121,0.9965,3.15,0.43,12.9,5,white
6.3,0.32,0.21,5.0,0.023,2,138,0.9935,3.15,0.49,8.9,6,white
7.6,0.08,0.37,5.2,0.047,18,144,0.9954,3.08,0.5,10.6,7,white
7.0,0.5,0.17,14.0,0.024,34,111,0.9964,3.16,0.37,9.2,7,white
6.4,0.31,0.3,3.8,0.052,13,268,1.0006,2.8,0.42,11.9,5,white
6.4,0.08,0.36,-0.9,0.025,57,123,0.9944,3.37,0.46,9.9,6,white
7.0,0.32,0.37,0.2,0.046,16,155,0.9911,3.15,0.47,9.7,6,white
7.0,0.12,0.05,6.2,0.065,50,55,0.9912,3.1,0.42,11.5,7,white
7.0,0.18,0.25,10.7,0.019,0,112,0.9951,3.35,0.61,11.2,5,white
6.3,0.33,0.43,11.6,0.025,59,140,0.9956,3.46,0.52,10.0,6,white
7.8,0.16,0.4,5.7,0.013,49,84,0.9948,2.99,0.56,10.9,9,white
8.2,0.19,0.34,16.7,0.08,7,121,0.9919,3.38,0.45,10.5,7,white
8.0,0.37,0.27,4.0,0.041,37,147,0.9983,3.0,0.37,11.3,6,white
7.9,0.27,0.31,0.5,0.04,45,79,0.9937,3.21,0.55,10.0,5,white
8.8,0.24,0.38,4.5,0.025,60,110,0.9913,3.41,0.16,11.3,6,white
6.3,0.26,0.29,0.7,0.031,10,139,0.998,3.04,0.52,10.2,6,white
6.3,0.45,0.39,4.5,0.001,64,166,0.9995,3.06,0.24,11.3,5,white
5.7,0.37,0.44,5.3,0.058,31,166,0.9988,3.38,0.59,8.2,5,white
6.7,0.14,0.29,14.8,0.024,74,138,0.9902,2.79,0.28,9.9,5,white
5.8,0.43,0.4,1.4,0.045,63,131,0.9994,3.4,0.39,9.1,6,white
8.0,0.24,0.27,16.9,0.053,-22,198,0.9925,2.99,0.57,8.9,5,white
7.0,0.27,0.29,8.3,0.095,47,212,0.9919,3.24,0.34,10.7,4,white
6.6,0.18,0.4,16.4,0.016,32,213,0.995,2.99,0.49,11.1,5,white
5.9,0.23,0.56,11.0,0.048,51,147,0.9931,3.18,0.66,11.8,6,white
5.8,0.3,0.3,3.7,0.036,45,128,0.9922,3.09,0.64,11.4,5,white
6.4,0.29,0.62,4.9,0.001,41,142,0.9926,3.12,0.53,9.3,4,white
8.2,0.45,0.26,5.8,0.101,48,92,0.9944,3.06,0.64,10.7,5,white
7.8,0.17,0.46,4.7,0.023,18,112,0.9927,3.23,0.53,10.5,6,white
7.5,0.27,0.45,14.7,0.047,4,126,0.9962,3.12,0.4,9.4,6,white
5.0,0.07,0.48,4.7,0.045,46,153,0.9935,3.28,0.32,10.0,5,white
6.8,0.22,0.29,-3.0,0.052,40,171,0.9914,3.23,0.49,11.6,5,white
6.6,0.38,0.39,5.3,0.13,56,199,0.9903,3.18,0.49,11.0,6,white
6.3,0.43,0.35,5.3,0.051,45,209,0.9953,3.26,0.66,9.2,6,white
6.9,0.44,0.31,5.2,0.04,27,123,0.9943,3.2,0.51,9.7,5,white
6.1,0.24,0.32,6.8,0.054,41,145,0.9952,2.89,0.59,10.7,7,white
6.4,0.25,0.17,7.8,0.047,59,192,0.9942,3.25,0.54,7.9,6,white
6.1,0.18,0.32,14.3,0.068,39,146,0.9953,3.11,0.5,9.7,7,white
6.3,0.26,0.28,9.3,0.069,0,92,0.9919,3.04,0.34,11.0,7,white
4.1,0.4,0.3,-4.4,0.046,60,181,0.9934,3.01,0.36,9.6,4,white
6.9,0.36,0.18,0.7,0.059,17,116,0.9989,3.06,0.53,10.9,7,white
7.4,0.23,0.29,4.7,0.077,25,79,0.9948,3.28,0.51,7.8,7,white
6.2,0.25,0.36,9.9,0.046,18,104,0.9973,2.89,0.32,11.3,6,white
7.8,0.25,0.22,8.2,0.067,39,159,0.99,3.28,0.42,9.4,5,white
6.1,0.23,0.37,1.1,0.039,29,148,0.9925,2.98,0.32,11.2,5,white
5.8,0.3,0.34,9.7,0.055,46,118,0.9916,3.19,0.61,12.0,5,white
7.7,0.35,0.29,9.5,0.019,50,243,0.9904,3.47,0.5,10.9,7,white
6.4,0.51,0.4,12.0,0.024,8,89,0.9938,3.24,0.57,9.8,7,white
7.0,0.28,0.45,4.0,0.079,-2,113,0.9926,3.11,0.35,12.1,5,white
5.6,0.35,0.28,10.1,0.05,25,126,0.9934,2.93,0.45,10.0,5,white
6.7,0.18,0.25,7.8,0.043,51,81,0.9942,3.23,0.42,10.0,4,white
6.6,0.29,0.4,-1.4,0.074,41,123,0.9928,3.07,0.44,9.9,6,white
6.5,0.26,0.26,10.7,0.06,48,71,0.9953,3.08,0.66,10.0,7,white
6.5,0.35,0.19,6.8,0.043,14,165,0.9967,3.51,0.56,9.1,4,white
7.0,0.33,0.41,9.7,0.036,14,148,0.9885,3.17,0.55,9.3,4,white
6.9,0.35,0.27,-4.8,0.059,48,147,0.9926,3.04,0.45,12.1,5,white
7.3,0.27,0.39,5.7,0.059,16,193,0.9964,3.15,0.44,12.5,6,white
5.2,0.25,0.17,3.2,0.053,41,137,0.9919,3.05,0.54,9.8,6,white
8.1,0.16,0.36,12.5,0.093,8,69,0.9987,3.14,0.72,11.4,5,white
6.7,0.3,0.33,5.1,0.029,31,121,0.9988,3.1,0.46,10.6,6,white
6.4,0.27,0.43,6.7,0.055,23,171,0.991,3.22,0.33,9.7,6,white
7.1,0.42,0.12,5.4,0.04,45,104,0.9927,3.13,0.45,11.5,7,white
6.7,0.26,0.17,8.4,0.034,7,144,0.9951,3.41,0.51,10.1,6,white
6.9,0.23,0.48,6.6,0.038,51,105,0.9988,3.35,0.61,11.8,5,white
6.5,0.34,0.32,3.7,0.053,37,103,0.9954,3.06,0.55,10.2,7,white
7.3,0.14,0.19,9.0,0.029,50,141,0.9949,3.1,0.52,11.3,7,white
5.5,0.31,0.38,6.4,0.029,22,183,0.9947,3.05,0.42,10.2,4,white
7.1,0.22,0.27,4.2,-0.002,49,114,0.9954,3.2,0.52,11.3,7,white
6.4,0.16,0.24,4.4,0.069,25,193,0.9941,3.31,0.31,9.0,5,white
5.3,0.29,0.53,10.7,0.053,59,132,0.9941,3.16,0.56,9.0,7,white
7.8,0.04,0.27,8.2,0.064,7,118,0.9935,3.39,0.34,11.5,4,white
6.5,0.34,0.09,-0.4,0.023,8,100,0.9939,3.29,0.49,10.7,6,white
7.7,0.29,0.29,6.2,0.052,34,142,0.9934,3.29,0.46,10.0,6,white
7.5,0.22,0.23,14.3,0.051,38,140,0.9982,3.4,0.6,10.9,6,white
6.2,0.37,0.04,3.1,0.05,38,121,0.9961,3.22,0.4,9.0,6,white
7.8,0.33,0.41,7.1,0.036,45,95,0.994,3.26,0.28,11.8,6,white
6.7,0.15,0.48,1.6,0.026,11,45,0.9998,3.24,0.49,9.5,6,white
6.3,0.34,0.37,4.4,0.055,65,125,0.9885,3.18,0.57,10.4,5,white
6.0,0.33,0.31,5.5,0.041,34,137,0.9929,3.09,0.64,10.2,5,white
6.2,0.24,0.27,9.5,0.041,48,199,0.9941,3.34,0.45,12.3,6,white
7.2,0.26,0.3,3.7,0.025,36,139,0.9938,3.1,0.6,8.3,5,white
6.2,0.44,0.43,14.2,0.04,52,184,0.9957,3.17,0.51,8.6,4,white
7.2,0.32,0.08,1.3,0.073,97,112,0.9959,3.36,0.54,8.1,5,white
6.4,0.16,0.32,8.0,0.064,18,98,0.9951,3.47,0.53,10.8,5,white
7.6,0.29,0.45,-1.2,0.049,37,6,0.9906,3.46,0.31,10.1,6,white
6.5,0.13,0.17,7.1,0.055,32,125,0.9969,3.29,0.35,12.5,6,white
6.7,0.33,0.44,11.9,0.013,57,182,0.9923,3.23,0.38,11.1,7,white
6.7,0.22,0.52,8.1,0.088,47,47,0.994,3.34,0.42,8.7,7,white
7.0,0.23,0.26,0.3,0.093,53,134,0.9953,3.1,0.42,10.2,6,white
6.9,0.19,0.17,16.8,0.023,28,167,0.987,3.19,0.47,11.3,5,white
6.0,0.25,0.25,11.8,0.039,48,87,0.9932,3.45,0.47,10.4,7,white
8.4,0.3,0.37,4.7,0.053,20,161,0.9879,3.21,0.45,10.1,8,white
7.4,0.22,0.63,7.0,0.056,26,107,0.9935,3.2,0.64,9.8,6,white
7.6,0.2,0.23,7.3,0.033,54,208,0.988,3.18,0.59,10.4,6,white
7.8,0.29,0.24,-1.5,0.05,51,87,0.9974,3.41,0.45,9.2,6,white
6.7,0.25,0.31,2.7,0.057,53,178,0.9923,3.23,0.62,10.5,4,white
7.5,0.26,0.34,6.5,0.022,21,47,0.9919,3.07,0.77,11.0,5,white
8.0,0.21,0.33,13.5,0.039,48,176,1.0004,3.13,0.51,10.1,7,white
8.0,0.19,0.13,3.0,0.066,18,129,0.9934,3.22,0.39,10.6,6,white
7.6,0.27,0.18,5.4,0.072,36,156,0.9964,3.02,0.44,10.5,7,white
6.7,0.35,0.43,11.1,0.061,49,70,0.9905,3.18,0.57,10.1,7,white
8.0,0.27,0.48,9.8,0.061,41,119,0.9908,3.11,0.41,11.8,5,white
5.8,0.25,0.17,13.6,0.041,56,170,0.9935,2.99,0.41,7.8,5,white
6.3,0.14,0.48,10.2,0.041,9,134,0.992,3.23,0.47,8.7,5,white
4.9,0.23,0.05,8.1,0.05,28,108,0.9921,3.3,0.59,11.1,5,white
6.6,0.23,0.36,8.1,0.028,13,199,0.9934,3.36,0.55,11.5,6,white
6.5,0.29,0.29,13.1,0.041,29,140,0.9916,3.19,0.64,10.0,4,white
6.5,0.28,0.37,3.2,0.048,35,174,0.989,3.13,0.35,11.6,4,white
6.7,0.51,0.17,10.3,0.079,36,73,0.995,3.16,0.44,9.7,6,white
5.9,0.24,0.43,4.2,0.09,50,127,0.9936,3.44,0.4,9.7,5,white
7.4,0.36,0.29,4.6,0.088,51,103,0.9922,3.05,0.4,10.9,5,white
6.7,0.36,0.24,7.6,0.021,27,115,0.9989,3.18,0.47,11.3,7,white
6.6,0.34,0.27,6.5,0.077,43,236,0.996,3.08,0.54,10.5,6,white
5.7,0.28,0.42,3.5,0.051,64,171,0.9925,3.33,0.43,12.5,5,white
6.0,0.53,0.32,5.6,0.034,63,134,0.993,3.11,0.56,11.3,6,white
6.1,0.2,0.37,6.2,0.04,36,124,0.987,2.95,0.34,7.3,7,white
7.2,0.33,0.41,9.2,0.016,45,78,0.991,3.12,0.59,10.6,7,white
9.2,0.35,0.24,6.5,0.046,35,90,0.9947,3.22,0.42,11.2,7,white
7.1,0.12,0.25,8.5,0.064,-4,166,0.9984,3.32,0.62,11.8,6,white
7.5,0.14,0.64,8.3,0.021,14,129,0.9917,3.35,0.62,12.1,5,white
7.6,0.4,0.17,3.5,0.028,27,118,0.9928,3.06,0.36,11.1,7,white
5.5,0.31,0.07,8.2,0.04,28,36,0.9939,3.13,0.48,10.7,7,white
7.8,0.17,0.23,-6.2,0.081,29,129,0.9946,3.17,0.45,11.0,6,white
7.1,0.4,0.29,16.2,-0.003,23,250,0.9905,3.17,0.44,10.8,5,white
7.7,0.26,0.42,17.5,0.058,35,165,0.9901,2.95,0.55,7.3,7,white
6.0,0.37,0.25,7.4,0.053,31,118,1.0015,3.17,0.51,11.2,6,white
7.1,0.45,0.42,3.3,0.058,23,146,0.9891,3.07,0.43,8.7,5,white
7.4,0.26,0.27,8.9,-0.002,24,110,0.9978,3.29,0.43,13.1,5,white
6.8,0.09,0.39,-0.3,0.029,24,217,0.9951,3.44,0.61,10.2,6,white
5.9,0.2,0.46,13.4,0.034,54,178,0.9937,3.28,0.32,11.1,6,white
5.4,0.08,0.25,9.1,0.012,44,150,0.9947,3.13,0.45,11.4,5,white
7.4,0.19,0.43,2.8,0.088,28,110,0.9991,3.17,0.59,11.6,6,white
7.3,0.42,0.19,0.4,0.061,48,169,0.9942,3.43,0.41,11.1,6,white
6.3,0.21,0.34,-5.8,0.067,27,157,0.9955,2.94,0.5,10.7,5,white
7.5,0.17,0.35,8.7,0.062,31,161,0.999,3.22,0.49,13.5,6,white
6.4,0.43,0.34,-1.6,0.011,31,162,0.9969,3.3,0.47,12.1,6,white
6.0,0.26,0.36,4.4,0.01,55,134,0.9888,3.37,0.48,9.3,6,white
7.2,0.3,0.35,6.2,0.07,40,69,0.9889,2.9,0.32,10.2,7,white
5.4,0.17,-0.03,3.7,0.021,28,144,0.9946,3.06,0.43,13.8,5,white
7.0,0.4,0.35,-0.6,0.054,58,116,0.9915,3.12,0.45,7.6,4,white
5.4,0.28,0.13,6.6,0.023,32,81,0.9945,3.15,0.69,10.1,5,white
5.9,0.36,0.26,6.5,0.027,17,63,0.995,3.11,0.4,9.2,6,white
6.5,0.13,0.42,5.7,0.044,24,129,0.9992,3.14,0.19,9.4,6,white
7.4,0.41,0.39,15.2,0.019,8,85,0.9929,3.16,0.67,8.4,5,white
5.1,0.31,0.5,16.1,-0.006,23,65,0.9934,3.17,0.54,11.3,6,white
7.5,0.21,0.37,5.5,0.047,28,176,0.9905,3.16,0.49,11.7,5,white
7.8,0.24,0.23,10.7,0.1,16,186,0.9936,3.27,0.45,10.7,4,white
7.0,0.23,0.17,4.0,0.061,23,171,0.9906,3.37,0.34,10.5,5,white
6.7,0.3,0.47,-1.2,0.019,17,188,0.9955,3.44,0.65,9.8,6,white
6.8,0.29,0.2,8.4,0.031,51,84,0.9927,3.16,0.46,11.8,4,white
5.6,0.44,0.18,-0.7,0.042,8,131,0.993,3.37,0.41,11.9,7,white
6.8,0.08,0.33,12.0,0.047,14,138,0.9963,3.22,0.73,12.5,6,white
7.1,0.34,0.47,6.1,0.026,36,153,0.9939,3.02,0.49,8.9,5,white
9.9,0.12,0.33,4.8,0.073,8,141,0.9964,3.07,0.57,9.8,6,white
7.9,0.53,0.29,1.3,0.032,38,68,0.9919,3.34,0.71,10.4,5,white
6.7,0.43,0.24,6.3,0.048,15,112,0.9963,3.31,0.51,11.5,7,white
6.0,0.27,0.37,4.4,0.083,43,142,0.9907,3.37,0.48,10.1,5,white
7.1,0.32,0.11,-1.8,0.042,25,120,0.9966,3.23,0.43,11.4,5,white
6.8,0.29,0.15,5.2,0.093,27,167,0.9919,3.01,0.48,8.4,8,white
7.2,0.22,0.23,6.3,0.055,47,157,0.9906,3.46,0.61,11.3,6,white
6.0,0.21,0.23,8.8,0.034,36,212,0.9944,3.2,0.44,9.7,6,white
5.4,0.28,0.25,3.7,0.04,7,161,0.9988,3.12,0.58,9.0,6,white
7.2,0.01,0.44,5.8,0.032,36,189,0.994,3.01,0.45,10.5,6,white
6.4,0.41,0.48,4.1,0.012,31,105,0.9941,3.07,0.55,11.2,6,white
6.8,0.45,0.21,4.0,-0.035,29,201,0.9899,3.28,0.61,9.0,7,white
5.9,0.25,0.29,4.5,0.026,27,193,1.0018,3.17,0.46,12.3,5,white
7.8,0.42,0.23,7.7,-0.001,20,128,0.9903,2.91,0.69,9.6,6,white
5.8,0.23,0.25,4.6,0.023,39,121,0.9948,3.09,0.62,13.5,6,white
7.6,0.22,0.39,4.7,0.071,24,126,0.9949,3.05,0.47,9.2,6,white
6.8,0.3,0.46,11.4,0.036,66,72,0.9935,3.09,0.42,9.4,7,white
6.6,0.33,0.47,6.6,0.082,64,99,0.9956,3.21,0.23,9.3,7,white
7.0,0.19,0.33,10.8,0.033,34,159,0.9964,2.93,0.59,10.4,4,white
6.7,0.31,0.11,-1.6,0.065,49,190,0.9883,3.2,0.56,12.0,6,white
6.6,0.31,0.16,14.7,0.043,31,174,0.999,3.55,0.47,9.8,6,white
6.8,0.05,0.12,7.9,0.036,28,96,0.9916,3.08,0.24,10.3,6,white
6.4,0.25,0.45,5.7,0.078,35,190,0.9927,3.38,0.31,9.8,6,white
7.1,0.26,0.25,10.2,0.094,19,180,0.9916,3.11,0.33,11.2,5,white
7.9,0.22,0.34,14.6,0.037,20,150,0.9905,2.99,0.53,10.8,7,white
9.0,0.22,0.51,2.0,0.021,69,192,0.9978,2.83,0.46,14.0,3,white
7.7,0.33,0.2,-3.7,0.045,34,240,0.9931,3.35,0.56,10.9,4,white
7.4,0.12,0.29,7.5,0.053,44,130,0.9965,3.23,0.36,11.1,5,white
5.1,0.39,0.33,-1.6,0.059,47,123,0.9967,2.79,0.47,11.5,6,white
6.7,0.27,0.15,1.2,0.049,20,115,0.9985,3.19,0.52,8.3,5,white
6.3,0.4,0.42,16.9,0.026,11,122,0.9901,2.96,0.65,9.4,6,white
5.6,0.22,0.47,0.7,0.091,62,175,0.9922,3.52,0.47,11.0,5,white
7.7,0.38,0.41,-0.4,0.026,39,75,0.9953,3.19,0.52,12.3,5,white
5.5,0.33,0.41,10.0,0.042,35,74,0.997,3.13,0.33,10.1,6,white
6.2,0.1,0.34,10.2,0.071,42,156,0.9911,3.13,0.38,10.3,6,white
5.4,0.26,0.37,13.4,0.023,42,131,0.9907,3.24,0.51,9.9,8,white
6.7,0.53,0.47,-1.1,0.046,52,185,0.9959,3.13,0.62,10.9,6,white
7.8,0.36,0.46,4.7,0.059,50,80,0.9941,3.02,0.41,12.5,5,white
5.8,0.17,0.38,9.8,0.05,35,119,0.9919,3.27,0.41,10.0,5,white
6.4,0.23,0.22,4.1,0.056,35,129,0.9896,3.05,0.3,12.2,4,white
7.5,0.36,0.01,13.4,0.04,58,169,0.9909,3.33,0.28,7.9,6,white
7.9,0.31,0.49,4.0,0.052,9,132,0.9958,3.38,0.22,11.7,6,white
6.9,0.13,0.53,4.8,0.03,37,102,0.9973,3.13,0.58,10.8,6,white
5.8,0.1,0.26,4.6,0.009,15,156,0.9971,2.93,0.45,10.3,6,white
6.6,0.35,0.46,12.3,0.031,7,139,0.9911,3.14,0.52,11.6,5,white
6.5,0.25,0.07,8.3,0.046,23,116,0.9973,3.18,0.43,10.5,4,white
6.3,0.39,0.41,4.5,0.058,16,85,0.9978,2.98,0.56,8.1,6,white
5.7,0.31,0.38,2.3,0.073,45,178,0.9951,2.88,0.55,10.3,6,white
7.5,0.2,0.25,7.0,0.081,3,125,0.9944,2.88,0.47,10.5,6,white
6.6,0.28,0.56,8.3,0.013,56,138,0.9958,3.36,0.34,10.2,6,white
5.3,0.24,0.3,7.6,0.023,29,163,0.9893,3.31,0.64,10.0,6,white
7.3,0.31,0.44,6.4,0.036,49,97,0.9887,2.99,0.34,10.0,5,white
8.3,0.19,0.55,7.9,0.053,24,165,0.9937,3.35,0.41,10.1,8,white
7.1,0.13,0.32,3.2,0.044,23,169,0.9936,3.22,0.48,9.6,7,white
6.0,0.26,0.44,7.3,0.061,29,108,0.9851,3.24,0.37,10.1,5,white
8.6,0.19,0.32,5.6,0.054,28,119,0.9946,2.62,0.57,11.1,7,white
6.8,0.37,0.37,1.1,0.061,29,103,0.9969,3.07,0.48,8.0,6,white
7.5,0.26,0.21,6.6,0.014,21,126,0.998,3.35,0.55,10.1,4,white
6.5,0.31,0.35,6.5,0.048,34,162,0.995,2.85,0.35,10.4,7,white
6.3,0.24,0.35,-0.2,0.05,39,83,0.9924,3.43,0.61,10.5,5,white
7.5,0.3,0.34,11.1,0.051,43,138,0.9976,3.29,0.5,9.1,5,white
6.0,0.34,0.47,4.1,0.045,56,148,0.9976,3.15,0.57,10.9,6,white
6.5,0.3,0.36,6.6,0.082,37,159,0.9945,3.03,0.56,10.5,6,white
6.7,0.12,0.21,2.6,0.046,46,86,0.9961,3.3,0.42,9.8,6,white
7.9,0.24,0.39,5.5,0.021,59,114,0.9962,3.23,0.63,9.5,7,white
5.7,0.48,0.26,17.3,0.021,22,135,1.0003,3.14,0.44,10.9,7,white
7.7,0.32,0.35,8.8,0.034,46,104,0.9841,3.27,0.5,8.6,6,white
7.5,0.24,0.35,5.1,0.021,23,71,0.9966,3.02,0.6,10.9,4,white
7.3,0.23,0.41,0.3,0.084,24,187,0.9934,3.1,0.23,10.9,5,white
7.4,0.42,0.35,4.5,0.079,36,124,0.9942,3.13,0.55,8.4,5,white
5.9,0.33,0.4,3.9,0.034,-14,127,0.9964,3.09,0.58,10.6,5,white
5.7,0.15,0.35,8.4,0.055,31,140,0.994,3.2,0.42,9.1,5,white
5.3,0.48,0.61,3.0,0.039,22,192,0.9948,3.16,0.54,12.7,6,white
6.5,0.31,0.29,10.2,0.041,10,177,0.9934,3.28,0.7,9.0,5,white
7.1,0.31,0.27,5.3,0.031,47,152,0.9956,3.24,0.45,12.3,5,white
6.0,0.43,0.4,-0.9,0.059,23,61,0.9952,3.35,0.53,10.2,7,white
7.3,0.3,0.28,11.8,0.042,44,211,0.9911,2.94,0.35,10.9,5,white
6.7,0.32,0.43,4.4,0.037,48,138,0.9954,3.35,0.57,10.9,5,white
6.8,0.13,0.18,2.4,0.037,50,54,0.9962,3.11,0.56,8.6,7,white
7.4,0.27,0.35,6.1,0.069,75,176,0.9948,3.07,0.61,9.8,6,white
6.8,0.15,0.39,8.4,0.027,25,96,0.9976,3.07,0.31,10.0,5,white
5.8,0.23,0.2,3.7,0.033,15,107,0.9937,3.05,0.55,8.5,5,white
8.2,0.3,0.38,9.6,0.031,72,103,0.9911,3.08,0.63,10.2,8,white
7.3,0.06,0.1,1.7,0.062,30,31,0.9944,3.24,0.55,10.5,7,white
5.9,0.31,0.34,12.3,0.082,32,122,0.9939,3.41,0.49,8.9,6,white
6.7,0.36,0.47,-1.8,0.031,50,180,0.9897,3.24,0.27,12.2,7,white
7.0,0.1,0.23,3.6,0.078,35,136,0.9961,3.06,0.39,9.4,6,white
5.8,0.21,0.32,11.8,0.071,32,115,1.0,2.98,0.4,8.8,6,white
7.5,0.13,0.23,3.5,0.024,51,110,0.9939,3.12,0.62,11.8,6,white
5.9,0.33,0.41,4.4,0.051,14,121,0.9921,3.16,0.31,9.1,5,white
8.3,0.23,0.43,-1.5,0.022,15,86,0.9877,3.07,0.74,9.6,6,white
7.6,0.39,0.4,11.2,0.038,35,156,0.9952,3.16,0.43,11.6,7,white
6.3,0.15,0.42,6.0,0.014,3,173,0.9968,3.14,0.53,9.6,5,white
5.9,0.3,0.25,10.0,0.036,6,176,0.993,3.4,0.53,11.8,5,white
7.0,0.2,0.32,8.2,0.04,63,167,0.9936,2.95,0.4,10.5,5,white
5.7,0.28,0.19,-2.6,0.025,8,158,0.9888,3.19,0.45,9.7,6,white
6.7,0.25,0.22,-3.0,0.055,26,125,0.9948,3.16,0.29,11.0,7,white
6.8,0.35,0.31,3.3,0.071,49,162,0.9906,3.25,0.61,9.6,5,white
7.2,0.31,0.47,15.4,0.057,52,151,0.9957,3.25,0.57,11.9,6,white
7.7,0.39,0.23,4.7,0.018,42,71,0.9944,3.38,0.42,10.5,5,white
7.6,0.27,0.37,15.1,0.073,26,115,0.9934,3.18,0.59,11.3,6,white
7.7,0.19,0.23,-0.7,0.05,20,156,0.9975,3.12,0.49,8.7,6,white
7.2,0.34,0.19,9.5,0.028,30,151,0.9906,3.24,0.27,9.5,7,white
7.0,0.27,0.5,9.7,0.042,40,111,0.9994,2.89,0.61,8.7,7,white
6.3,0.25,0.47,-0.4,0.074,12,126,0.9954,3.19,0.51,12.2,4,white
5.2,0.31,0.24,-3.2,0.045,45,123,0.9939,3.23,0.59,10.1,4,white
7.0,0.2,0.29,13.8,0.033,35,140,0.9923,3.2,0.5,9.2,6,white
5.8,0.46,0.35,1.7,0.043,24,180,0.9968,3.12,0.45,9.8,6,white
6.9,0.39,0.21,12.5,0.015,45,210,0.9926,3.23,0.47,9.5,5,white
4.9,0.32,0.39,2.7,0.028,58,156,0.9976,3.22,0.36,12.6,6,white
5.8,0.31,0.14,11.7,0.059,38,46,0.9981,3.28,0.54,11.1,6,white
6.2,0.28,0.27,5.5,0.042,37,96,0.9915,3.26,0.52,8.9,5,white
9.5,0.23,0.29,10.8,0.038,28,135,0.9955,3.22,0.48,9.9,6,white
6.2,0.33,0.38,10.0,0.045,7,193,0.9896,3.2,0.41,10.7,6,white
6.5,0.24,0.48,13.8,0.062,20,200,0.9973,3.12,0.35,10.9,6,white
6.9,0.44,0.2,13.5,0.104,34,192,0.9952,3.26,0.58,10.5,4,white
7.5,0.42,0.31,10.0,-0.019,11,115,0.9935,3.48,0.3,9.2,5,white
6.2,0.3,0.4,4.8,0.044,24,128,0.9882,3.34,0.58,11.2,6,white
5.2,0.37,0.32,-2.7,0.038,16,180,0.9958,3.12,0.26,10.5,7,white
5.5,0.13,0.3,5.5,0.073,36,40,0.994,3.03,0.43,11.0,6,white
6.6,0.3,0.42,5.0,0.043,46,111,0.9907,3.24,0.55,7.8,6,white
8.1,0.1,0.1,14.2,0.035,47,204,0.9948,3.33,0.59,10.7,6,white
6.0,0.29,0.3,13.3,0.039,60,155,0.9983,3.15,0.45,12.0,6,white
7.5,0.2,0.33,7.0,0.077,14,134,0.9986,3.16,0.57,10.4,6,white
6.4,0.37,0.32,9.3,0.006,50,149,0.9933,3.13,0.36,10.2,6,white
6.7,0.29,0.23,15.5,0.051,40,226,0.9905,3.51,0.4,9.4,4,white
5.9,0.24,0.43,2.7,0.054,42,155,0.997,3.21,0.54,7.9,7,white
7.2,0.24,0.36,7.8,0.082,61,179,0.9898,3.3,0.45,10.4,7,white
7.3,0.06,-0.07,2.6,0.018,5,185,0.9911,3.03,0.41,9.7,5,white
5.4,0.37,0.4,10.2,0.033,33,254,0.9962,3.14,0.46,12.0,5,white
6.1,0.42,0.31,3.9,0.056,27,138,0.9977,3.51,0.45,9.0,6,white
6.7,0.36,0.43,-2.6,0.037,19,158,0.996,3.18,0.46,10.5,6,white
7.3,0.23,0.49,12.6,0.01,32,169,0.9934,3.3,0.66,10.9,5,white
8.8,0.19,0.34,6.0,0.066,42,98,0.996,3.01,0.62,10.8,4,white
6.3,0.11,0.24,13.6,0.046,35,215,0.9975,3.19,0.59,9.4,6,white
4.6,0.24,0.44,12.8,0.027,6,127,0.9956,2.89,0.49,10.0,5,white
6.4,0.05,0.51,8.0,0.022,31,100,0.9877,3.11,0.52,10.9,6,white
7.1,0.07,0.37,-1.0,0.053,15,150,0.9922,3.19,0.38,10.2,6,white
7.2,0.38,0.32,8.6,0.018,20,83,0.9969,3.34,0.7,10.8,7,white
6.7,0.44,0.44,4.5,0.055,19,123,0.992,3.16,0.41,8.5,7,white
5.9,0.22,0.23,18.1,0.111,65,155,0.9969,3.18,0.65,10.1,6,white
7.2,0.33,0.34,9.4,0.019,27,67,0.9953,3.05,0.47,11.2,7,white
6.9,0.23,0.28,14.1,0.083,27,147,0.9951,3.17,0.63,10.2,5,white
7.0,0.4,0.4,7.8,0.073,35,88,0.9977,3.3,0.44,7.9,5,white
6.2,0.3,0.31,13.7,0.033,24,144,0.9933,2.8,0.57,10.6,7,white
7.6,0.34,0.31,9.9,0.039,52,147,0.9963,3.32,0.65,10.2,7,white
7.0,0.1,0.4,4.9,0.035,46,137,0.9936,3.13,0.64,9.4,7,white
6.8,0.27,0.5,12.5,0.054,42,137,0.9952,3.16,0.52,11.6,5,white
7.7,0.23,0.41,-1.5,0.047,34,190,0.9969,3.12,0.49,11.5,5,white
6.6,0.42,0.43,14.1,0.038,46,55,0.9915,3.09,0.55,9.8,6,white
7.6,0.23,0.46,14.5,0.03,33,133,0.9947,3.01,0.62,10.7,5,white
6.4,0.26,0.29,9.4,0.03,49,162,0.9909,3.05,0.58,10.4,5,white
5.9,0.09,0.35,3.9,0.064,39,215,0.9929,3.02,0.53,9.6,6,white
